NodeIndex,X,Y,Z,Weight,Strain,CutLocation,TotalWeight
30103,21.176,6,0.1,0.12422293077218,5.9562e-05,12.9,1
8647,5.1268,6,0,0.461086172329982,0.00048937,13,1
30583,5.1268,6,0.05,0.217824977584435,6.3046e-07,13,1
30712,5.0352,6,0,0.190696133000676,0.00049253,13,1
13148,5.1268,5.9091,0,0.130392717084908,0.00048823,13,1
8636,7.1408,6,0,0.351315226636781,0.00042337,13,1
30701,7.0493,6,0,0.282715211968061,0.00042626,13,1
30605,7.1408,6,0.05,0.222110148954154,8.4295e-06,13,1
12081,7.1408,5.9091,0,0.143859412441004,0.00042301,13,1
8625,9.1549,6,0,0.324240608602635,0.00035939,13,1
30689,9.2465,6,0,0.314478525762983,0.00035627,13,1
30627,9.1549,6,0.05,0.217171439962414,1.0066e-05,13,1
11014,9.1549,5.9091,0,0.144109425671968,0.00035965,13,1
30679,11.077,6,0,0.547226272941246,0.00027049,13,1
8614,11.169,6,0,0.182408757647077,0.00026388,13,1
30649,11.169,6,0.05,0.147705462825906,3.0483e-06,13,1
30646,11.077,6,0.1,0.12265950658577,0.00027049,13,1
8921,15.186,6,0,0.624477899429814,0.00017341,13,1
30038,15.186,6,0.05,0.168377929512121,8.5326e-06,13,1
30986,15.278,6,0,0.112085776820729,0.00017407,13,1
16949,15.186,5.9091,0,0.0950583942373355,0.00017441,13,1
30976,17.114,6,0,0.678907112819116,0.00015166,13,1
8911,17.023,6,0,0.123437656876194,0.00015363,13,1
30058,17.023,6,0.05,0.103526222473246,8.3201e-06,13,1
30057,17.114,6,0.1,0.0941290078314431,0.00015166,13,1
8888,21.246,6,0,0.319633432140533,5.8018e-05,13,1
30954,21.154,6,0,0.319633432140533,6.0043e-05,13,1
30104,21.246,6,0.05,0.21640990269944,8.0337e-06,13,1
20150,21.246,5.9091,0,0.144323233019493,5.8664e-05,13,1
30712,5.0739,6,0,0.509837950912855,0.00049119,13.1,1
8647,5.1662,6,0,0.201008618109143,0.00048802,13.1,1
30583,5.1662,6,0.05,0.160398923913244,8.5397e-07,13.1,1
30580,5.0739,6,0.1,0.128754507064758,0.00049119,13.1,1
30701,7.1035,6,0,0.900112792147016,0.00042458,13.1,1
8637,7.0113,6,0,0.0355174156991571,0.00042749,13.1,1
8636,7.1958,6,0,0.0328851228863799,0.00042167,13.1,1
30602,7.1035,6,0.1,0.0314846692674464,0.00042458,13.1,1
8625,9.2254,6,0,0.475805165921226,0.00035749,13.1,1
30627,9.2254,6,0.05,0.215497133547125,1.0168e-05,13.1,1
30690,9.1331,6,0,0.180649494983557,0.00036053,13.1,1
11014,9.2254,5.9091,0,0.128048205548092,0.00035775,13.1,1
8615,11.07,6,0,0.434010457211504,0.00027569,13.1,1
30647,11.07,6,0.05,0.223296538046475,4.4601e-06,13.1,1
30679,11.163,6,0,0.206671646291186,0.00026913,13.1,1
10044,11.07,5.9091,0,0.136021358450835,0.0002772,13.1,1
30987,15.177,6,0,0.544993997506417,0.00016956,13.1,1
8921,15.268,6,0,0.184336205038929,0.00017098,13.1,1
30038,15.268,6,0.05,0.148510650257566,8.515e-06,13.1,1
30035,15.177,6,0.1,0.122159147197088,0.00016956,13.1,1
8911,17.087,6,0,0.641077281812614,0.00015198,13.1,1
30058,17.087,6,0.05,0.161316745701532,8.2682e-06,13.1,1
30976,17.178,6,0,0.10684621363545,0.00015005,13.1,1
17919,17.087,5.9091,0,0.0907597588504029,0.00015212,13.1,1
30954,21.18,6,0,0.585439742311265,5.9467e-05,13.1,1
8888,21.271,6,0,0.164912603467955,5.7461e-05,13.1,1
30104,21.271,6,0.05,0.134833474602402,7.9794e-06,13.1,1
30101,21.18,6,0.1,0.114814179618377,5.9467e-05,13.1,1
8648,5.1333,6,0,0.404943387480636,0.00048914,13.2,1
30713,5.0417,6,0,0.231296994907468,0.0004923,13.2,1
30581,5.1333,6,0.05,0.224466597049329,6.7652e-07,13.2,1
13245,5.1333,5.9091,0,0.139293020562566,0.00048801,13.2,1
30702,7.0583,6,0,0.353897346426365,0.00042603,13.2,1
8637,7.15,6,0,0.295150386919582,0.00042313,13.2,1
30603,7.15,6,0.05,0.208702840060671,8.4949e-06,13.2,1
12178,7.15,5.9091,0,0.142249426593382,0.00042278,13.2,1
8626,9.1667,6,0,0.404943387480649,0.00035982,13.2,1
30690,9.2583,6,0,0.23129699490746,0.0003568,13.2,1
30625,9.1667,6,0.05,0.224466597049327,1.0327e-05,13.2,1
11111,9.1667,5.9091,0,0.139293020562564,0.00036003,13.2,1
30680,11.092,6,0,0.794314258140849,0.00027814,13.2,1
8615,11.183,6,0,0.0765604104232058,0.00027235,13.2,1
30647,11.183,6,0.05,0.0655801907846839,4.4175e-06,13.2,1
8616,11,6,0,0.0635451406512612,0.00028394,13.2,1
8922,15.2,6,0,1,0.00016628,13.2,1
30036,15.2,6,0.05,0,8.6987e-06,13.2,1
15998,15.2,5.9091,0,0,0.0001675,13.2,1
30988,15.108,6,0,0,0.00016409,13.2,1
30977,17.125,6,0,0.522271713197449,0.00015087,13.2,1
8912,17.033,6,0,0.19487750492441,0.00015276,13.2,1
30056,17.033,6,0.05,0.156181285479008,8.165e-06,13.2,1
30055,17.125,6,0.1,0.126669496399133,0.00015087,13.2,1
30955,21.158,6,0,0.352259964428066,5.9954e-05,13.2,1
8889,21.25,6,0,0.295898370119558,5.7932e-05,13.2,1
30102,21.25,6,0.05,0.209231744053588,7.9784e-06,13.2,1
16130,21.25,5.9091,0,0.142609921398788,5.8566e-05,13.2,1
30479,5.0799,6,0,0.5867435522348,0.00049098,13.3,1
8582,5.1722,6,0,0.163345504154003,0.00048781,13.3,1
30347,5.1722,6,0.05,0.134288005060909,8.995e-07,13.3,1
30344,5.0799,6,0.1,0.115622938550288,0.00049098,13.3,1
30468,7.1118,6,0,0.720462635801892,0.00042436,13.3,1
8572,7.0194,6,0,0.105477160080179,0.00042727,13.3,1
30367,7.0194,6,0.05,0.089631374617318,8.2213e-06,13.3,1
30366,7.1118,6,0.1,0.0844288295006111,0.00042436,13.3,1
8560,9.2361,6,0,0.385086555524529,0.00035791,13.3,1
30457,9.1438,6,0,0.247359869296018,0.00036088,13.3,1
30391,9.2361,6,0.05,0.225418941003042,1.0422e-05,13.3,1
11043,9.2361,5.9091,0,0.142134634176411,0.00035813,13.3,1
8550,11.083,6,0,0.578229063789003,0.00028239,13.3,1
30411,11.083,6,0.05,0.186133516071731,5.6739e-06,13.3,1
30446,11.176,6,0,0.129340711637009,0.00027665,13.3,1
10073,11.083,5.9091,0,0.106296708502258,0.00028367,13.3,1
30752,15.222,6,0,0.560257892741747,0.00016232,13.3,1
8855,15.13,6,0,0.176081052004555,0.00016023,13.3,1
29804,15.13,6,0.05,0.143283045661399,8.901e-06,13.3,1
29803,15.222,6,0.1,0.120378009592299,0.00016232,13.3,1
30742,17.07,6,0,0.468047984153996,0.00015161,13.3,1
8844,17.163,6,0,0.222879992454296,0.00014978,13.3,1
29826,17.163,6,0.05,0.174579424801462,8.1519e-06,13.3,1
29823,17.07,6,0.1,0.134492598590246,0.00015161,13.3,1
8822,21.228,6,0,0.450352119174567,5.842e-05,13.3,1
29870,21.228,6,0.05,0.220043562634302,7.9767e-06,13.3,1
30720,21.136,6,0,0.197029052138889,6.0459e-05,13.3,1
19985,21.228,5.9091,0,0.132575266052243,5.9044e-05,13.3,1
8649,5.1397,6,0,0.359187816179559,0.00048892,13.4,1
30714,5.0479,6,0,0.273699737088847,0.00049208,13.4,1
30579,5.1397,6,0.05,0.22335219311589,7.2189e-07,13.4,1
13342,5.1397,5.9091,0,0.143760253615705,0.00048778,13.4,1
30703,7.0671,6,0,0.43536453074693,0.00042579,13.4,1
8638,7.1589,6,0,0.243183243829775,0.0004229,13.4,1
30601,7.1589,6,0.05,0.185391796575742,8.5548e-06,13.4,1
30598,7.0671,6,0.1,0.136060428847553,0.00042579,13.4,1
8627,9.1781,6,0,0.513154653743353,0.00036008,13.4,1
30623,9.1781,6,0.05,0.205879296269462,1.0548e-05,13.4,1
30691,9.2699,6,0,0.160773775636319,0.00035713,13.4,1
11208,9.1781,5.9091,0,0.120192274350866,0.00036026,13.4,1
30681,11.105,6,0,0.862107632253151,0.00028415,13.4,1
8617,11.014,6,0,0.0501225367589118,0.00028926,13.4,1
8616,11.197,6,0,0.044438537745015,0.00027903,13.4,1
30643,11.014,6,0.05,0.0433312932429219,6.595e-06,13.4,1
8923,15.214,6,0,0.62357019359146,0.00015773,13.4,1
30034,15.214,6,0.05,0.168133184854552,8.874e-06,13.4,1
30989,15.123,6,0,0.11337639883482,0.00015462,13.4,1
16949,15.214,5.9091,0,0.0949202227191677,0.00015917,13.4,1
30978,17.136,6,0,0.406321061167641,0.00014991,13.4,1
8913,17.044,6,0,0.261206396464892,0.00015171,13.4,1
30054,17.044,6,0.05,0.194843688580755,8.0205e-06,13.4,1
30053,17.136,6,0.1,0.137628853786712,0.00014991,13.4,1
30956,21.163,6,0,0.394027261072026,5.9863e-05,13.4,1
8890,21.254,6,0,0.26998164184563,5.7844e-05,13.4,1
30100,21.254,6,0.05,0.198101911493185,7.9196e-06,13.4,1
20150,21.254,5.9091,0,0.137889185589159,5.8465e-05,13.4,1
30480,5.0856,6,0,0.674676630653033,0.00049078,13.5,1
8583,5.1781,6,0,0.124396203347032,0.0004876,13.5,1
30345,5.1781,6,0.05,0.104765618548788,9.4377e-07,13.5,1
30342,5.0856,6,0.1,0.0961615474511469,0.00049078,13.5,1
30469,7.1199,6,0,0.589962030369443,0.00042414,13.5,1
8573,7.0274,6,0,0.161711355431851,0.00042705,13.5,1
30365,7.0274,6,0.05,0.133181956326386,8.2748e-06,13.5,1
30364,7.1199,6,0.1,0.11514465787232,0.00042414,13.5,1
30458,9.1541,6,0,0.32197010776446,0.00036108,13.5,1
8561,9.2466,6,0,0.3171336469182,0.00035817,13.5,1
30389,9.2466,6,0.05,0.216220701940334,1.0636e-05,13.5,1
11140,9.2466,5.9091,0,0.144675543377006,0.00035836,13.5,1
8551,11.096,6,0,0.855313738040934,0.00028761,13.5,1
30409,11.096,6,0.05,0.0682071841616764,6.7272e-06,13.5,1
30447,11.188,6,0,0.0388778971836741,0.00028254,13.5,1
10170,11.096,5.9091,0,0.0376011806137154,0.00028871,13.5,1
30753,15.235,6,0,0.415628982193238,0.00015306,13.5,1
8856,15.143,6,0,0.255210778539714,0.00015005,13.5,1
29802,15.143,6,0.05,0.191857028470201,9.0625e-06,13.5,1
29801,15.235,6,0.1,0.137303210796847,0.00015306,13.5,1
30743,17.08,6,0,0.589579417217867,0.00015051,13.5,1
8845,17.173,6,0,0.161528607456982,0.00014879,13.5,1
29824,17.173,6,0.05,0.133265938663342,8.0045e-06,13.5,1
29821,17.08,6,0.1,0.115626036661808,0.00015051,13.5,1
8823,21.232,6,0,0.415896023006644,5.8339e-05,13.5,1
29868,21.232,6,0.05,0.22419028852951,7.9158e-06,13.5,1
30721,21.14,6,0,0.221811212270215,6.0375e-05,13.5,1
19985,21.232,5.9091,0,0.138102476193631,5.8949e-05,13.5,1
30715,5.0541,6,0,0.319794968371894,0.00049186,13.6,1
8650,5.1459,6,0,0.319794968371888,0.0004887,13.6,1
30577,5.1459,6,0.05,0.216263965143016,7.6633e-07,13.6,1
13439,5.1459,5.9091,0,0.144146098113201,0.00048757,13.6,1
30704,7.0757,6,0,0.530616597921632,0.00042554,13.6,1
8639,7.1676,6,0,0.190739398365313,0.00042265,13.6,1
30599,7.1676,6,0.05,0.153350349084743,8.6098e-06,13.6,1
30596,7.0757,6,0.1,0.125293654628312,0.00042555,13.6,1
8628,9.1892,6,0,0.68386267709143,0.00036021,13.6,1
30621,9.1892,6,0.05,0.144384532002353,1.0734e-05,13.6,1
30692,9.2811,6,0,0.0910692590947859,0.00035733,13.6,1
11305,9.1892,5.9091,0,0.080683531811431,0.00036037,13.6,1
30682,11.119,6,0,0.601804773786976,0.00028882,13.6,1
8618,11.027,6,0,0.156634119204829,0.00029339,13.6,1
30641,11.027,6,0.05,0.12922783927359,7.5121e-06,13.6,1
30640,11.119,6,0.1,0.112333267734605,0.00028882,13.6,1
8924,15.229,6,0,0.441311226410003,0.00014756,13.6,1
30032,15.229,6,0.05,0.221413825509297,9.0256e-06,13.6,1
30990,15.137,6,0,0.203143262950639,0.00014341,13.6,1
16949,15.229,5.9091,0,0.134131685130061,0.00014924,13.6,1
8914,17.056,6,0,0.329762180115568,0.00015043,13.6,1
30979,17.147,6,0,0.30871353032098,0.00014875,13.6,1
30052,17.056,6,0.05,0.217850094864754,7.8899e-06,13.6,1
17919,17.056,5.9091,0,0.143674194698698,0.00015064,13.6,1
30957,21.168,6,0,0.442297337864314,5.9768e-05,13.6,1
8891,21.259,6,0,0.239890081553522,5.7752e-05,13.6,1
30098,21.259,6,0.05,0.183011087838499,7.857e-06,13.6,1
30095,21.168,6,0.1,0.134801492743664,5.9768e-05,13.6,1
8651,5.1147,6,0,0.612234754523403,0.00048977,13.7,1
30575,5.1147,6,0.05,0.172688427910778,6.0066e-07,13.7,1
30716,5.0233,6,0,0.117338342783498,0.00049292,13.7,1
13536,5.1147,5.9091,0,0.0977384747823212,0.00048862,13.7,1
8640,7.124,6,0,0.489088003405474,0.00042403,13.7,1
30597,7.124,6,0.05,0.211643573856555,8.5243e-06,13.7,1
30705,7.0327,6,0,0.174414741184717,0.00042691,13.7,1
12469,7.124,5.9091,0,0.124853681553253,0.00042366,13.7,1
30693,9.2247,6,0,0.524545166997166,0.00035931,13.7,1
8629,9.1333,6,0,0.19424686094199,0.00036214,13.7,1
30619,9.1333,6,0.05,0.155425446880146,1.0811e-05,13.7,1
30618,9.2247,6,0.1,0.125782525180698,0.00035931,13.7,1
8618,11.143,6,0,0.338156990993403,0.00029002,13.7,1
30683,11.051,6,0,0.296750012504425,0.00029419,13.7,1
30641,11.143,6,0.05,0.220491637156434,7.473e-06,13.7,1
10335,11.143,5.9091,0,0.144601359345738,0.00029098,13.7,1
8925,15.156,6,0,0.331896784868895,0.00013802,13.7,1
30990,15.248,6,0,0.304238719463145,0.00014206,13.7,1
30030,15.156,6,0.05,0.219260274309366,9.1537e-06,13.7,1
16949,15.156,5.9091,0,0.144604221358594,0.00013995,13.7,1
30980,17.091,6,0,0.774621114143103,0.00014917,13.7,1
8914,17.183,6,0,0.0839950605697389,0.00014759,13.7,1
30052,17.183,6,0.05,0.0719485706344242,7.8699e-06,13.7,1
30049,17.091,6,0.1,0.069435254652734,0.00014917,13.7,1
8892,21.236,6,0,0.385300610052927,5.8254e-05,13.7,1
30958,21.144,6,0,0.247693249319744,6.0287e-05,13.7,1
30096,21.236,6,0.05,0.225132967324921,7.851e-06,13.7,1
20150,21.236,5.9091,0,0.141873173302408,5.885e-05,13.7,1
30716,5.06,6,0,0.369592931012293,0.00049165,13.8,1
8651,5.152,6,0,0.284302254624839,0.00048848,13.8,1
30575,5.152,6,0.05,0.204934465559731,8.098e-07,13.8,1
13536,5.152,5.9091,0,0.141170348803137,0.00048735,13.8,1
30705,7.084,6,0,0.647503122230181,0.0004253,13.8,1
8640,7.176,6,0,0.1363164467853,0.00042241,13.8,1
30597,7.176,6,0.05,0.113881088235237,8.6607e-06,13.8,1
30594,7.084,6,0.1,0.102299342749282,0.0004253,13.8,1
8629,9.2,6,0,1,0.00036025,13.8,1
30619,9.2,6,0.05,0,1.0892e-05,13.8,1
11402,9.2,5.9091,0,0,0.00036039,13.8,1
30694,9.108,6,0,0,0.00036308,13.8,1
30683,11.132,6,0,0.444874078872902,0.00029242,13.8,1
8619,11.04,6,0,0.237266175398879,0.00029656,13.8,1
30639,11.04,6,0.05,0.182272924870103,8.2925e-06,13.8,1
30638,11.132,6,0.1,0.135586820858115,0.00029242,13.8,1
8925,15.244,6,0,0.331896784868888,0.00013558,13.8,1
30991,15.152,6,0,0.30423871946315,0.00013029,13.8,1
30030,15.244,6,0.05,0.219260274309366,9.1039e-06,13.8,1
16949,15.244,5.9091,0,0.144604221358595,0.0001375,13.8,1
8915,17.068,6,0,0.414338313116433,0.00014889,13.8,1
30980,17.159,6,0,0.224725864741126,0.00014735,13.8,1
30050,17.068,6,0.05,0.223350599255236,7.7769e-06,13.8,1
17919,17.068,5.9091,0,0.137585222887205,0.00014914,13.8,1
30958,21.172,6,0,0.487355420093551,5.9669e-05,13.8,1
8892,21.264,6,0,0.213217996290919,5.7657e-05,13.8,1
30096,21.264,6,0.05,0.168020977993957,7.7904e-06,13.8,1
30093,21.172,6,0.1,0.131405605621573,5.9669e-05,13.8,1
8652,5.1211,6,0,0.522295290302558,0.00048954,13.9,1
30573,5.1211,6,0.05,0.203067504497538,6.4298e-07,13.9,1
30717,5.0296,6,0,0.156540207746937,0.00049269,13.9,1
13633,5.1211,5.9091,0,0.118096997452966,0.0004884,13.9,1
8641,7.1329,6,0,0.40792316952516,0.00042377,13.9,1
30706,7.0414,6,0,0.229021711218057,0.00042665,13.9,1
30595,7.1329,6,0.05,0.224226339483535,8.5743e-06,13.9,1
12566,7.1329,5.9091,0,0.138828779773248,0.0004234,13.9,1
30694,9.2362,6,0,0.403135071251162,0.0003593,13.9,1
8630,9.1447,6,0,0.263896737419398,0.0003621,13.9,1
30617,9.1447,6,0.05,0.19574756344135,1.095e-05,13.9,1
30616,9.2362,6,0.1,0.13722062788809,0.0003593,13.9,1
30684,11.065,6,0,0.415628982193242,0.000297,13.9,1
8619,11.157,6,0,0.255210778539709,0.00029318,13.9,1
30639,11.157,6,0.05,0.1918570284702,8.2563e-06,13.9,1
30636,11.065,6,0.1,0.137303210796848,0.000297,13.9,1
8926,15.17,6,0,0.432568527377845,0.00012399,13.9,1
30028,15.17,6,0.05,0.222554671267433,9.104e-06,13.9,1
30991,15.262,6,0,0.209307351957013,0.00012916,13.9,1
16949,15.17,5.9091,0,0.135569449397709,0.00012614,13.9,1
30981,17.102,6,0,0.940296071008382,0.00014753,13.9,1
8916,17.01,6,0,0.0208954682446192,0.00014893,13.9,1
8915,17.194,6,0,0.0200062993831465,0.00014613,13.9,1
30047,17.102,6,0.1,0.0188021613638525,0.00014753,13.9,1
8893,21.241,6,0,0.350980895022935,5.8166e-05,13.9,1
30959,21.149,6,0,0.282161111685116,6.0196e-05,13.9,1
30094,21.241,6,0.05,0.222549821384684,7.782e-06,13.9,1
20150,21.241,5.9091,0,0.144308171907265,5.8747e-05,13.9,1
30717,5.0658,6,0,0.423491084126548,0.00049144,14,1
8652,5.1579,6,0,0.250144992696505,0.00048828,14,1
30573,5.1579,6,0.05,0.189322837827632,8.5224e-07,14,1
30570,5.0658,6,0.1,0.137041085349315,0.00049144,14,1
30706,7.0921,6,0,0.797768286792265,0.00042507,14,1
8641,7.1842,6,0,0.0748499936538999,0.00042218,14,1
30595,7.1842,6,0.05,0.0643580248972516,8.7081e-06,14,1
8642,7,6,0,0.063023694656584,0.00042796,14,1
8630,9.2105,6,0,0.690158630039166,0.00036022,14,1
30617,9.2105,6,0.05,0.141839492864555,1.1027e-05,14,1
30695,9.1184,6,0,0.0888071766594549,0.00036302,14,1
11499,9.2105,5.9091,0,0.0791947004368249,0.00036035,14,1
30684,11.145,6,0,0.327551240906597,0.00029518,14,1
8620,11.053,6,0,0.313612890229728,0.00029898,14,1
30637,11.053,6,0.05,0.214796607396962,8.9525e-06,14,1
10529,11.053,5.9091,0,0.144039261466713,0.00029969,14,1
30992,15.168,6,0,0.442297337864314,0.00011515,14,1
8926,15.259,6,0,0.239890081553522,0.00012166,14,1
30028,15.259,6,0.05,0.183011087838499,9.0387e-06,14,1
30025,15.168,6,0.1,0.134801492743664,0.00011515,14,1
8916,17.08,6,0,0.535342481937051,0.00014702,14,1
30048,17.08,6,0.05,0.198821206447713,7.685e-06,14,1
30981,17.171,6,0,0.150800699137225,0.00014565,14,1
17919,17.08,5.9091,0,0.11503561247801,0.00014733,14,1
30959,21.177,6,0,0.547226272941242,5.9566e-05,14,1
8893,21.269,6,0,0.182408757647081,5.7558e-05,14,1
30094,21.269,6,0.05,0.147705462825908,7.7196e-06,14,1
30091,21.177,6,0.1,0.122659506585769,5.9566e-05,14,1
8653,5.1273,6,0,0.456322783706976,0.00048932,14.1,1
30571,5.1273,6,0.05,0.218679486008362,6.8484e-07,14.1,1
30718,5.0357,6,0,0.193742021698301,0.00049247,14.1,1
13730,5.1273,5.9091,0,0.131255708586361,0.00048818,14.1,1
8642,7.1416,6,0,0.34629428875629,0.00042352,14.1,1
30707,7.05,6,0,0.288116848245239,0.00042639,14.1,1
30593,7.1416,6,0.05,0.221482659748773,8.6211e-06,14.1,1
12663,7.1416,5.9091,0,0.144106203249699,0.00042314,14.1,1
8631,9.1558,6,0,0.329804711429282,0.000362,14.1,1
30695,9.2474,6,0,0.307539414455144,0.00035922,14.1,1
30615,9.1558,6,0.05,0.2184346697743,1.107e-05,14.1,1
11596,9.1558,5.9091,0,0.144221204341274,0.0003621,14.1,1
30685,11.079,6,0,0.571547036587575,0.00029913,14.1,1
8620,11.17,6,0,0.171464110976264,0.00029559,14.1,1
30637,11.17,6,0.05,0.139526086212092,8.9196e-06,14.1,1
30634,11.079,6,0.1,0.117462766224069,0.00029913,14.1,1
8927,15.185,6,0,0.607914667211714,0.00010786,14.1,1
30026,15.185,6,0.05,0.174682994228042,8.8169e-06,14.1,1
30992,15.277,6,0,0.118424935171104,0.00011424,14.1,1
16949,15.185,5.9091,0,0.0989774033891412,0.00011019,14.1,1
30982,17.113,6,0,0.698070744267833,0.00014553,14.1,1
8917,17.021,6,0,0.114872400955449,0.00014672,14.1,1
30046,17.021,6,0.05,0.0970649040454294,7.6526e-06,14.1,1
30045,17.113,6,0.1,0.0899919507312895,0.00014553,14.1,1
8894,21.245,6,0,0.325725225039961,5.8074e-05,14.1,1
30960,21.153,6,0,0.311864577165928,6.01e-05,14.1,1
30092,21.245,6,0.05,0.217898687751524,7.7088e-06,14.1,1
20150,21.245,5.9091,0,0.144511510042586,5.8639e-05,14.1,1
30718,5.0714,6,0,0.481190402428569,0.00049124,14.2,1
8653,5.1636,6,0,0.216384363356243,0.00048807,14.2,1
30571,5.1636,6,0.05,0.170109861638237,8.9361e-07,14.2,1
30568,5.0714,6,0.1,0.132315372576951,0.00049124,14.2,1
30707,7.1,6,0,1,0.00042483,14.2,1
8642,7.1922,6,0,0,0.00042194,14.2,1
8643,7.0078,6,0,0,0.00042772,14.2,1
30590,7.1,6,0.1,0,0.00042483,14.2,1
8631,9.2208,6,0,0.526741308597263,0.00036014,14.2,1
30615,9.2208,6,0.05,0.202316515417892,1.1143e-05,14.2,1
30696,9.1286,6,0,0.153448448442912,0.00036292,14.2,1
11596,9.2208,5.9091,0,0.117493727541934,0.00036025,14.2,1
8621,11.065,6,0,0.392646444603727,0.00030079,14.2,1
30685,11.157,6,0,0.241098694054919,0.00029726,14.2,1
30635,11.065,6,0.05,0.22516795062838,9.5083e-06,14.2,1
10626,11.065,5.9091,0,0.141086910712974,0.00030142,14.2,1
30993,15.185,6,0,0.660174723303549,9.7974e-05,14.2,1
8927,15.275,6,0,0.132034944660697,0.0001057,14.2,1
30026,15.275,6,0.05,0.109859714567815,8.736e-06,14.2,1
30023,15.185,6,0.1,0.0979306174679396,9.7974e-05,14.2,1
8917,17.093,6,0,0.769964276170398,0.00014474,14.2,1
30046,17.093,6,0.05,0.106753887259542,7.6176e-06,14.2,1
30982,17.184,6,0,0.06416368968088,0.00014359,14.2,1
17919,17.093,5.9091,0,0.0591181468891809,0.00014512,14.2,1
30960,21.183,6,0,0.629851135689451,5.9458e-05,14.2,1
8894,21.274,6,0,0.144695531171893,5.7454e-05,14.2,1
30092,21.274,6,0.05,0.119893120947977,7.6445e-06,14.2,1
30089,21.183,6,0.1,0.105560212190679,5.9458e-05,14.2,1
8654,5.1333,6,0,0.404943387480636,0.0004891,14.3,1
30719,5.0417,6,0,0.231296994907468,0.00049226,14.3,1
30569,5.1333,6,0.05,0.224466597049329,7.2611e-07,14.3,1
13827,5.1333,5.9091,0,0.139293020562566,0.00048796,14.3,1
30708,7.0583,6,0,0.353897346426365,0.00042614,14.3,1
8643,7.15,6,0,0.295150386919582,0.00042326,14.3,1
30591,7.15,6,0.05,0.208702840060671,8.6652e-06,14.3,1
12760,7.15,5.9091,0,0.142249426593382,0.00042288,14.3,1
8632,9.1667,6,0,0.404943387480649,0.00036186,14.3,1
30696,9.2583,6,0,0.23129699490746,0.0003591,14.3,1
30613,9.1667,6,0.05,0.224466597049327,1.1174e-05,14.3,1
11693,9.1667,5.9091,0,0.139293020562564,0.00036195,14.3,1
30686,11.092,6,0,0.794314258140849,0.00030073,14.3,1
8621,11.183,6,0,0.0765604104232058,0.0002974,14.3,1
30635,11.183,6,0.05,0.0655801907846839,9.4791e-06,14.3,1
8622,11,6,0,0.0635451406512612,0.00030406,14.3,1
8928,15.2,6,0,1,8.9661e-05,14.3,1
30024,15.2,6,0.05,0,8.1718e-06,14.3,1
16949,15.2,5.9091,0,0,9.2124e-05,14.3,1
30994,15.108,6,0,0,8.0572e-05,14.3,1
30983,17.125,6,0,0.522271713197449,0.0001431,14.3,1
8918,17.033,6,0,0.19487750492441,0.00014403,14.3,1
30044,17.033,6,0.05,0.156181285479008,7.6095e-06,14.3,1
30043,17.125,6,0.1,0.126669496399133,0.0001431,14.3,1
30961,21.158,6,0,0.352259964428066,6e-05,14.3,1
8895,21.25,6,0,0.295898370119558,5.7978e-05,14.3,1
30090,21.25,6,0.05,0.209231744053588,7.631e-06,14.3,1
20150,21.25,5.9091,0,0.142609921398788,5.8526e-05,14.3,1
30485,5.0769,6,0,0.546608284966501,0.00049104,14.4,1
8588,5.1692,6,0,0.182466060444015,0.00048787,14.4,1
30335,5.1692,6,0.05,0.147898898611923,9.3385e-07,14.4,1
30332,5.0769,6,0.1,0.123026755977561,0.00049104,14.4,1
30474,7.1077,6,0,0.802329051097058,0.00042459,14.4,1
8578,7.0154,6,0,0.0730252209627413,0.00042748,14.4,1
30355,7.0154,6,0.05,0.0628663910057218,8.3589e-06,14.4,1
8577,7.2,6,0,0.0617793369344788,0.0004217,14.4,1
8566,9.2308,6,0,0.426220582529697,0.00036001,14.4,1
30379,9.2308,6,0.05,0.223543066529537,1.1244e-05,14.4,1
30463,9.1385,6,0,0.213456812063665,0.00036277,14.4,1
11625,9.2308,5.9091,0,0.136779538877101,0.00036011,14.4,1
8556,11.077,6,0,0.500868019870043,0.00030214,14.4,1
30399,11.077,6,0.05,0.209315554487818,9.9752e-06,14.4,1
30452,11.169,6,0,0.166956006623344,0.00029882,14.4,1
10655,11.077,5.9091,0,0.122860419018795,0.00030269,14.4,1
30758,15.214,6,0,0.680623284463444,8.0064e-05,14.4,1
8861,15.122,6,0,0.122163153621655,7.1098e-05,14.4,1
29792,15.122,6,0.05,0.10284661058411,7.1015e-06,14.4,1
29791,15.214,6,0.1,0.0943669513307919,8.0064e-05,14.4,1
30748,17.064,6,0,0.406321061167609,0.00014222,14.4,1
8850,17.156,6,0,0.261206396464913,0.00014156,14.4,1
29814,17.156,6,0.05,0.194843688580765,7.5669e-06,14.4,1
29811,17.064,6,0.1,0.137628853786713,0.00014222,14.4,1
8828,21.225,6,0,0.479494637094043,5.8522e-05,14.4,1
29858,21.225,6,0.05,0.214436520677789,7.6161e-06,14.4,1
30726,21.133,6,0,0.178915909363464,6.0563e-05,14.4,1
19985,21.225,5.9091,0,0.127152932864705,5.9057e-05,14.4,1
8655,5.1392,6,0,0.36236549664208,0.00048889,14.5,1
30720,5.0475,6,0,0.270566237492757,0.00049205,14.5,1
30567,5.1392,6,0.05,0.223574823238517,7.6665e-07,14.5,1
13924,5.1392,5.9091,0,0.143493442626645,0.00048775,14.5,1
30709,7.0665,6,0,0.429211014844937,0.00042589,14.5,1
