Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Elastic Strain (m/m)
134	0.5802	9.1307e-002	2.54e-003	2.4349e-007
135	0.58079	6.096e-002	2.54e-003	2.479e-007
136	2.4972e-002	0.12275	2.54e-003	-1.2001e-005
137	0.58128	3.0399e-002	2.54e-003	1.0644e-007
138	0.55292	3.0227e-002	2.54e-003	-2.5446e-007
139	0.52461	3.008e-002	2.54e-003	-8.5426e-007
140	0.49633	2.9953e-002	2.54e-003	-1.7045e-006
141	0.46804	2.9836e-002	2.54e-003	-2.8364e-006
142	0.44007	2.8861e-002	2.54e-003	-4.1082e-006
143	0.41339	2.8513e-002	2.54e-003	-5.6152e-006
144	0.3854	3.044e-002	2.54e-003	-6.9949e-006
145	0.35999	3.689e-002	2.54e-003	-9.378e-006
146	0.33465	4.1173e-002	2.54e-003	-1.1456e-005
147	0.30549	3.9163e-002	2.54e-003	-1.3765e-005
148	0.2758	3.8629e-002	2.54e-003	-1.6361e-005
149	0.24543	3.865e-002	2.54e-003	-1.8558e-005
150	0.21325	3.885e-002	2.54e-003	-2.0063e-005
151	0.17606	3.8821e-002	2.54e-003	-2.3081e-005
152	0.15244	2.2893e-002	2.54e-003	-2.2189e-005
153	2.6907e-002	9.2875e-002	2.54e-003	-4.0528e-006
154	2.9935e-002	6.418e-002	2.54e-003	-3.0271e-006
155	5.2128e-002	9.6383e-002	2.54e-003	-1.5846e-005
156	5.7224e-002	1.9418e-002	2.54e-003	-3.6732e-005
157	0.13091	0.13881	2.54e-003	-1.7926e-005
158	0.12696	1.5282e-002	2.54e-003	-2.1533e-005
159	7.6105e-002	3.2847e-002	2.54e-003	-2.9964e-005
160	8.1225e-002	1.3432e-002	2.54e-003	-2.6406e-005
161	0.12565	0.12782	2.54e-003	-1.574e-005
162	0.13603	0.11748	2.54e-003	-2.5002e-005
163	9.4788e-002	0.11391	2.54e-003	-3.462e-005
164	8.8263e-002	0.13625	2.54e-003	-2.506e-005
165	6.3158e-002	7.0572e-002	2.54e-003	-1.806e-005
166	0.1309	3.3828e-002	2.54e-003	-2.866e-005
167	0.1442	5.2257e-002	2.54e-003	-2.2644e-005
168	7.4707e-002	9.842e-002	2.54e-003	-3.39e-005
169	9.4635e-002	6.7658e-002	2.54e-003	-4.959e-005
170	0.11155	8.2623e-002	2.54e-003	-5.3074e-005
171	0.10634	1.27e-002	2.54e-003	2.7571e-006
172	0.10634	2.54e-002	2.54e-003	-6.4142e-006
173	0.10634	3.81e-002	2.54e-003	-2.7048e-005
174	0.10634	5.08e-002	2.54e-003	-6.3828e-005
175	0.10211	5.08e-002	2.54e-003	-6.5073e-005
176	0.10211	3.81e-002	2.54e-003	-2.308e-005
177	0.10211	2.54e-002	2.54e-003	-1.7839e-005
178	0.10211	1.27e-002	2.54e-003	-4.6462e-007
179	0.10634	0.1397	2.54e-003	-3.5095e-007
180	0.10634	0.127	2.54e-003	-1.8459e-005
181	0.10634	0.1143	2.54e-003	-2.9284e-005
182	0.10634	0.1016	2.54e-003	-6.5268e-005
183	0.10211	0.1016	2.54e-003	-1.04e-004
184	0.10211	0.1143	2.54e-003	8.4574e-007
185	0.10211	0.127	2.54e-003	-1.3901e-005
186	0.10211	0.1397	2.54e-003	-9.6009e-006
187	0.10634	0.1524	2.54e-003	-2.719e-006
188	0.13594	0.1524	2.54e-003	-1.9052e-005
189	0.16555	0.1524	2.54e-003	-2.3232e-005
190	0.19515	0.1524	2.54e-003	-2.2208e-005
191	0.22476	0.1524	2.54e-003	-2.1539e-005
192	0.25436	0.1524	2.54e-003	-1.8956e-005
193	0.28396	0.1524	2.54e-003	-1.5841e-005
194	0.31357	0.1524	2.54e-003	-1.2991e-005
195	0.34317	0.1524	2.54e-003	-1.0161e-005
196	0.37277	0.1524	2.54e-003	-8.118e-006
197	0.40238	0.1524	2.54e-003	-6.4291e-006
198	0.43198	0.1524	2.54e-003	-4.5241e-006
199	0.46158	0.1524	2.54e-003	-3.0493e-006
200	0.49119	0.1524	2.54e-003	-1.8775e-006
201	0.52079	0.1524	2.54e-003	-9.5063e-007
202	0.55039	0.1524	2.54e-003	-2.8824e-007
203	0.58	0.1524	2.54e-003	7.5154e-008
204	0.6096	0.1524	2.54e-003	1.0856e-007
205	0.6096	0.12192	2.54e-003	2.1066e-007
206	0.6096	9.144e-002	2.54e-003	3.619e-007
207	0.6096	6.096e-002	2.54e-003	3.6749e-007
208	0.6096	3.048e-002	2.54e-003	2.1792e-007
209	2.6645e-016	3.048e-002	2.54e-003	9.9958e-007
210	5.3291e-016	6.096e-002	2.54e-003	5.9535e-007
211	7.9936e-016	9.144e-002	2.54e-003	7.7219e-007
212	1.0658e-015	0.12192	2.54e-003	5.5307e-007
213	1.e-015	0.1524	2.54e-003	4.323e-007
214	2.5527e-002	0.1524	2.54e-003	-2.823e-005
215	5.1054e-002	0.1524	2.54e-003	-3.7271e-005
216	7.6581e-002	0.1524	2.54e-003	-2.8623e-005
217	8.9345e-002	0.1524	2.54e-003	-1.0398e-005
218	0.10211	0.1524	2.54e-003	1.1686e-005
219	0.6096	0.	2.54e-003	1.007e-007
220	0.58164	0.	2.54e-003	9.4089e-008
221	0.55368	0.	2.54e-003	-2.2906e-007
222	0.52572	0.	2.54e-003	-8.0351e-007
223	0.49776	0.	2.54e-003	-1.6066e-006
224	0.46981	0.	2.54e-003	-2.6303e-006
225	0.44185	0.	2.54e-003	-4.1801e-006
226	0.41389	0.	2.54e-003	-5.4824e-006
227	0.38593	0.	2.54e-003	-7.3365e-006
228	0.35797	0.	2.54e-003	-9.1603e-006
229	0.33001	0.	2.54e-003	-1.1438e-005
230	0.30205	0.	2.54e-003	-1.4269e-005
231	0.27409	0.	2.54e-003	-1.693e-005
232	0.24614	0.	2.54e-003	-1.9754e-005
233	0.21818	0.	2.54e-003	-2.0949e-005
234	0.19022	0.	2.54e-003	-2.4109e-005
235	0.16226	0.	2.54e-003	-2.4609e-005
236	0.1343	0.	2.54e-003	-1.7678e-005
237	0.10634	0.	2.54e-003	-3.3796e-006
238	0.10211	0.	2.54e-003	-4.5122e-007
239	7.6581e-002	3.9289e-032	2.54e-003	-2.5235e-005
240	5.1054e-002	2.6193e-032	2.54e-003	-3.5619e-005
241	2.5527e-002	1.3096e-032	2.54e-003	-4.3926e-005
242	0.	0.	2.54e-003	2.7502e-006
243	2.5527e-002	1.3096e-032	0.	4.3926e-005
244	5.1054e-002	2.6193e-032	0.	3.5619e-005
245	7.6581e-002	3.9289e-032	0.	2.5235e-005
246	0.10211	0.	0.	4.5122e-007
247	0.	0.	0.	-2.7502e-006
248	0.1343	0.	0.	1.7678e-005
249	0.16226	0.	0.	2.4609e-005
250	0.19022	0.	0.	2.4109e-005
251	0.21818	0.	0.	2.0949e-005
252	0.24614	0.	0.	1.9754e-005
253	0.27409	0.	0.	1.693e-005
254	0.30205	0.	0.	1.4269e-005
255	0.33001	0.	0.	1.1438e-005
256	0.35797	0.	0.	9.1603e-006
257	0.38593	0.	0.	7.3365e-006
258	0.41389	0.	0.	5.4824e-006
259	0.44185	0.	0.	4.1801e-006
260	0.46981	0.	0.	2.6303e-006
261	0.49776	0.	0.	1.6066e-006
262	0.52572	0.	0.	8.0351e-007
263	0.55368	0.	0.	2.2906e-007
264	0.58164	0.	0.	-9.409e-008
265	0.10634	0.	0.	3.3796e-006
266	0.6096	0.	0.	-1.007e-007
267	8.9345e-002	0.1524	0.	1.0398e-005
268	7.6581e-002	0.1524	0.	2.8623e-005
269	5.1054e-002	0.1524	0.	3.7271e-005
270	2.5527e-002	0.1524	0.	2.823e-005
271	0.10211	0.1524	0.	-1.1686e-005
272	1.e-015	0.1524	0.	-4.323e-007
273	1.0658e-015	0.12192	0.	-5.5307e-007
274	7.9936e-016	9.144e-002	0.	-7.7219e-007
275	5.3291e-016	6.096e-002	0.	-5.9535e-007
276	2.6645e-016	3.048e-002	0.	-9.9958e-007
277	0.6096	3.048e-002	0.	-2.1792e-007
278	0.6096	6.096e-002	0.	-3.6749e-007
279	0.6096	9.144e-002	0.	-3.619e-007
280	0.6096	0.12192	0.	-2.1066e-007
281	0.6096	0.1524	0.	-1.0856e-007
282	0.58	0.1524	0.	-7.5154e-008
283	0.55039	0.1524	0.	2.8824e-007
284	0.52079	0.1524	0.	9.5062e-007
285	0.49119	0.1524	0.	1.8775e-006
286	0.46158	0.1524	0.	3.0493e-006
287	0.43198	0.1524	0.	4.5241e-006
288	0.40238	0.1524	0.	6.4291e-006
289	0.37277	0.1524	0.	8.118e-006
290	0.34317	0.1524	0.	1.0161e-005
291	0.31357	0.1524	0.	1.2991e-005
292	0.28396	0.1524	0.	1.5841e-005
293	0.25436	0.1524	0.	1.8956e-005
294	0.22476	0.1524	0.	2.1539e-005
295	0.19515	0.1524	0.	2.2208e-005
296	0.16555	0.1524	0.	2.3232e-005
297	0.13594	0.1524	0.	1.9052e-005
298	0.10634	0.1524	0.	2.719e-006
299	0.10211	0.1143	0.	-8.4574e-007
300	0.10211	0.127	0.	1.3901e-005
301	0.10211	0.1397	0.	9.6009e-006
302	0.10211	0.1016	0.	1.04e-004
303	0.10634	0.1397	0.	3.5095e-007
304	0.10634	0.127	0.	1.8459e-005
305	0.10634	0.1143	0.	2.9284e-005
306	0.10634	0.1016	0.	6.5268e-005
307	0.10211	3.81e-002	0.	2.308e-005
308	0.10211	2.54e-002	0.	1.7839e-005
309	0.10211	1.27e-002	0.	4.6462e-007
310	0.10211	5.08e-002	0.	6.5073e-005
311	0.10634	1.27e-002	0.	-2.7571e-006
312	0.10634	2.54e-002	0.	6.4142e-006
313	0.10634	3.81e-002	0.	2.7048e-005
314	0.10634	5.08e-002	0.	6.3828e-005
315	0.10309	7.5141e-002	0.	5.2542e-005
316	0.10136	8.484e-002	0.	6.3013e-005
317	0.12728	7.9496e-002	0.	4.9107e-005
318	0.11155	8.2623e-002	1.27e-003	-9.5387e-021
319	0.10895	9.2112e-002	0.	5.9562e-005
320	7.8897e-002	6.9115e-002	0.	5.2727e-005
321	0.10144	6.472e-002	0.	5.7593e-005
322	9.4635e-002	6.7658e-002	1.27e-003	1.1765e-012
323	9.8372e-002	5.9229e-002	0.	5.8768e-005
324	6.3417e-002	9.7401e-002	0.	2.443e-005
325	7.25e-002	0.11196	0.	3.4857e-005
326	8.087e-002	0.10195	0.	3.8554e-005
327	8.2935e-002	9.2738e-002	0.	4.5879e-005
328	7.4707e-002	9.842e-002	1.27e-003	-1.9208e-014
329	0.13755	4.3042e-002	0.	2.6665e-005
330	0.16013	4.5539e-002	0.	2.2995e-005
331	0.14361	6.4313e-002	0.	1.6947e-005
332	0.1442	5.2257e-002	1.27e-003	-3.9251e-014
333	0.12527	5.1529e-002	0.	5.0336e-005
334	0.14167	2.836e-002	0.	2.7716e-005
335	0.12677	2.9311e-002	0.	2.3042e-005
336	0.1309	3.3828e-002	1.27e-003	2.0557e-013
337	0.11862	3.5964e-002	0.	3.2216e-005
338	5.7643e-002	8.3477e-002	0.	1.6809e-005
339	4.6546e-002	6.7376e-002	0.	1.0626e-005
340	6.4393e-002	5.9544e-002	0.	2.0707e-005
341	7.716e-002	7.8814e-002	0.	3.6252e-005
342	6.3158e-002	7.0572e-002	1.27e-003	1.1406e-013
343	7.9278e-002	0.13088	0.	3.1528e-005
344	8.9727e-002	0.12946	0.	2.5432e-005
345	8.8263e-002	0.13625	1.27e-003	-1.0919e-021
346	8.8804e-002	0.14432	0.	1.7822e-005
347	9.5185e-002	0.13797	0.	1.7403e-005
348	9.2989e-002	0.1183	0.	3.0895e-005
349	9.091e-002	0.1097	0.	3.7515e-005
350	9.4788e-002	0.11391	1.27e-003	-5.3241e-021
351	9.8448e-002	0.11411	0.	2.0233e-005
352	0.13084	0.12265	0.	2.3582e-005
353	0.14702	0.12443	0.	2.7789e-005
354	0.13995	0.10916	0.	2.442e-005
355	0.13603	0.11748	1.27e-003	1.0203e-012
356	0.12118	0.11589	0.	3.0704e-005
357	0.12828	0.13331	0.	1.6772e-005
358	0.12565	0.12782	1.27e-003	-3.062e-022
359	0.116	0.12741	0.	1.6052e-005
360	6.9225e-002	1.6425e-002	0.	3.3253e-005
361	8.3462e-002	1.8651e-002	0.	2.3828e-005
362	8.1225e-002	1.3432e-002	1.27e-003	-1.3062e-021
363	7.8903e-002	6.7162e-003	0.	2.7786e-005
364	9.1667e-002	1.3066e-002	0.	1.9327e-005
365	6.6664e-002	2.6132e-002	0.	3.424e-005
366	8.0902e-002	2.8358e-002	0.	3.056e-005
367	7.0866e-002	4.0681e-002	0.	2.7404e-005
368	7.6105e-002	3.2847e-002	1.27e-003	-3.15e-021
369	8.9106e-002	3.5474e-002	0.	3.599e-005
370	0.1397	1.9088e-002	0.	2.4811e-005
371	0.1248	2.0039e-002	0.	1.682e-005
372	0.12696	1.5282e-002	1.27e-003	-1.2523e-021
373	0.13063	7.641e-003	0.	2.0497e-005
374	0.11665	1.3991e-002	0.	1.5386e-005
375	0.14446	0.13509	0.	2.2836e-005
376	0.13091	0.13881	1.27e-003	-2.2458e-013
377	0.13343	0.1456	0.	1.9253e-005
378	0.11863	0.13925	0.	1.3953e-005
379	4.5318e-002	2.657e-002	0.	2.5956e-005
380	5.7224e-002	1.9418e-002	1.27e-003	-8.1752e-022
381	5.4139e-002	9.7088e-003	0.	3.7569e-005
382	3.9517e-002	9.4629e-002	0.	9.8736e-006
383	5.0701e-002	0.11039	0.	2.177e-005
384	5.2128e-002	9.6383e-002	1.27e-003	-3.6745e-013
385	2.8421e-002	7.8527e-002	0.	3.4754e-006
386	3.1673e-002	4.8951e-002	0.	8.7142e-006
387	2.9935e-002	6.418e-002	1.27e-003	-1.8274e-013
388	1.4967e-002	6.257e-002	0.	1.2889e-006
389	2.5939e-002	0.10781	0.	7.675e-006
390	2.6907e-002	9.2875e-002	1.27e-003	-1.0163e-013
391	1.3454e-002	9.2157e-002	0.	1.7134e-006
392	0.16425	3.0857e-002	0.	2.2689e-005
393	0.15244	2.2893e-002	1.27e-003	-5.1782e-014
394	0.15735	1.1447e-002	0.	2.5205e-005
395	0.19465	3.8835e-002	0.	2.1624e-005
396	0.1784	5.7715e-002	0.	2.1328e-005
397	0.17606	3.8821e-002	1.27e-003	-6.5197e-014
398	0.18314	1.941e-002	0.	2.6502e-005
399	0.22934	3.875e-002	0.	1.9316e-005
400	0.21332	5.7562e-002	0.	1.9581e-005
401	0.21325	3.885e-002	1.27e-003	7.4772e-014
402	0.21571	1.9425e-002	0.	2.0507e-005
403	0.26061	3.8639e-002	0.	1.7458e-005
404	0.24574	5.7554e-002	0.	1.803e-005
405	0.24543	3.865e-002	1.27e-003	-1.98e-014
406	0.24578	1.9325e-002	0.	1.9133e-005
407	0.29064	3.8896e-002	0.	1.5168e-005
408	0.27658	5.7479e-002	0.	1.5968e-005
409	0.2758	3.8629e-002	1.27e-003	4.1002e-015
410	0.27495	1.9314e-002	0.	1.6661e-005
411	0.32007	4.0168e-002	0.	1.2615e-005
412	0.30667	5.8286e-002	0.	1.365e-005
413	0.30549	3.9163e-002	1.27e-003	9.3192e-014
414	0.30377	1.9582e-002	0.	1.4048e-005
415	0.34732	3.9031e-002	0.	1.0422e-005
416	0.33654	5.9498e-002	0.	1.1223e-005
417	0.33465	4.1173e-002	1.27e-003	6.841e-015
418	0.33233	2.0587e-002	0.	1.1448e-005
419	0.3727	3.3665e-002	0.	8.1871e-006
420	0.36552	5.7125e-002	0.	8.7946e-006
421	0.35999	3.689e-002	1.27e-003	3.2381e-014
422	0.35898	1.8445e-002	0.	9.3292e-006
423	0.39939	2.9476e-002	0.	6.3066e-006
424	0.38728	4.2927e-002	0.	6.841e-006
425	0.3854	3.044e-002	1.27e-003	1.2162e-013
426	0.38567	1.522e-002	0.	7.1882e-006
427	0.42673	2.8687e-002	0.	4.8715e-006
428	0.41211	4.3633e-002	0.	5.761e-006
429	0.41339	2.8513e-002	1.27e-003	2.5869e-013
430	0.41364	1.4256e-002	0.	5.5498e-006
431	0.45405	2.9349e-002	0.	3.4724e-006
432	0.43894	4.4331e-002	0.	3.8849e-006
433	0.44007	2.8861e-002	1.27e-003	1.6834e-013
434	0.44096	1.443e-002	0.	4.1434e-006
435	0.48219	2.9895e-002	0.	2.2706e-006
436	0.467	4.4995e-002	0.	2.7687e-006
437	0.46804	2.9836e-002	1.27e-003	2.0798e-013
438	0.46892	1.4918e-002	0.	2.7337e-006
439	0.51047	3.0016e-002	0.	1.2794e-006
440	0.49544	4.5162e-002	0.	1.6636e-006
441	0.49633	2.9953e-002	1.27e-003	1.5583e-013
442	0.49705	1.4976e-002	0.	1.6565e-006
443	0.53877	3.0153e-002	0.	5.5434e-007
444	0.52395	4.5314e-002	0.	8.1098e-007
445	0.52461	3.008e-002	1.27e-003	1.9005e-013
446	0.52516	1.504e-002	0.	8.2929e-007
447	0.5671	3.0313e-002	0.	7.3878e-008
448	0.55246	4.538e-002	0.	1.9931e-007
449	0.55292	3.0227e-002	1.27e-003	2.1272e-013
450	0.5533	1.5113e-002	0.	2.4201e-007
451	0.58103	4.568e-002	0.	-1.7677e-007
452	0.58128	3.0399e-002	1.27e-003	2.0157e-013
453	0.58146	1.52e-002	0.	-9.9939e-008
454	0.59544	3.044e-002	0.	-1.6294e-007
455	3.7123e-002	0.12357	0.	2.0031e-005
456	2.4972e-002	0.12275	1.27e-003	4.4932e-013
457	2.5249e-002	0.13758	0.	1.9548e-005
458	1.2486e-002	0.12234	0.	5.1729e-006
459	0.5805	7.6134e-002	0.	-2.4532e-007
460	0.56639	6.0747e-002	0.	-5.2508e-008
461	0.58079	6.096e-002	1.27e-003	1.7189e-013
462	0.5952	6.096e-002	0.	-3.0865e-007
463	0.58006	0.10658	0.	-1.6681e-007
464	0.56561	9.1209e-002	0.	-4.2816e-008
465	0.5802	9.1307e-002	1.27e-003	1.7197e-013
466	0.5949	9.1374e-002	0.	-3.0381e-007
467	0.56511	0.12179	0.	1.0388e-007
468	0.57991	0.12185	1.27e-003	2.0943e-013
469	0.59475	0.12188	0.	-1.5183e-007
470	0.57995	0.13712	0.	-8.2844e-008
471	0.53572	0.1217	0.	6.2424e-007
472	0.55067	0.10642	0.	2.2903e-007
473	0.55031	0.12174	1.27e-003	1.7829e-013
474	0.55035	0.13707	0.	2.9368e-007
475	0.50646	0.1216	0.	1.4099e-006
476	0.52158	0.1064	0.	8.7358e-007
477	0.52112	0.12166	1.27e-003	1.9995e-013
478	0.52096	0.13703	0.	9.5034e-007
479	0.4771	0.12149	0.	2.4766e-006
480	0.4924	0.10629	0.	1.7727e-006
481	0.49181	0.12154	1.27e-003	1.7001e-013
482	0.4915	0.13697	0.	1.8745e-006
483	0.44755	0.12129	0.	3.9652e-006
484	0.46316	0.10618	0.	2.9446e-006
485	0.4624	0.12144	1.27e-003	5.6325e-014
486	0.46199	0.13692	0.	3.0669e-006
487	0.41723	0.1201	0.	5.473e-006
488	0.43372	0.10582	0.	4.5157e-006
489	0.4327	0.12114	1.27e-003	5.7503e-014
490	0.43234	0.13677	0.	4.6859e-006
491	0.38649	0.11747	0.	7.0426e-006
492	0.40316	0.10401	0.	6.0449e-006
493	0.40175	0.11906	1.27e-003	1.1919e-013
494	0.40206	0.13573	0.	6.2731e-006
495	0.35615	0.11554	0.	9.3471e-006
496	0.37114	9.6621e-002	0.	8.0828e-006
497	0.37122	0.11588	1.27e-003	6.9745e-014
498	0.372	0.13414	0.	8.0725e-006
499	0.3259	0.11494	0.	1.2055e-005
500	0.33975	9.6514e-002	0.	1.0851e-005
501	0.34107	0.11521	1.27e-003	-8.1197e-023
502	0.34212	0.1338	0.	1.0434e-005
503	0.29553	0.11447	0.	1.4667e-005
504	0.30929	9.6046e-002	0.	1.3483e-005
505	0.31073	0.11468	1.27e-003	1.1291e-013
506	0.31215	0.13354	0.	1.3196e-005
507	0.26477	0.11421	0.	1.6727e-005
508	0.27885	9.5294e-002	0.	1.5664e-005
509	0.28033	0.11426	1.27e-003	-5.4398e-015
510	0.28215	0.13333	0.	1.6053e-005
511	0.23325	0.1141	0.	1.8601e-005
512	0.24763	9.5306e-002	0.	1.7612e-005
513	0.24921	0.11415	1.27e-003	-1.1825e-022
514	0.25178	0.13328	0.	1.839e-005
515	0.19949	0.11393	0.	2.0088e-005
516	0.21535	9.5161e-002	0.	1.9285e-005
517	0.2173	0.11405	1.27e-003	4.6271e-014
518	0.22103	0.13322	0.	2.0497e-005
519	0.16985	0.12259	0.	2.4488e-005
520	0.18122	9.5206e-002	0.	1.9979e-005
