Node Number	X Location (m)	Y Location (m)	Z Location (m)	Maximum Principal Stress (Pa)
50	0.2173	0.11405	0.	37093
51	0.18168	0.1138	0.	-11414
52	0.15802	0.13138	0.	2.0782e+005
53	0.18075	7.6608e-002	0.	-1.6561e+005
54	0.38916	5.5415e-002	0.	1.6193e+005
55	0.41083	5.8754e-002	0.	68115
56	0.43782	5.9802e-002	0.	84142
57	0.46596	6.0154e-002	0.	84563
58	0.49456	6.037e-002	0.	75687
59	0.52329	6.0547e-002	0.	75111
60	0.55199	6.0534e-002	0.	74837
61	0.55102	9.1111e-002	0.	74737
62	0.52204	9.1146e-002	0.	74613
63	0.493	9.1044e-002	0.	74820
64	0.46392	9.0908e-002	0.	75249
65	0.43473	9.0508e-002	0.	67647
66	0.40457	8.8948e-002	0.	85893
67	0.37106	7.736e-002	0.	47385
68	0.33843	7.7823e-002	0.	38733
69	0.30785	7.7409e-002	0.	-7078.6
70	0.27737	7.6329e-002	0.	5701.8
71	0.24605	7.6458e-002	0.	-20528
72	0.21339	7.6273e-002	0.	48551
73	0.14387	0.10084	0.	-2.2591e+005
74	8.5699e-002	2.387e-002	0.	1.0024e+006
75	6.5628e-002	4.8516e-002	0.	-5.8552e+005
76	3.3412e-002	3.3722e-002	0.	1.648e+006
77	7.0293e-002	0.12551	0.	3.151e+005
78	4.9275e-002	0.1244	0.	-3.5076e+005
79	9.119e-002	0.12268	0.	1.2879e+006
80	8.7033e-002	0.10549	0.	-7.9499e+005
81	0.12263	2.4795e-002	0.	1.0779e+006
82	0.10824	6.1782e-002	0.	5.1459e+006
83	9.1163e-002	8.7056e-002	0.	8.2437e+005
84	0.14302	7.637e-002	0.	-5.5797e+005
85	8.472e-002	0.11667	0.	2.2765e+006
86	8.472e-002	0.11667	2.54e-003	8.2147e+006
87	0.14302	7.637e-002	2.54e-003	9.5977e+006
88	9.1163e-002	8.7056e-002	2.54e-003	1.2786e+007
89	0.10824	6.1782e-002	2.54e-003	1.1174e+007
90	0.12263	2.4795e-002	2.54e-003	3.8063e+006
91	8.7033e-002	0.10549	2.54e-003	1.3035e+007
92	9.119e-002	0.12268	2.54e-003	6.7036e+006
93	4.9275e-002	0.1244	2.54e-003	9.5584e+006
94	7.0293e-002	0.12551	2.54e-003	7.7104e+006
95	3.3412e-002	3.3722e-002	2.54e-003	9.2159e+006
96	6.5628e-002	4.8516e-002	2.54e-003	1.0828e+007
97	8.5699e-002	2.387e-002	2.54e-003	5.5904e+006
98	0.14387	0.10084	2.54e-003	7.7377e+006
99	0.21339	7.6273e-002	2.54e-003	4.9388e+006
100	0.24605	7.6458e-002	2.54e-003	4.149e+006
101	0.27737	7.6329e-002	2.54e-003	3.4532e+006
102	0.30785	7.7409e-002	2.54e-003	2.8652e+006
103	0.33843	7.7823e-002	2.54e-003	2.3194e+006
104	0.37106	7.736e-002	2.54e-003	1.7395e+006
105	0.40457	8.8948e-002	2.54e-003	1.3476e+006
106	0.43473	9.0508e-002	2.54e-003	9.845e+005
107	0.46392	9.0908e-002	2.54e-003	6.8927e+005
108	0.493	9.1044e-002	2.54e-003	4.5296e+005
109	0.52204	9.1146e-002	2.54e-003	2.6751e+005
110	0.55102	9.1111e-002	2.54e-003	1.3341e+005
111	0.55199	6.0534e-002	2.54e-003	1.2969e+005
112	0.52329	6.0547e-002	2.54e-003	2.6043e+005
113	0.49456	6.037e-002	2.54e-003	4.4274e+005
114	0.46596	6.0154e-002	2.54e-003	6.6711e+005
115	0.43782	5.9802e-002	2.54e-003	9.3327e+005
116	0.41083	5.8754e-002	2.54e-003	1.2393e+006
117	0.38916	5.5415e-002	2.54e-003	1.4864e+006
118	0.18075	7.6608e-002	2.54e-003	5.9773e+006
119	0.15802	0.13138	2.54e-003	5.8078e+006
120	0.18168	0.1138	2.54e-003	5.6753e+006
121	0.2173	0.11405	2.54e-003	4.8504e+006
122	0.24921	0.11415	2.54e-003	4.0919e+006
123	0.28033	0.11426	2.54e-003	3.4091e+006
124	0.31073	0.11468	2.54e-003	2.8167e+006
125	0.34107	0.11521	2.54e-003	2.2698e+006
126	0.37122	0.11588	2.54e-003	1.7923e+006
127	0.40175	0.11906	2.54e-003	1.3792e+006
128	0.4327	0.12114	2.54e-003	1.0245e+006
129	0.4624	0.12144	2.54e-003	7.1018e+005
130	0.49181	0.12154	2.54e-003	4.6068e+005
131	0.52112	0.12166	2.54e-003	2.7132e+005
132	0.55031	0.12174	2.54e-003	1.3383e+005
133	0.57991	0.12185	2.54e-003	47847
134	0.5802	9.1307e-002	2.54e-003	50357
135	0.58079	6.096e-002	2.54e-003	48674
136	2.4972e-002	0.12275	2.54e-003	9.169e+006
137	0.58128	3.0399e-002	2.54e-003	43781
138	0.55292	3.0227e-002	2.54e-003	1.2334e+005
139	0.52461	3.008e-002	2.54e-003	2.5087e+005
140	0.49633	2.9953e-002	2.54e-003	4.2715e+005
141	0.46804	2.9836e-002	2.54e-003	6.5083e+005
142	0.44007	2.8861e-002	2.54e-003	9.2394e+005
143	0.41339	2.8513e-002	2.54e-003	1.2327e+006
144	0.3854	3.044e-002	2.54e-003	1.5661e+006
145	0.35999	3.689e-002	2.54e-003	2.0213e+006
146	0.33465	4.1173e-002	2.54e-003	2.4064e+006
147	0.30549	3.9163e-002	2.54e-003	2.9131e+006
148	0.2758	3.8629e-002	2.54e-003	3.4964e+006
149	0.24543	3.865e-002	2.54e-003	4.1664e+006
150	0.21325	3.885e-002	2.54e-003	4.9887e+006
151	0.17606	3.8821e-002	2.54e-003	5.8916e+006
152	0.15244	2.2893e-002	2.54e-003	5.7452e+006
153	2.6907e-002	9.2875e-002	2.54e-003	9.9888e+006
154	2.9935e-002	6.418e-002	2.54e-003	9.979e+006
155	5.2128e-002	9.6383e-002	2.54e-003	1.044e+007
156	5.7224e-002	1.9418e-002	2.54e-003	8.9107e+006
157	0.13091	0.13881	2.54e-003	4.4694e+006
158	0.12696	1.5282e-002	2.54e-003	4.7536e+006
159	7.6105e-002	3.2847e-002	2.54e-003	8.9299e+006
160	8.1225e-002	1.3432e-002	2.54e-003	6.1644e+006
161	0.12565	0.12782	2.54e-003	4.393e+006
162	0.13603	0.11748	2.54e-003	6.4632e+006
163	9.4788e-002	0.11391	2.54e-003	1.1303e+007
164	8.8263e-002	0.13625	2.54e-003	5.7755e+006
165	6.3158e-002	7.0572e-002	2.54e-003	1.1911e+007
166	0.1309	3.3828e-002	2.54e-003	6.9218e+006
167	0.1442	5.2257e-002	2.54e-003	7.7611e+006
168	7.4707e-002	9.842e-002	2.54e-003	1.1219e+007
169	9.4635e-002	6.7658e-002	2.54e-003	1.1874e+007
170	0.11155	8.2623e-002	2.54e-003	1.2063e+007
171	0.10634	1.27e-002	2.54e-003	2.66e+006
172	0.10634	2.54e-002	2.54e-003	6.4967e+006
173	0.10634	3.81e-002	2.54e-003	9.1902e+006
174	0.10634	5.08e-002	2.54e-003	2.933e+007
175	0.10211	5.08e-002	2.54e-003	2.6119e+007
176	0.10211	3.81e-002	2.54e-003	9.9678e+006
177	0.10211	2.54e-002	2.54e-003	8.8312e+006
178	0.10211	1.27e-002	2.54e-003	4.263e+006
179	0.10634	0.1397	2.54e-003	3.6129e+006
180	0.10634	0.127	2.54e-003	7.5927e+006
181	0.10634	0.1143	2.54e-003	8.6054e+006
182	0.10634	0.1016	2.54e-003	2.4327e+007
183	0.10211	0.1016	2.54e-003	2.593e+007
184	0.10211	0.1143	2.54e-003	1.0807e+007
185	0.10211	0.127	2.54e-003	5.0046e+006
186	0.10211	0.1397	2.54e-003	3.7774e+006
187	0.10634	0.1524	2.54e-003	3.2684e+006
188	0.13594	0.1524	2.54e-003	4.3069e+006
189	0.16555	0.1524	2.54e-003	5.2824e+006
190	0.19515	0.1524	2.54e-003	5.1814e+006
191	0.22476	0.1524	2.54e-003	4.6315e+006
192	0.25436	0.1524	2.54e-003	4.0077e+006
193	0.28396	0.1524	2.54e-003	3.3624e+006
194	0.31357	0.1524	2.54e-003	2.7685e+006
195	0.34317	0.1524	2.54e-003	2.2211e+006
196	0.37277	0.1524	2.54e-003	1.7504e+006
197	0.40238	0.1524	2.54e-003	1.3785e+006
198	0.43198	0.1524	2.54e-003	1.0218e+006
199	0.46158	0.1524	2.54e-003	7.1102e+005
200	0.49119	0.1524	2.54e-003	4.5892e+005
201	0.52079	0.1524	2.54e-003	2.627e+005
202	0.55039	0.1524	2.54e-003	1.2e+005
203	0.58	0.1524	2.54e-003	31509
204	0.6096	0.1524	2.54e-003	-1504.5
205	0.6096	0.12192	2.54e-003	16212
206	0.6096	9.144e-002	2.54e-003	22066
207	0.6096	6.096e-002	2.54e-003	21354
208	0.6096	3.048e-002	2.54e-003	14661
209	2.6645e-016	3.048e-002	2.54e-003	1.393e+007
210	5.3291e-016	6.096e-002	2.54e-003	1.4486e+007
211	7.9936e-016	9.144e-002	2.54e-003	1.4229e+007
212	1.0658e-015	0.12192	2.54e-003	1.3473e+007
213	1.e-015	0.1524	2.54e-003	9.1179e+006
214	2.5527e-002	0.1524	2.54e-003	9.032e+006
215	5.1054e-002	0.1524	2.54e-003	9.172e+006
216	7.6581e-002	0.1524	2.54e-003	6.5773e+006
217	8.9345e-002	0.1524	2.54e-003	3.9076e+006
218	0.10211	0.1524	2.54e-003	1.8028e+006
219	0.6096	0.	2.54e-003	-2567.3
220	0.58164	0.	2.54e-003	26121
221	0.55368	0.	2.54e-003	1.0581e+005
222	0.52572	0.	2.54e-003	2.3209e+005
223	0.49776	0.	2.54e-003	4.0488e+005
224	0.46981	0.	2.54e-003	6.2637e+005
225	0.44185	0.	2.54e-003	9.021e+005
226	0.41389	0.	2.54e-003	1.2163e+006
227	0.38593	0.	2.54e-003	1.6084e+006
228	0.35797	0.	2.54e-003	2.008e+006
229	0.33001	0.	2.54e-003	2.4832e+006
230	0.30205	0.	2.54e-003	3.0089e+006
231	0.27409	0.	2.54e-003	3.5915e+006
232	0.24614	0.	2.54e-003	4.2384e+006
233	0.21818	0.	2.54e-003	4.7975e+006
234	0.19022	0.	2.54e-003	5.2939e+006
235	0.16226	0.	2.54e-003	5.3202e+006
236	0.1343	0.	2.54e-003	4.4532e+006
237	0.10634	0.	2.54e-003	3.3031e+006
238	0.10211	0.	2.54e-003	4.1727e+006
239	7.6581e-002	3.9289e-032	2.54e-003	6.1726e+006
240	5.1054e-002	2.6193e-032	2.54e-003	9.0909e+006
241	2.5527e-002	1.3096e-032	2.54e-003	8.7382e+006
242	0.	0.	2.54e-003	9.6006e+006
243	2.5527e-002	1.3096e-032	0.	1.6299e+006
244	5.1054e-002	2.6193e-032	0.	4.6039e+005
245	7.6581e-002	3.9289e-032	0.	-1.2522e+005
246	0.10211	0.	0.	-4.8481e+005
247	0.	0.	0.	-4.4285e+006
248	0.1343	0.	0.	-2.2262e+005
249	0.16226	0.	0.	2.3345e+005
250	0.19022	0.	0.	3.8652e+005
251	0.21818	0.	0.	2010.8
252	0.24614	0.	0.	-18390
253	0.27409	0.	0.	-14419
254	0.30205	0.	0.	-7143.1
255	0.33001	0.	0.	6013.1
256	0.35797	0.	0.	58303
257	0.38593	0.	0.	96963
258	0.41389	0.	0.	57215
259	0.44185	0.	0.	71438
260	0.46981	0.	0.	76155
261	0.49776	0.	0.	78602
262	0.52572	0.	0.	74245
263	0.55368	0.	0.	66133
264	0.58164	0.	0.	53147
265	0.10634	0.	0.	-2.0142e+005
266	0.6096	0.	0.	36124
267	8.9345e-002	0.1524	0.	41043
268	7.6581e-002	0.1524	0.	5.6512e+005
269	5.1054e-002	0.1524	0.	-2.4863e+005
270	2.5527e-002	0.1524	0.	1.2872e+006
271	0.10211	0.1524	0.	60022
272	1.e-015	0.1524	0.	-3.7841e+006
273	1.0658e-015	0.12192	0.	-6.6377e+006
274	7.9936e-016	9.144e-002	0.	-7.0127e+006
275	5.3291e-016	6.096e-002	0.	-7.1349e+006
276	2.6645e-016	3.048e-002	0.	-6.8777e+006
277	0.6096	3.048e-002	0.	47765
278	0.6096	6.096e-002	0.	70494
279	0.6096	9.144e-002	0.	69848
280	0.6096	0.12192	0.	46576
281	0.6096	0.1524	0.	35166
282	0.58	0.1524	0.	53030
283	0.55039	0.1524	0.	65062
284	0.52079	0.1524	0.	69181
285	0.49119	0.1524	0.	68418
286	0.46158	0.1524	0.	62063
287	0.43198	0.1524	0.	55223
288	0.40238	0.1524	0.	85881
289	0.37277	0.1524	0.	81751
290	0.34317	0.1524	0.	82414
291	0.31357	0.1524	0.	68032
292	0.28396	0.1524	0.	35990
293	0.25436	0.1524	0.	-8871.2
294	0.22476	0.1524	0.	6841.2
295	0.19515	0.1524	0.	3.3557e+005
296	0.16555	0.1524	0.	3.6556e+005
297	0.13594	0.1524	0.	-33796
298	0.10634	0.1524	0.	-3.5362e+005
299	0.10211	0.1143	0.	1.0375e+007
300	0.10211	0.127	0.	9.9796e+005
301	0.10211	0.1397	0.	-44944
302	0.10211	0.1016	0.	2.269e+006
303	0.10634	0.1397	0.	-6.5196e+005
304	0.10634	0.127	0.	2.3965e+006
305	0.10634	0.1143	0.	2.6735e+006
306	0.10634	0.1016	0.	-2.5444e+006
307	0.10211	3.81e-002	0.	4.6302e+006
308	0.10211	2.54e-002	0.	3.4636e+006
309	0.10211	1.27e-002	0.	-8.4794e+005
310	0.10211	5.08e-002	0.	-1.5718e+006
311	0.10634	1.27e-002	0.	-6.4522e+005
312	0.10634	2.54e-002	0.	2.2569e+006
313	0.10634	3.81e-002	0.	4.1886e+006
314	0.10634	5.08e-002	0.	-2.5387e+006
315	0.10309	7.5141e-002	0.	3.5316e+006
316	0.10136	8.484e-002	0.	1.6192e+006
317	0.12728	7.9496e-002	0.	6.2878e+005
318	0.11155	8.2623e-002	1.27e-003	4.9547e+005
319	0.10895	9.2112e-002	0.	3.8958e+005
320	7.8897e-002	6.9115e-002	0.	4.1911e+005
321	0.10144	6.472e-002	0.	4.1407e+006
322	9.4635e-002	6.7658e-002	1.27e-003	4.0742e+005
323	9.8372e-002	5.9229e-002	0.	5.6629e+005
324	6.3417e-002	9.7401e-002	0.	-2.85e+005
325	7.25e-002	0.11196	0.	97240
326	8.087e-002	0.10195	0.	-6.7222e+005
327	8.2935e-002	9.2738e-002	0.	3.6916e+005
328	7.4707e-002	9.842e-002	1.27e-003	67275
329	0.13755	4.3042e-002	0.	4.5628e+005
330	0.16013	4.5539e-002	0.	-1.8552e+005
331	0.14361	6.4313e-002	0.	-4.7278e+005
332	0.1442	5.2257e-002	1.27e-003	3.1293e+005
333	0.12527	5.1529e-002	0.	-1.9333e+006
334	0.14167	2.836e-002	0.	5.3289e+005
335	0.12677	2.9311e-002	0.	9.6861e+005
336	0.1309	3.3828e-002	1.27e-003	6.4356e+005
337	0.11862	3.5964e-002	0.	1.7518e+006
338	5.7643e-002	8.3477e-002	0.	-5.7074e+005
339	4.6546e-002	6.7376e-002	0.	6.671e+005
340	6.4393e-002	5.9544e-002	0.	-6.4472e+005
341	7.716e-002	7.8814e-002	0.	96979
342	6.3158e-002	7.0572e-002	1.27e-003	1.8972e+005
343	7.9278e-002	0.13088	0.	3.7172e+005
344	8.9727e-002	0.12946	0.	9.6469e+005
345	8.8263e-002	0.13625	1.27e-003	2.6667e+005
346	8.8804e-002	0.14432	0.	2.3507e+005
347	9.5185e-002	0.13797	0.	1.9269e+005
348	9.2989e-002	0.1183	0.	2.6357e+006
349	9.091e-002	0.1097	0.	1.5378e+006
350	9.4788e-002	0.11391	1.27e-003	1.3003e+006
351	9.8448e-002	0.11411	0.	6.4103e+006
352	0.13084	0.12265	0.	6.2246e+005
353	0.14702	0.12443	0.	4.5348e+005
354	0.13995	0.10916	0.	3.4101e+005
355	0.13603	0.11748	1.27e-003	5.1802e+005
356	0.12118	0.11589	0.	1.2039e+006
357	0.12828	0.13331	0.	7.3842e+005
358	0.12565	0.12782	1.27e-003	74783
359	0.116	0.12741	0.	1.2572e+006
360	6.9225e-002	1.6425e-002	0.	1.9389e+005
361	8.3462e-002	1.8651e-002	0.	9.9323e+005
362	8.1225e-002	1.3432e-002	1.27e-003	3.1901e+005
363	7.8903e-002	6.7162e-003	0.	2.6956e+005
364	9.1667e-002	1.3066e-002	0.	-3.4895e+005
365	6.6664e-002	2.6132e-002	0.	3.5278e+005
366	8.0902e-002	2.8358e-002	0.	7.523e+005
367	7.0866e-002	4.0681e-002	0.	1.9879e+005
368	7.6105e-002	3.2847e-002	1.27e-003	7.6931e+005
369	8.9106e-002	3.5474e-002	0.	1.9617e+006
370	0.1397	1.9088e-002	0.	2.2763e+005
371	0.1248	2.0039e-002	0.	1.0262e+006
372	0.12696	1.5282e-002	1.27e-003	3.0586e+005
373	0.13063	7.641e-003	0.	2.907e+005
374	0.11665	1.3991e-002	0.	-1.9841e+005
375	0.14446	0.13509	0.	4.0412e+005
376	0.13091	0.13881	1.27e-003	2.644e+005
377	0.13343	0.1456	0.	3.1071e+005
378	0.11863	0.13925	0.	-2.7286e+005
379	4.5318e-002	2.657e-002	0.	6.7344e+005
380	5.7224e-002	1.9418e-002	1.27e-003	1.9966e+005
381	5.4139e-002	9.7088e-003	0.	14945
382	3.9517e-002	9.4629e-002	0.	7.8963e+005
383	5.0701e-002	0.11039	0.	-4.295e+005
384	5.2128e-002	9.6383e-002	1.27e-003	65216
385	2.8421e-002	7.8527e-002	0.	2.028e+006
386	3.1673e-002	4.8951e-002	0.	1.8057e+006
387	2.9935e-002	6.418e-002	1.27e-003	1.026e+005
388	1.4967e-002	6.257e-002	0.	-2.5885e+006
389	2.5939e-002	0.10781	0.	1.9799e+006
390	2.6907e-002	9.2875e-002	1.27e-003	1.0277e+005
391	1.3454e-002	9.2157e-002	0.	-2.468e+006
392	0.16425	3.0857e-002	0.	-54359
393	0.15244	2.2893e-002	1.27e-003	94689
394	0.15735	1.1447e-002	0.	7916.9
395	0.19465	3.8835e-002	0.	-17496
396	0.1784	5.7715e-002	0.	-1.2251e+005
397	0.17606	3.8821e-002	1.27e-003	57168
398	0.18314	1.941e-002	0.	1365.5
399	0.22934	3.875e-002	0.	150.87
400	0.21332	5.7562e-002	0.	43157
401	0.21325	3.885e-002	1.27e-003	29875
402	0.21571	1.9425e-002	0.	20045
403	0.26061	3.8639e-002	0.	-19298
404	0.24574	5.7554e-002	0.	-29235
405	0.24543	3.865e-002	1.27e-003	21539
406	0.24578	1.9325e-002	0.	-27987
407	0.29064	3.8896e-002	0.	-4222.5
408	0.27658	5.7479e-002	0.	2347.3
409	0.2758	3.8629e-002	1.27e-003	25672
410	0.27495	1.9314e-002	0.	-10687
411	0.32007	4.0168e-002	0.	3052.
412	0.30667	5.8286e-002	0.	-5232.8
413	0.30549	3.9163e-002	1.27e-003	24595
414	0.30377	1.9582e-002	0.	-5952.1
415	0.34732	3.9031e-002	0.	16494
416	0.33654	5.9498e-002	0.	18587
417	0.33465	4.1173e-002	1.27e-003	17488
418	0.33233	2.0587e-002	0.	2579.5
419	0.3727	3.3665e-002	0.	35692
420	0.36552	5.7125e-002	0.	36642
421	0.35999	3.689e-002	1.27e-003	23748
422	0.35898	1.8445e-002	0.	38791
423	0.39939	2.9476e-002	0.	50175
424	0.38728	4.2927e-002	0.	1.0189e+005
425	0.3854	3.044e-002	1.27e-003	27280
426	0.38567	1.522e-002	0.	67437
427	0.42673	2.8687e-002	0.	58619
428	0.41211	4.3633e-002	0.	59515
429	0.41339	2.8513e-002	1.27e-003	20394
430	0.41364	1.4256e-002	0.	55100
431	0.45405	2.9349e-002	0.	62739
432	0.43894	4.4331e-002	0.	70840
433	0.44007	2.8861e-002	1.27e-003	15997
434	0.44096	1.443e-002	0.	65368
435	0.48219	2.9895e-002	0.	63151
436	0.467	4.4995e-002	0.	72408
437	0.46804	2.9836e-002	1.27e-003	12612
438	0.46892	1.4918e-002	0.	68671
439	0.51047	3.0016e-002	0.	61729
440	0.49544	4.5162e-002	0.	67569
441	0.49633	2.9953e-002	1.27e-003	8970.1
442	0.49705	1.4976e-002	0.	68978
443	0.53877	3.0153e-002	0.	59553
444	0.52395	4.5314e-002	0.	66553
445	0.52461	3.008e-002	1.27e-003	6695.7
446	0.52516	1.504e-002	0.	65897
447	0.5671	3.0313e-002	0.	55960
448	0.55246	4.538e-002	0.	65200
449	0.55292	3.0227e-002	1.27e-003	4620.8
450	0.5533	1.5113e-002	0.	60441
451	0.58103	4.568e-002	0.	63423
452	0.58128	3.0399e-002	1.27e-003	3053.
453	0.58146	1.52e-002	0.	51862
454	0.59544	3.044e-002	0.	50479
455	3.7123e-002	0.12357	0.	7.6079e+005
456	2.4972e-002	0.12275	1.27e-003	75582
457	2.5249e-002	0.13758	0.	1.5747e+006
458	1.2486e-002	0.12234	0.	-2.3846e+006
459	0.5805	7.6134e-002	0.	74036
460	0.56639	6.0747e-002	0.	74799
461	0.58079	6.096e-002	1.27e-003	2968.8
462	0.5952	6.096e-002	0.	72606
463	0.58006	0.10658	0.	62781
464	0.56561	9.1209e-002	0.	74496
465	0.5802	9.1307e-002	1.27e-003	3063.7
466	0.5949	9.1374e-002	0.	72027
467	0.56511	0.12179	0.	55194
468	0.57991	0.12185	1.27e-003	3189.8
469	0.59475	0.12188	0.	49545
470	0.57995	0.13712	0.	51471
471	0.53572	0.1217	0.	58178
472	0.55067	0.10642	0.	64734
473	0.55031	0.12174	1.27e-003	4762.3
474	0.55035	0.13707	0.	59483
475	0.50646	0.1216	0.	58702
476	0.52158	0.1064	0.	65386
477	0.52112	0.12166	1.27e-003	6890.2
478	0.52096	0.13703	0.	62454
479	0.4771	0.12149	0.	53858
480	0.4924	0.10629	0.	65265
481	0.49181	0.12154	1.27e-003	9107.7
482	0.4915	0.13697	0.	61795
483	0.44755	0.12129	0.	45875
484	0.46316	0.10618	0.	61097
485	0.4624	0.12144	1.27e-003	14056
486	0.46199	0.13692	0.	54214
487	0.41723	0.1201	0.	45951
488	0.43372	0.10582	0.	53500
489	0.4327	0.12114	1.27e-003	20713
490	0.43234	0.13677	0.	47304
491	0.38649	0.11747	0.	50291
492	0.40316	0.10401	0.	63973
493	0.40175	0.11906	1.27e-003	16988
494	0.40206	0.13573	0.	65273
495	0.35615	0.11554	0.	43614
496	0.37114	9.6621e-002	0.	48186
497	0.37122	0.11588	1.27e-003	20449
498	0.372	0.13414	0.	63547
499	0.3259	0.11494	0.	20746
500	0.33975	9.6514e-002	0.	35130
501	0.34107	0.11521	1.27e-003	19831
502	0.34212	0.1338	0.	56360
503	0.29553	0.11447	0.	-4005.8
504	0.30929	9.6046e-002	0.	-4309.6
505	0.31073	0.11468	1.27e-003	23402
506	0.31215	0.13354	0.	35228
507	0.26477	0.11421	0.	-8110.5
508	0.27885	9.5294e-002	0.	534.21
509	0.28033	0.11426	1.27e-003	24512
510	0.28215	0.13333	0.	237.44
511	0.23325	0.1141	0.	12784
512	0.24763	9.5306e-002	0.	-15982
513	0.24921	0.11415	1.27e-003	28881
514	0.25178	0.13328	0.	-14403
515	0.19949	0.11393	0.	7800.8
516	0.21535	9.5161e-002	0.	42748
517	0.2173	0.11405	1.27e-003	37693
518	0.22103	0.13322	0.	21265
519	0.16985	0.12259	0.	40400
520	0.18122	9.5206e-002	0.	-91109
521	0.16278	0.10732	0.	-1.3725e+005
522	0.18168	0.1138	1.27e-003	94836
523	0.18842	0.1331	0.	-33199
524	0.15802	0.13138	1.27e-003	1.7675e+005
525	0.16178	0.14189	0.	2.6359e+005
526	0.19707	7.6441e-002	0.	-60311
527	0.16189	7.6489e-002	0.	-3.642e+005
528	0.18075	7.6608e-002	1.27e-003	76983
529	0.39999	5.7084e-002	0.	1.1369e+005
530	0.38011	6.6388e-002	0.	1.0229e+005
531	0.38916	5.5415e-002	1.27e-003	37266
532	0.42432	5.9278e-002	0.	75971
533	0.4077	7.3851e-002	0.	76419
534	0.41083	5.8754e-002	1.27e-003	1050.8
535	0.45189	5.9978e-002	0.	84328
536	0.43627	7.5155e-002	0.	74248
537	0.43782	5.9802e-002	1.27e-003	4198.
538	0.48026	6.0262e-002	0.	80110
539	0.46494	7.5531e-002	0.	77821
540	0.46596	6.0154e-002	1.27e-003	11509
541	0.50892	6.0459e-002	0.	75395
542	0.49378	7.5707e-002	0.	73493
543	0.49456	6.037e-002	1.27e-003	9273.2
544	0.53764	6.0541e-002	0.	74973
545	0.52266	7.5847e-002	0.	73495
546	0.52329	6.0547e-002	1.27e-003	7272.9
547	0.5515	7.5822e-002	0.	73844
548	0.55199	6.0534e-002	1.27e-003	4873.5
549	0.53653	9.1128e-002	0.	74674
550	0.55102	9.1111e-002	1.27e-003	4859.5
551	0.50752	9.1095e-002	0.	74714
552	0.52204	9.1146e-002	1.27e-003	7129.6
553	0.47846	9.0976e-002	0.	75029
554	0.493	9.1044e-002	1.27e-003	8928.7
555	0.44932	9.0708e-002	0.	71372
556	0.46392	9.0908e-002	1.27e-003	11988
557	0.41965	8.9728e-002	0.	75765
558	0.43473	9.0508e-002	1.27e-003	8120.8
559	0.38781	8.3154e-002	0.	66359
560	0.40457	8.8948e-002	1.27e-003	23815
561	0.35475	7.7592e-002	0.	43009
562	0.37106	7.736e-002	1.27e-003	19265
563	0.32314	7.7616e-002	0.	10394
564	0.33843	7.7823e-002	1.27e-003	16043
565	0.29261	7.6869e-002	0.	-1144.
566	0.30785	7.7409e-002	1.27e-003	27182
567	0.26171	7.6394e-002	0.	-7418.3
568	0.27737	7.6329e-002	1.27e-003	27021
569	0.22972	7.6366e-002	0.	13938
