Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
829	0.38596	0.13719	2.54e-003	7.2267e-003
830	0.4273	0.1216	2.54e-003	8.4368e-003
831	0.41374	0.13704	2.54e-003	8.0366e-003
832	0.45514	0.12156	2.54e-003	9.2624e-003
833	0.44162	0.13696	2.54e-003	8.86e-003
834	0.48297	0.1217	2.54e-003	1.0094e-002
835	0.46951	0.13701	2.54e-003	9.6919e-003
836	0.51092	0.12179	2.54e-003	1.0935e-002
837	0.49737	0.13709	2.54e-003	1.0528e-002
838	0.5391	0.12184	2.54e-003	1.1785e-002
839	0.5254	0.1371	2.54e-003	1.1373e-002
840	0.56724	0.12183	2.54e-003	1.2636e-002
841	0.55348	0.13714	2.54e-003	1.2222e-002
842	0.58113	0.10663	2.54e-003	1.3054e-002
843	0.58146	0.13709	2.54e-003	1.3069e-002
844	0.59543	0.12185	2.54e-003	1.3489e-002
845	0.58101	7.6131e-002	2.54e-003	1.3044e-002
846	0.5953	9.146e-002	2.54e-003	1.348e-002
847	0.58118	4.557e-002	2.54e-003	1.3042e-002
848	0.5953	6.0871e-002	2.54e-003	1.3474e-002
849	0.56733	3.0315e-002	2.54e-003	1.262e-002
850	0.59547	3.0419e-002	2.54e-003	1.3471e-002
851	0.58151	1.5179e-002	2.54e-003	1.3045e-002
852	0.5393	3.0263e-002	2.54e-003	1.1772e-002
853	0.55352	1.5136e-002	2.54e-003	1.2198e-002
854	0.51133	3.0106e-002	2.54e-003	1.0928e-002
855	0.52555	1.5127e-002	2.54e-003	1.1353e-002
856	0.48339	2.9979e-002	2.54e-003	1.0088e-002
857	0.49762	1.4979e-002	2.54e-003	1.051e-002
858	0.45547	3.0012e-002	2.54e-003	9.2529e-003
859	0.46969	1.5e-002	2.54e-003	9.6717e-003
860	0.42756	3.0016e-002	2.54e-003	8.4251e-003
861	0.44177	1.5012e-002	2.54e-003	8.839e-003
862	0.39954	3.0197e-002	2.54e-003	7.6036e-003
863	0.41385	1.5005e-002	2.54e-003	8.0143e-003
864	0.37151	3.0584e-002	2.54e-003	6.7945e-003
865	0.38581	1.5192e-002	2.54e-003	7.1971e-003
866	0.34372	3.0365e-002	2.54e-003	6.008e-003
867	0.35788	1.5392e-002	2.54e-003	6.3972e-003
868	0.31588	2.9884e-002	2.54e-003	5.2396e-003
869	0.33009	1.4974e-002	2.54e-003	5.6182e-003
870	0.288	3.0286e-002	2.54e-003	4.4949e-003
871	0.30211	1.4911e-002	2.54e-003	4.8563e-003
872	0.26	3.0777e-002	2.54e-003	3.776e-003
873	0.27428	1.5375e-002	2.54e-003	4.1252e-003
874	0.23165	3.0517e-002	2.54e-003	3.0823e-003
875	0.24618	1.5403e-002	2.54e-003	3.4183e-003
876	0.20311	2.9478e-002	2.54e-003	2.4245e-003
877	0.218	1.5115e-002	2.54e-003	2.7465e-003
878	0.17268	2.753e-002	2.54e-003	1.7742e-003
879	0.18971	1.4363e-002	2.54e-003	2.1149e-003
880	0.15982	4.0378e-002	2.54e-003	1.5308e-003
881	0.1434	2.0576e-002	2.54e-003	1.1967e-003
882	0.15965	1.3167e-002	2.54e-003	1.4964e-003
883	5.7355e-002	3.7371e-002	2.54e-003	1.7465e-004
884	6.3496e-002	2.1159e-002	2.54e-003	1.9906e-004
885	5.1288e-002	1.2363e-002	2.54e-003	1.2137e-004
886	3.2143e-002	0.10459	2.54e-003	5.6724e-005
887	4.0831e-002	0.12397	2.54e-003	8.5448e-005
888	1.4694e-002	0.12149	2.54e-003	1.1397e-005
889	2.7521e-002	0.13673	2.54e-003	3.5089e-005
890	3.2489e-002	7.2798e-002	2.54e-003	5.9532e-005
891	1.7449e-002	8.9779e-002	2.54e-003	1.7055e-005
892	4.6761e-002	5.3747e-002	2.54e-003	1.21e-004
893	1.504e-002	5.922e-002	2.54e-003	1.2656e-005
894	8.2578e-002	9.5292e-002	2.54e-003	3.7647e-004
895	8.638e-002	7.8352e-002	2.54e-003	4.1996e-004
896	0.15002	5.3503e-002	2.54e-003	1.3539e-003
897	6.4353e-002	0.1303	2.54e-003	2.0599e-004
898	5.1791e-002	0.13963	2.54e-003	1.2524e-004
899	0.13983	0.11002	2.54e-003	1.1749e-003
900	0.12698	0.10176	2.54e-003	9.5538e-004
901	0.11805	0.13942	2.54e-003	7.6315e-004
902	0.13202	0.14577	2.54e-003	1.002e-003
903	8.4904e-002	0.11058	2.54e-003	3.8332e-004
904	9.3218e-002	0.10184	2.54e-003	4.7387e-004
905	9.5856e-002	0.10965	2.54e-003	4.8722e-004
906	7.8573e-002	0.12494	2.54e-003	3.1278e-004
907	9.1664e-002	0.12158	2.54e-003	4.2561e-004
908	8.9524e-002	0.13672	2.54e-003	3.7998e-004
909	7.6697e-002	0.14307	2.54e-003	2.7257e-004
910	0.11853	1.376e-002	2.54e-003	7.3889e-004
911	0.1325	7.4097e-003	2.54e-003	9.7577e-004
912	8.3029e-002	4.4058e-002	2.54e-003	3.6715e-004
913	8.917e-002	1.5146e-002	2.54e-003	3.7403e-004
914	7.6343e-002	8.7957e-003	2.54e-003	2.6742e-004
915	0.1197	0.11621	2.54e-003	8.2184e-004
916	9.9978e-002	0.10013	2.54e-003	5.5013e-004
917	9.9658e-002	6.0965e-002	2.54e-003	5.5597e-004
918	0.13724	6.1021e-002	2.54e-003	1.1259e-003
919	0.12192	5.1692e-002	2.54e-003	8.5869e-004
920	0.10685	0.13335	2.54e-003	5.7864e-004
921	0.10685	0.14605	2.54e-003	5.5807e-004
922	0.10685	0.1397	1.27e-003	5.6774e-004
923	0.10685	0.12065	2.54e-003	6.0125e-004
924	0.10685	0.127	1.27e-003	5.8904e-004
925	0.10685	0.10795	2.54e-003	6.2576e-004
926	0.10685	0.1143	1.27e-003	6.1222e-004
927	0.10473	0.1016	2.54e-003	6.0636e-004
928	0.10685	0.1016	1.27e-003	6.3612e-004
929	0.10262	0.10795	2.54e-003	5.6025e-004
930	0.10262	0.1016	1.27e-003	5.783e-004
931	0.10262	0.12065	2.54e-003	5.2552e-004
932	0.10262	0.1143	1.27e-003	5.4209e-004
933	0.10262	0.13335	2.54e-003	4.9454e-004
934	0.10262	0.127	1.27e-003	5.0946e-004
935	0.10262	0.14605	2.54e-003	4.6629e-004
936	0.10262	0.1397	1.27e-003	4.8012e-004
937	0.10685	1.905e-002	2.54e-003	5.4779e-004
938	0.10685	6.35e-003	2.54e-003	5.1942e-004
939	0.10685	1.27e-002	1.27e-003	5.3285e-004
940	0.10685	3.175e-002	2.54e-003	5.7905e-004
941	0.10685	2.54e-002	1.27e-003	5.6241e-004
942	0.10685	4.445e-002	2.54e-003	6.1131e-004
943	0.10685	3.81e-002	1.27e-003	5.9434e-004
944	0.10473	5.08e-002	2.54e-003	5.984e-004
945	0.10685	5.08e-002	1.27e-003	6.2649e-004
946	0.10262	4.445e-002	2.54e-003	5.5625e-004
947	0.10262	5.08e-002	1.27e-003	5.7168e-004
948	0.10262	3.175e-002	2.54e-003	5.2558e-004
949	0.10262	3.81e-002	1.27e-003	5.4017e-004
950	0.10262	1.905e-002	2.54e-003	4.9309e-004
951	0.10262	2.54e-002	1.27e-003	5.0858e-004
952	0.10262	6.35e-003	2.54e-003	4.6352e-004
953	0.10262	1.27e-002	1.27e-003	4.7783e-004
954	0.12081	0.1524	2.54e-003	7.9277e-004
955	0.10685	0.1524	1.27e-003	5.475e-004
956	0.14875	0.1524	2.54e-003	1.3028e-003
957	0.13478	0.1524	1.27e-003	1.0434e-003
958	0.17668	0.1524	2.54e-003	1.8537e-003
959	0.16271	0.1524	1.27e-003	1.5721e-003
960	0.20461	0.1524	2.54e-003	2.4547e-003
961	0.19064	0.1524	1.27e-003	2.1479e-003
962	0.23254	0.1524	2.54e-003	3.1006e-003
963	0.21857	0.1524	1.27e-003	2.7721e-003
964	0.26047	0.1524	2.54e-003	3.7873e-003
965	0.2465	0.1524	1.27e-003	3.4391e-003
966	0.2884	0.1524	2.54e-003	4.5083e-003
967	0.27443	0.1524	1.27e-003	4.1437e-003
968	0.31633	0.1524	2.54e-003	5.2583e-003
969	0.30236	0.1524	1.27e-003	4.8799e-003
970	0.34426	0.1524	2.54e-003	6.0323e-003
971	0.33029	0.1524	1.27e-003	5.6425e-003
972	0.37219	0.1524	2.54e-003	6.8259e-003
973	0.35822	0.1524	1.27e-003	6.4268e-003
974	0.40012	0.1524	2.54e-003	7.6352e-003
975	0.38616	0.1524	1.27e-003	7.2287e-003
976	0.42805	0.1524	2.54e-003	8.4566e-003
977	0.41409	0.1524	1.27e-003	8.0445e-003
978	0.45598	0.1524	2.54e-003	9.2871e-003
979	0.44202	0.1524	1.27e-003	8.8708e-003
980	0.48391	0.1524	2.54e-003	1.0124e-002
981	0.46995	0.1524	1.27e-003	9.7049e-003
982	0.51184	0.1524	2.54e-003	1.0966e-002
983	0.49788	0.1524	1.27e-003	1.0544e-002
984	0.53977	0.1524	2.54e-003	1.1809e-002
985	0.52581	0.1524	1.27e-003	1.1387e-002
986	0.5677	0.1524	2.54e-003	1.2655e-002
987	0.55374	0.1524	1.27e-003	1.2232e-002
988	0.59563	0.1524	2.54e-003	1.35e-002
989	0.58167	0.1524	1.27e-003	1.3077e-002
990	0.6096	0.13716	2.54e-003	1.3921e-002
991	0.6096	0.1524	1.27e-003	1.3923e-002
992	0.6096	0.10668	2.54e-003	1.3915e-002
993	0.6096	0.12192	1.27e-003	1.3918e-002
994	0.6096	7.62e-002	2.54e-003	1.391e-002
995	0.6096	9.144e-002	1.27e-003	1.3913e-002
996	0.6096	4.572e-002	2.54e-003	1.3903e-002
997	0.6096	6.096e-002	1.27e-003	1.3906e-002
998	0.6096	1.524e-002	2.54e-003	1.3895e-002
999	0.6096	3.048e-002	1.27e-003	1.3899e-002
1000	3.9968e-016	4.572e-002	2.54e-003	0.
1001	1.3323e-016	1.524e-002	2.54e-003	0.
1002	2.7006e-016	3.048e-002	1.27e-003	0.
1003	6.6613e-016	7.62e-002	2.54e-003	0.
1004	5.4012e-016	6.096e-002	1.27e-003	0.
1005	9.3259e-016	0.10668	2.54e-003	0.
1006	8.1018e-016	9.144e-002	1.27e-003	0.
1007	1.199e-015	0.13716	2.54e-003	0.
1008	1.0802e-015	0.12192	1.27e-003	0.
1009	0.59563	0.	2.54e-003	1.3469e-002
1010	0.6096	0.	1.27e-003	1.3891e-002
1011	0.5677	0.	2.54e-003	1.2623e-002
1012	0.58167	0.	1.27e-003	1.3046e-002
1013	0.53977	0.	2.54e-003	1.1778e-002
1014	0.55374	0.	1.27e-003	1.22e-002
1015	0.51184	0.	2.54e-003	1.0934e-002
1016	0.52581	0.	1.27e-003	1.1356e-002
1017	0.48391	0.	2.54e-003	1.0092e-002
1018	0.49788	0.	1.27e-003	1.0513e-002
1019	0.45598	0.	2.54e-003	9.2555e-003
1020	0.46995	0.	1.27e-003	9.6732e-003
1021	0.42805	0.	2.54e-003	8.4249e-003
1022	0.44202	0.	1.27e-003	8.8391e-003
1023	0.40012	0.	2.54e-003	7.6035e-003
1024	0.41409	0.	1.27e-003	8.0128e-003
1025	0.37219	0.	2.54e-003	6.7942e-003
1026	0.38616	0.	1.27e-003	7.197e-003
1027	0.34426	0.	2.54e-003	6.0006e-003
1028	0.35822	0.	1.27e-003	6.3951e-003
1029	0.31633	0.	2.54e-003	5.2266e-003
1030	0.33029	0.	1.27e-003	5.6108e-003
1031	0.2884	0.	2.54e-003	4.4767e-003
1032	0.30236	0.	1.27e-003	4.8482e-003
1033	0.26047	0.	2.54e-003	3.7556e-003
1034	0.27443	0.	1.27e-003	4.1121e-003
1035	0.23254	0.	2.54e-003	3.0687e-003
1036	0.2465	0.	1.27e-003	3.4074e-003
1037	0.20461	0.	2.54e-003	2.4215e-003
1038	0.21857	0.	1.27e-003	2.7396e-003
1039	0.17668	0.	2.54e-003	1.8195e-003
1040	0.19064	0.	1.27e-003	2.1144e-003
1041	0.14875	0.	2.54e-003	1.2649e-003
1042	0.16271	0.	1.27e-003	1.5363e-003
1043	0.12081	0.	2.54e-003	7.5142e-004
1044	0.13478	0.	1.27e-003	1.0036e-003
1045	0.10685	0.	1.27e-003	5.0513e-004
1046	8.9789e-002	-4.4489e-032	2.54e-003	3.4919e-004
1047	0.10262	-5.0845e-032	1.27e-003	4.4927e-004
1048	6.4135e-002	-3.1778e-032	2.54e-003	1.7387e-004
1049	7.6962e-002	0.	1.27e-003	2.5594e-004
1050	3.8481e-002	-1.9067e-032	2.54e-003	5.616e-005
1051	5.1308e-002	0.	1.27e-003	1.0648e-004
1052	1.2827e-002	-6.3556e-033	2.54e-003	5.1364e-006
1053	2.5654e-002	0.	1.27e-003	2.2614e-005
1054	0.	0.	1.27e-003	0.
1055	1.2827e-002	0.1524	2.54e-003	5.3e-006
1056	1.3323e-015	0.1524	1.27e-003	0.
1057	3.8481e-002	0.1524	2.54e-003	5.695e-005
1058	2.5654e-002	0.1524	1.27e-003	2.2978e-005
1059	6.4135e-002	0.1524	2.54e-003	1.7595e-004
1060	5.1308e-002	0.1524	1.27e-003	1.0786e-004
1061	8.9789e-002	0.1524	2.54e-003	3.5161e-004
1062	7.6962e-002	0.1524	1.27e-003	2.5812e-004
1063	0.10262	0.1524	1.27e-003	4.5249e-004
1064	6.4135e-002	0.1524	0.	1.7595e-004
1065	8.9789e-002	0.1524	0.	3.5161e-004
1066	3.8481e-002	0.1524	0.	5.695e-005
1067	1.2827e-002	0.1524	0.	5.3e-006
1068	0.10262	0.14605	0.	4.6629e-004
1069	1.199e-015	0.13716	0.	0.
1070	3.8481e-002	-1.9067e-032	0.	5.616e-005
1071	1.2827e-002	-6.3556e-033	0.	5.1364e-006
1072	6.4135e-002	-3.1778e-032	0.	1.7387e-004
1073	8.9789e-002	-4.4489e-032	0.	3.4919e-004
1074	0.10262	6.35e-003	0.	4.6352e-004
1075	1.3323e-016	1.524e-002	0.	0.
1076	0.14875	0.	0.	1.2649e-003
1077	0.12081	0.	0.	7.5142e-004
1078	0.17668	0.	0.	1.8195e-003
1079	0.20461	0.	0.	2.4215e-003
1080	0.23254	0.	0.	3.0687e-003
1081	0.26047	0.	0.	3.7556e-003
1082	0.2884	0.	0.	4.4767e-003
1083	0.31633	0.	0.	5.2266e-003
1084	0.34426	0.	0.	6.0006e-003
1085	0.37219	0.	0.	6.7942e-003
1086	0.40012	0.	0.	7.6035e-003
1087	0.42805	0.	0.	8.4249e-003
1088	0.45598	0.	0.	9.2555e-003
1089	0.48391	0.	0.	1.0092e-002
1090	0.51184	0.	0.	1.0934e-002
1091	0.53977	0.	0.	1.1778e-002
1092	0.5677	0.	0.	1.2623e-002
1093	0.59563	0.	0.	1.3469e-002
1094	0.10685	6.35e-003	0.	5.1942e-004
1095	0.6096	1.524e-002	0.	1.3895e-002
1096	9.3259e-016	0.10668	0.	0.
1097	6.6613e-016	7.62e-002	0.	0.
1098	3.9968e-016	4.572e-002	0.	0.
1099	0.6096	4.572e-002	0.	1.3903e-002
1100	0.6096	7.62e-002	0.	1.391e-002
1101	0.6096	0.10668	0.	1.3915e-002
1102	0.6096	0.13716	0.	1.3921e-002
1103	0.59563	0.1524	0.	1.35e-002
1104	0.5677	0.1524	0.	1.2655e-002
1105	0.53977	0.1524	0.	1.1809e-002
1106	0.51184	0.1524	0.	1.0966e-002
1107	0.48391	0.1524	0.	1.0124e-002
1108	0.45598	0.1524	0.	9.2871e-003
1109	0.42805	0.1524	0.	8.4566e-003
1110	0.40012	0.1524	0.	7.6352e-003
1111	0.37219	0.1524	0.	6.8259e-003
1112	0.34426	0.1524	0.	6.0323e-003
1113	0.31633	0.1524	0.	5.2583e-003
1114	0.2884	0.1524	0.	4.5083e-003
1115	0.26047	0.1524	0.	3.7873e-003
1116	0.23254	0.1524	0.	3.1006e-003
1117	0.20461	0.1524	0.	2.4547e-003
1118	0.17668	0.1524	0.	1.8537e-003
1119	0.14875	0.1524	0.	1.3028e-003
1120	0.12081	0.1524	0.	7.9277e-004
1121	0.10685	0.14605	0.	5.5807e-004
1122	0.10262	3.175e-002	0.	5.2558e-004
1123	0.10262	4.445e-002	0.	5.5625e-004
1124	0.10262	1.905e-002	0.	4.9309e-004
1125	0.10473	5.08e-002	0.	5.984e-004
1126	0.10685	1.905e-002	0.	5.4779e-004
1127	0.10685	3.175e-002	0.	5.7905e-004
1128	0.10685	4.445e-002	0.	6.1131e-004
1129	0.10262	0.12065	0.	5.2552e-004
1130	0.10262	0.10795	0.	5.6025e-004
1131	0.10262	0.13335	0.	4.9454e-004
1132	0.10473	0.1016	0.	6.0636e-004
1133	0.10685	0.13335	0.	5.7864e-004
1134	0.10685	0.12065	0.	6.0125e-004
1135	0.10685	0.10795	0.	6.2576e-004
