Node Number	X Location (m)	Y Location (m)	Z Location (m)	Maximum Principal Elastic Strain (m/m)
51	0.24395	0.12177	0.	1.9872e-005
52	0.21317	0.12119	0.	2.5901e-005
53	0.17679	0.11889	0.	3.0041e-005
54	0.15468	0.13224	0.	3.0677e-005
55	0.18874	5.7406e-002	0.	2.8976e-005
56	0.21647	6.0351e-002	0.	2.3664e-005
57	0.24513	6.1339e-002	0.	2.065e-005
58	0.27423	6.1895e-002	0.	1.7034e-005
59	0.30231	6.2339e-002	0.	1.4336e-005
60	0.32951	6.1607e-002	0.	1.2361e-005
61	0.35713	6.1437e-002	0.	1.0378e-005
62	0.38514	6.0928e-002	0.	8.537e-006
63	0.41306	6.0428e-002	0.	6.874e-006
64	0.44097	6.0505e-002	0.	5.4067e-006
65	0.46887	6.0649e-002	0.	4.1524e-006
66	0.49678	6.0805e-002	0.	3.1147e-006
67	0.52471	6.0802e-002	0.	2.3029e-006
68	0.55298	6.0862e-002	0.	1.7091e-006
69	0.55283	9.1399e-002	0.	1.7146e-006
70	0.52478	9.1364e-002	0.	2.3077e-006
71	0.49681	9.126e-002	0.	3.1283e-006
72	0.4689	9.1131e-002	0.	4.1637e-006
73	0.4409	9.0971e-002	0.	5.4226e-006
74	0.41304	9.112e-002	0.	6.884e-006
75	0.38523	9.1576e-002	0.	8.5313e-006
76	0.35726	9.2601e-002	0.	1.0375e-005
77	0.3298	9.2457e-002	0.	1.2297e-005
78	0.30192	9.3087e-002	0.	1.4349e-005
79	0.27302	9.2152e-002	0.	1.7186e-005
80	0.24363	9.1634e-002	0.	2.0481e-005
81	0.18547	8.8087e-002	0.	3.0991e-005
82	0.21353	9.1046e-002	0.	2.4592e-005
83	0.12439	0.12825	0.	2.8155e-005
84	8.0316e-002	2.9992e-002	0.	3.5784e-005
85	6.7555e-002	6.8505e-002	0.	4.6368e-005
86	2.6809e-002	2.9261e-002	0.	7.8972e-005
87	0.12502	2.5807e-002	0.	2.9059e-005
88	0.13266	3.7398e-002	0.	4.985e-005
89	0.11634	6.4848e-002	0.	8.3547e-005
90	0.10723	9.3445e-002	0.	1.2967e-004
91	0.11704	9.1765e-002	0.	8.5192e-005
92	0.10148	9.3249e-002	0.	1.4748e-004
93	9.3863e-002	8.7432e-002	0.	9.8262e-005
94	0.13285	8.5837e-002	0.	6.0196e-005
95	0.10288	7.8964e-002	0.	9.3243e-005
96	0.16128	8.0615e-002	0.	3.3515e-005
97	0.10796	8.5863e-002	0.	1.0843e-004
98	0.10031	8.9195e-002	0.	1.1992e-004
99	0.11958	7.775e-002	0.	7.3109e-005
100	0.11596	8.5048e-002	0.	6.5177e-005
101	6.028e-002	0.10365	0.	5.5662e-005
102	6.028e-002	0.10365	2.54e-003	1.4172e-004
103	0.11596	8.5048e-002	2.54e-003	1.8721e-004
104	0.11958	7.775e-002	2.54e-003	1.7384e-004
105	0.10031	8.9195e-002	2.54e-003	2.5335e-004
106	0.10796	8.5863e-002	2.54e-003	2.2673e-004
107	0.16128	8.0615e-002	2.54e-003	9.1965e-005
108	0.10288	7.8964e-002	2.54e-003	2.174e-004
109	0.13285	8.5837e-002	2.54e-003	1.4959e-004
110	9.3863e-002	8.7432e-002	2.54e-003	2.3123e-004
111	0.10148	9.3249e-002	2.54e-003	3.2358e-004
112	0.11704	9.1765e-002	2.54e-003	1.573e-004
113	0.10723	9.3445e-002	2.54e-003	2.8213e-004
114	0.11634	6.4848e-002	2.54e-003	1.7732e-004
115	0.13266	3.7398e-002	2.54e-003	1.0037e-004
116	0.12502	2.5807e-002	2.54e-003	6.0569e-005
117	2.6809e-002	2.9261e-002	2.54e-003	1.3403e-004
118	6.7555e-002	6.8505e-002	2.54e-003	1.4112e-004
119	8.0316e-002	2.9992e-002	2.54e-003	9.564e-005
120	0.12439	0.12825	2.54e-003	4.5845e-005
121	0.21353	9.1046e-002	2.54e-003	7.0078e-005
122	0.18547	8.8087e-002	2.54e-003	8.1087e-005
123	0.24363	9.1634e-002	2.54e-003	6.0009e-005
124	0.27302	9.2152e-002	2.54e-003	5.1325e-005
125	0.30192	9.3087e-002	2.54e-003	4.3211e-005
126	0.3298	9.2457e-002	2.54e-003	3.5913e-005
127	0.35726	9.2601e-002	2.54e-003	2.9394e-005
128	0.38523	9.1576e-002	2.54e-003	2.3423e-005
129	0.41304	9.112e-002	2.54e-003	1.8161e-005
130	0.4409	9.0971e-002	2.54e-003	1.3574e-005
131	0.4689	9.1131e-002	2.54e-003	9.6658e-006
132	0.49681	9.126e-002	2.54e-003	6.4583e-006
133	0.52478	9.1364e-002	2.54e-003	3.9517e-006
134	0.55283	9.1399e-002	2.54e-003	2.1433e-006
135	0.55298	6.0862e-002	2.54e-003	2.1344e-006
136	0.52471	6.0802e-002	2.54e-003	3.9541e-006
137	0.49678	6.0805e-002	2.54e-003	6.4634e-006
138	0.46887	6.0649e-002	2.54e-003	9.6662e-006
139	0.44097	6.0505e-002	2.54e-003	1.3563e-005
140	0.41306	6.0428e-002	2.54e-003	1.8167e-005
141	0.38514	6.0928e-002	2.54e-003	2.3463e-005
142	0.35713	6.1437e-002	2.54e-003	2.9398e-005
143	0.32951	6.1607e-002	2.54e-003	3.5956e-005
144	0.30231	6.2339e-002	2.54e-003	4.3054e-005
145	0.27423	6.1895e-002	2.54e-003	5.0967e-005
146	0.24513	6.1339e-002	2.54e-003	5.9793e-005
147	0.21647	6.0351e-002	2.54e-003	6.8668e-005
148	0.18874	5.7406e-002	2.54e-003	7.9222e-005
149	0.15468	0.13224	2.54e-003	7.6159e-005
150	0.17679	0.11889	2.54e-003	8.3901e-005
151	0.21317	0.12119	2.54e-003	7.1906e-005
152	0.24395	0.12177	2.54e-003	6.0405e-005
153	0.27309	0.12253	2.54e-003	5.1673e-005
154	0.30171	0.12267	2.54e-003	4.3495e-005
155	0.3299	0.1228	2.54e-003	3.6036e-005
156	0.3581	0.12353	2.54e-003	2.9292e-005
157	0.38576	0.12199	2.54e-003	2.3341e-005
158	0.41339	0.12168	2.54e-003	1.81e-005
159	0.44121	0.12151	2.54e-003	1.3521e-005
160	0.46907	0.12162	2.54e-003	9.6251e-006
161	0.49686	0.12179	2.54e-003	6.413e-006
162	0.52499	0.12179	2.54e-003	3.8761e-006
163	0.55321	0.12188	2.54e-003	2.0255e-006
164	0.58126	0.12178	2.54e-003	8.6701e-007
165	0.58101	9.1481e-002	2.54e-003	1.003e-006
166	0.58101	6.0782e-002	2.54e-003	1.0027e-006
167	0.58134	3.0358e-002	2.54e-003	8.6294e-007
168	0.55331	3.0272e-002	2.54e-003	2.0184e-006
169	0.5253	3.0254e-002	2.54e-003	3.847e-006
170	0.49736	2.9958e-002	2.54e-003	6.3616e-006
171	0.46943	3.e-002	2.54e-003	9.568e-006
172	0.44151	3.0023e-002	2.54e-003	1.3475e-005
173	0.41361	3.0009e-002	2.54e-003	1.8085e-005
174	0.38547	3.0384e-002	2.54e-003	2.342e-005
175	0.35754	3.0783e-002	2.54e-003	2.9395e-005
176	0.32989	2.9947e-002	2.54e-003	3.6013e-005
177	0.30186	2.9822e-002	2.54e-003	4.3372e-005
178	0.27413	3.0749e-002	2.54e-003	5.1311e-005
179	0.24586	3.0805e-002	2.54e-003	5.9915e-005
180	0.21743	3.023e-002	2.54e-003	6.8974e-005
181	0.18878	2.8726e-002	2.54e-003	7.7652e-005
182	0.15658	2.6333e-002	2.54e-003	7.7911e-005
183	5.1267e-002	2.4727e-002	2.54e-003	1.304e-004
184	2.9388e-002	0.12107	2.54e-003	1.3428e-004
185	3.4898e-002	8.8118e-002	2.54e-003	1.3482e-004
186	3.008e-002	5.7479e-002	2.54e-003	1.4249e-004
187	7.6061e-002	8.5574e-002	2.54e-003	1.5057e-004
188	0.16306	5.4422e-002	2.54e-003	8.8715e-005
189	5.2274e-002	0.12687	2.54e-003	1.2653e-004
190	0.14711	0.10193	2.54e-003	9.4208e-005
191	0.12925	0.13915	2.54e-003	6.6659e-005
192	8.9095e-002	0.10501	2.54e-003	1.7291e-004
193	8.0713e-002	0.11615	2.54e-003	1.203e-004
194	7.6432e-002	0.13373	2.54e-003	9.9878e-005
195	0.13022	1.4819e-002	2.54e-003	7.2789e-005
196	6.3442e-002	5.0016e-002	2.54e-003	1.235e-004
197	7.5725e-002	1.7591e-002	2.54e-003	9.3364e-005
198	0.13255	0.11811	2.54e-003	9.2543e-005
199	9.7341e-002	9.8667e-002	2.54e-003	2.9021e-004
200	9.67e-002	7.113e-002	2.54e-003	2.2655e-004
201	0.13699	5.2584e-002	2.54e-003	1.1309e-004
202	0.1375	6.9458e-002	2.54e-003	1.3177e-004
203	0.10685	0.1397	2.54e-003	2.4917e-005
204	0.10685	0.127	2.54e-003	7.1884e-005
205	0.10685	0.1143	2.54e-003	1.3088e-004
206	0.10685	0.1016	2.54e-003	3.4139e-004
207	0.10262	0.1016	2.54e-003	6.1262e-004
208	0.10262	0.1143	2.54e-003	1.6013e-004
209	0.10262	0.127	2.54e-003	1.0648e-004
210	0.10262	0.1397	2.54e-003	6.5368e-005
211	0.10685	1.27e-002	2.54e-003	3.8162e-005
212	0.10685	2.54e-002	2.54e-003	1.1046e-004
213	0.10685	3.81e-002	2.54e-003	1.5708e-004
214	0.10685	5.08e-002	2.54e-003	3.5422e-004
215	0.10262	5.08e-002	2.54e-003	3.971e-004
216	0.10262	3.81e-002	2.54e-003	1.7861e-004
217	0.10262	2.54e-002	2.54e-003	1.7968e-004
218	0.10262	1.27e-002	2.54e-003	8.5692e-005
219	0.10685	0.1524	2.54e-003	3.5997e-005
220	0.13478	0.1524	2.54e-003	5.6262e-005
221	0.16271	0.1524	2.54e-003	7.7312e-005
222	0.19064	0.1524	2.54e-003	7.9105e-005
223	0.21857	0.1524	2.54e-003	6.9797e-005
224	0.2465	0.1524	2.54e-003	6.1609e-005
225	0.27443	0.1524	2.54e-003	5.1863e-005
226	0.30236	0.1524	2.54e-003	4.3596e-005
227	0.33029	0.1524	2.54e-003	3.6092e-005
228	0.35822	0.1524	2.54e-003	2.9413e-005
229	0.38616	0.1524	2.54e-003	2.3262e-005
230	0.41409	0.1524	2.54e-003	1.7992e-005
231	0.44202	0.1524	2.54e-003	1.3384e-005
232	0.46995	0.1524	2.54e-003	9.4713e-006
233	0.49788	0.1524	2.54e-003	6.2529e-006
234	0.52581	0.1524	2.54e-003	3.7166e-006
235	0.55374	0.1524	2.54e-003	1.8531e-006
236	0.58167	0.1524	2.54e-003	6.4304e-007
237	0.6096	0.1524	2.54e-003	1.6372e-007
238	0.6096	0.12192	2.54e-003	4.219e-007
239	0.6096	9.144e-002	2.54e-003	5.9479e-007
240	0.6096	6.096e-002	2.54e-003	5.9357e-007
241	0.6096	3.048e-002	2.54e-003	4.1829e-007
242	2.6645e-016	3.048e-002	2.54e-003	1.3202e-004
243	5.3291e-016	6.096e-002	2.54e-003	1.4023e-004
244	7.9936e-016	9.144e-002	2.54e-003	1.4056e-004
245	1.0658e-015	0.12192	2.54e-003	1.3456e-004
246	0.6096	0.	2.54e-003	1.6429e-007
247	0.58167	0.	2.54e-003	6.47e-007
248	0.55374	0.	2.54e-003	1.8515e-006
249	0.52581	0.	2.54e-003	3.7141e-006
250	0.49788	0.	2.54e-003	6.2547e-006
251	0.46995	0.	2.54e-003	9.4637e-006
252	0.44202	0.	2.54e-003	1.3371e-005
253	0.41409	0.	2.54e-003	1.8017e-005
254	0.38616	0.	2.54e-003	2.3332e-005
255	0.35822	0.	2.54e-003	2.9311e-005
256	0.33029	0.	2.54e-003	3.613e-005
257	0.30236	0.	2.54e-003	4.361e-005
258	0.27443	0.	2.54e-003	5.1765e-005
259	0.2465	0.	2.54e-003	6.0508e-005
260	0.21857	0.	2.54e-003	6.9627e-005
261	0.19064	0.	2.54e-003	7.7006e-005
262	0.16271	0.	2.54e-003	7.5494e-005
263	0.13478	0.	2.54e-003	5.7602e-005
264	0.10685	0.	2.54e-003	4.028e-005
265	0.10262	0.	2.54e-003	5.2335e-005
266	7.6962e-002	-3.8133e-032	2.54e-003	8.5824e-005
267	5.1308e-002	-2.5422e-032	2.54e-003	1.339e-004
268	2.5654e-002	-1.2711e-032	2.54e-003	1.333e-004
269	0.	0.	2.54e-003	9.2354e-005
270	1.e-015	0.1524	2.54e-003	9.2852e-005
271	2.5654e-002	0.1524	2.54e-003	1.3398e-004
272	5.1308e-002	0.1524	2.54e-003	1.3192e-004
273	7.6962e-002	0.1524	2.54e-003	8.8751e-005
274	0.10262	0.1524	2.54e-003	5.2492e-005
275	7.6962e-002	0.1524	0.	3.4323e-005
276	5.1308e-002	0.1524	0.	4.4577e-005
277	2.5654e-002	0.1524	0.	6.2268e-005
278	0.10262	0.1524	0.	1.937e-005
279	1.e-015	0.1524	0.	6.3597e-006
280	2.5654e-002	-1.2711e-032	0.	6.1564e-005
281	5.1308e-002	-2.5422e-032	0.	4.527e-005
282	7.6962e-002	-3.8133e-032	0.	3.4447e-005
283	0.10262	0.	0.	1.7427e-005
284	0.	0.	0.	8.3664e-006
285	0.13478	0.	0.	2.0525e-005
286	0.16271	0.	0.	3.0234e-005
287	0.19064	0.	0.	2.6954e-005
288	0.21857	0.	0.	2.2929e-005
289	0.2465	0.	0.	1.9991e-005
290	0.27443	0.	0.	1.7407e-005
291	0.30236	0.	0.	1.4978e-005
292	0.33029	0.	0.	1.2573e-005
293	0.35822	0.	0.	1.0491e-005
294	0.38616	0.	0.	8.6396e-006
295	0.41409	0.	0.	6.8798e-006
296	0.44202	0.	0.	5.3539e-006
297	0.46995	0.	0.	4.0716e-006
298	0.49788	0.	0.	2.9937e-006
299	0.52581	0.	0.	2.1189e-006
300	0.55374	0.	0.	1.4297e-006
301	0.58167	0.	0.	8.786e-007
302	0.10685	0.	0.	1.839e-005
303	0.6096	0.	0.	4.7667e-007
304	1.0658e-015	0.12192	0.	1.4366e-007
305	7.9936e-016	9.144e-002	0.	4.1587e-007
306	5.3291e-016	6.096e-002	0.	3.5089e-007
307	2.6645e-016	3.048e-002	0.	5.3058e-007
308	0.6096	3.048e-002	0.	7.7275e-007
309	0.6096	6.096e-002	0.	1.1537e-006
310	0.6096	9.144e-002	0.	1.1548e-006
311	0.6096	0.12192	0.	7.7088e-007
312	0.6096	0.1524	0.	4.7848e-007
313	0.58167	0.1524	0.	8.8019e-007
314	0.55374	0.1524	0.	1.4296e-006
315	0.52581	0.1524	0.	2.1358e-006
316	0.49788	0.1524	0.	3.0326e-006
317	0.46995	0.1524	0.	4.1077e-006
318	0.44202	0.1524	0.	5.3973e-006
319	0.41409	0.1524	0.	6.9044e-006
320	0.38616	0.1524	0.	8.5241e-006
321	0.35822	0.1524	0.	1.0483e-005
322	0.33029	0.1524	0.	1.2632e-005
323	0.30236	0.1524	0.	1.4958e-005
324	0.27443	0.1524	0.	1.7556e-005
325	0.2465	0.1524	0.	2.0481e-005
326	0.21857	0.1524	0.	2.3653e-005
327	0.19064	0.1524	0.	2.8256e-005
328	0.16271	0.1524	0.	2.8051e-005
329	0.13478	0.1524	0.	1.7974e-005
330	0.10685	0.1524	0.	1.5375e-005
331	0.10262	3.81e-002	0.	6.9766e-005
332	0.10262	2.54e-002	0.	8.1795e-005
333	0.10262	1.27e-002	0.	2.6092e-005
334	0.10262	5.08e-002	0.	1.0961e-004
335	0.10685	1.27e-002	0.	1.1554e-005
336	0.10685	2.54e-002	0.	6.5308e-005
337	0.10685	3.81e-002	0.	8.5584e-005
338	0.10685	5.08e-002	0.	1.1596e-004
339	0.10262	0.1143	0.	1.0241e-004
340	0.10262	0.127	0.	3.3651e-005
341	0.10262	0.1397	0.	1.9555e-005
342	0.10262	0.1016	0.	2.7556e-004
343	0.10685	0.1397	0.	7.8064e-006
344	0.10685	0.127	0.	5.0024e-005
345	0.10685	0.1143	0.	9.3086e-005
346	0.10685	0.1016	0.	1.1966e-004
347	0.13724	6.1021e-002	0.	4.4152e-005
348	0.12692	6.7153e-002	0.	5.7051e-005
349	0.13517	7.7647e-002	0.	5.4566e-005
350	0.14939	7.5037e-002	0.	4.1523e-005
351	0.1375	6.9458e-002	1.27e-003	6.4312e-006
352	0.15002	5.3503e-002	0.	3.6424e-005
353	0.13482	4.4991e-002	0.	4.123e-005
354	0.13699	5.2584e-002	1.27e-003	4.9901e-006
355	0.12192	5.1692e-002	0.	6.6647e-005
356	8.638e-002	7.8352e-002	0.	7.1032e-005
357	0.10652	6.7989e-002	0.	9.7757e-005
358	9.979e-002	7.5047e-002	0.	1.0434e-004
359	9.67e-002	7.113e-002	1.27e-003	7.531e-006
360	9.9658e-002	6.0965e-002	0.	1.1021e-004
361	9.3218e-002	0.10184	0.	1.1569e-004
362	9.9408e-002	9.5958e-002	0.	1.1853e-004
363	9.5602e-002	9.305e-002	0.	1.1764e-004
364	9.7341e-002	9.8667e-002	1.27e-003	2.6648e-005
365	9.9978e-002	0.10013	0.	1.8597e-004
366	0.13983	0.11002	0.	3.4481e-005
367	0.14361	0.12517	0.	3.332e-005
368	0.12847	0.12318	0.	3.4275e-005
369	0.13255	0.11811	1.27e-003	9.8589e-006
370	0.1197	0.11621	0.	5.2962e-005
371	6.3496e-002	2.1159e-002	0.	3.7538e-005
372	7.802e-002	2.3792e-002	0.	3.6634e-005
373	7.5725e-002	1.7591e-002	1.27e-003	4.1889e-006
374	7.6343e-002	8.7957e-003	0.	3.5872e-005
375	8.917e-002	1.5146e-002	0.	2.6756e-005
376	4.6761e-002	5.3747e-002	0.	6.5303e-005
377	5.7355e-002	3.7371e-002	0.	4.3287e-005
378	7.1879e-002	4.0004e-002	0.	3.6678e-005
379	6.5499e-002	5.9261e-002	0.	4.4465e-005
380	6.3442e-002	5.0016e-002	1.27e-003	5.2082e-006
381	8.3029e-002	4.4058e-002	0.	5.5463e-005
382	0.1434	2.0576e-002	0.	2.7344e-005
383	0.12762	2.0313e-002	0.	3.2226e-005
384	0.13022	1.4819e-002	1.27e-003	5.7889e-006
385	0.1325	7.4097e-003	0.	2.7561e-005
386	0.11853	1.376e-002	0.	1.6916e-005
387	7.8573e-002	0.12494	0.	4.5092e-005
388	6.4353e-002	0.1303	0.	3.7678e-005
389	7.6432e-002	0.13373	1.27e-003	3.5997e-006
390	7.6697e-002	0.14307	0.	3.661e-005
391	8.9524e-002	0.13672	0.	2.6094e-005
392	8.4904e-002	0.11058	0.	6.814e-005
393	7.0497e-002	0.1099	0.	4.5187e-005
394	8.0713e-002	0.11615	1.27e-003	3.8524e-006
395	9.1664e-002	0.12158	0.	3.6007e-005
396	8.2578e-002	9.5292e-002	0.	5.9357e-005
397	8.9095e-002	0.10501	1.27e-003	1.1576e-005
398	9.5856e-002	0.10965	0.	8.0647e-005
399	0.14196	0.13569	0.	2.5531e-005
400	0.12682	0.1337	0.	2.9178e-005
401	0.12925	0.13915	1.27e-003	4.7865e-006
402	0.13202	0.14577	0.	2.364e-005
403	0.11805	0.13942	0.	1.3989e-005
404	0.16195	0.11041	0.	3.1851e-005
405	0.13998	9.3882e-002	0.	4.6576e-005
406	0.15419	9.1271e-002	0.	3.3624e-005
407	0.14711	0.10193	1.27e-003	4.4325e-006
408	0.12698	0.10176	0.	6.073e-005
409	4.0831e-002	0.12397	0.	6.0478e-005
410	5.6277e-002	0.11526	0.	4.8922e-005
411	5.2274e-002	0.12687	1.27e-003	1.9524e-006
412	5.1791e-002	0.13963	0.	4.3081e-005
413	0.15982	4.0378e-002	0.	3.0003e-005
414	0.1759	5.5914e-002	0.	3.0058e-005
415	0.16217	6.7518e-002	0.	3.227e-005
416	0.16306	5.4422e-002	1.27e-003	1.9392e-006
417	7.1808e-002	7.704e-002	0.	5.5726e-005
418	8.4962e-002	8.6503e-002	0.	6.9497e-005
419	6.8171e-002	9.461e-002	0.	6.0643e-005
420	7.6061e-002	8.5574e-002	1.27e-003	5.6038e-006
421	3.2489e-002	7.2798e-002	0.	8.7073e-005
422	2.8444e-002	4.337e-002	0.	8.3855e-005
423	3.008e-002	5.7479e-002	1.27e-003	3.1378e-006
424	1.504e-002	5.922e-002	0.	4.4362e-005
425	3.2143e-002	0.10459	0.	8.208e-005
426	5.1227e-002	7.8312e-002	0.	6.5694e-005
427	4.7589e-002	9.5882e-002	0.	7.0525e-005
428	3.4898e-002	8.8118e-002	1.27e-003	2.589e-006
429	1.7449e-002	8.9779e-002	0.	4.2694e-005
430	2.9388e-002	0.12107	1.27e-003	2.9158e-006
431	2.7521e-002	0.13673	0.	7.0485e-005
432	1.4694e-002	0.12149	0.	3.9441e-005
433	3.9038e-002	2.6994e-002	0.	6.161e-005
434	5.1267e-002	2.4727e-002	1.27e-003	2.2966e-006
435	5.1288e-002	1.2363e-002	0.	4.4481e-005
436	0.17268	2.753e-002	0.	2.8256e-005
437	0.14462	3.1866e-002	0.	3.6604e-005
438	0.15658	2.6333e-002	1.27e-003	1.6318e-006
439	0.15965	1.3167e-002	0.	2.6127e-005
440	0.20311	2.9478e-002	0.	2.5656e-005
441	0.18876	4.3066e-002	0.	2.8376e-005
442	0.18878	2.8726e-002	1.27e-003	6.4546e-007
443	0.18971	1.4363e-002	0.	2.7378e-005
444	0.23165	3.0517e-002	0.	2.1822e-005
445	0.21695	4.529e-002	0.	2.3577e-005
446	0.21743	3.023e-002	1.27e-003	4.827e-007
447	0.218	1.5115e-002	0.	2.3214e-005
448	0.26	3.0777e-002	0.	1.8544e-005
449	0.2455	4.6072e-002	0.	2.0397e-005
450	0.24586	3.0805e-002	1.27e-003	5.6842e-007
451	0.24618	1.5403e-002	0.	2.0038e-005
452	0.288	3.0286e-002	0.	1.5665e-005
453	0.27418	4.6322e-002	0.	1.6992e-005
454	0.27413	3.0749e-002	1.27e-003	4.7382e-007
455	0.27428	1.5375e-002	0.	1.7068e-005
456	0.31588	2.9884e-002	0.	1.3423e-005
457	0.30209	4.608e-002	0.	1.4412e-005
458	0.30186	2.9822e-002	1.27e-003	4.3331e-007
459	0.30211	1.4911e-002	0.	1.4728e-005
460	0.34372	3.0365e-002	0.	1.131e-005
461	0.3297	4.5777e-002	0.	1.2308e-005
462	0.32989	2.9947e-002	1.27e-003	4.1348e-007
463	0.33009	1.4974e-002	0.	1.2414e-005
464	0.37151	3.0584e-002	0.	9.3632e-006
465	0.35734	4.611e-002	0.	1.0313e-005
466	0.35754	3.0783e-002	1.27e-003	3.9075e-007
467	0.35788	1.5392e-002	0.	1.0373e-005
468	0.39954	3.0197e-002	0.	7.5629e-006
469	0.38531	4.5656e-002	0.	8.4471e-006
470	0.38547	3.0384e-002	1.27e-003	3.4396e-007
471	0.38581	1.5192e-002	0.	8.4983e-006
472	0.42756	3.0016e-002	0.	5.9684e-006
473	0.41333	4.5219e-002	0.	6.7611e-006
474	0.41361	3.0009e-002	1.27e-003	2.987e-007
475	0.41385	1.5005e-002	0.	6.7641e-006
476	0.45547	3.0012e-002	0.	4.5916e-006
477	0.44124	4.5264e-002	0.	5.2859e-006
478	0.44151	3.0023e-002	1.27e-003	2.585e-007
479	0.44177	1.5012e-002	0.	5.2605e-006
480	0.48339	2.9979e-002	0.	3.427e-006
481	0.46915	4.5324e-002	0.	4.023e-006
482	0.46943	3.e-002	1.27e-003	2.1172e-007
483	0.46969	1.5e-002	0.	3.9836e-006
484	0.51133	3.0106e-002	0.	2.4797e-006
485	0.49707	4.5382e-002	0.	2.9761e-006
486	0.49736	2.9958e-002	1.27e-003	1.6981e-007
487	0.49762	1.4979e-002	0.	2.9146e-006
488	0.5393	3.0263e-002	0.	1.7438e-006
489	0.525	4.5528e-002	0.	2.1532e-006
490	0.5253	3.0254e-002	1.27e-003	1.3042e-007
491	0.52555	1.5127e-002	0.	2.0592e-006
492	0.56733	3.0315e-002	0.	1.2104e-006
493	0.55315	4.5567e-002	0.	1.5432e-006
494	0.55331	3.0272e-002	1.27e-003	8.9994e-008
495	0.55352	1.5136e-002	0.	1.3952e-006
496	0.58118	4.557e-002	0.	1.1517e-006
497	0.58134	3.0358e-002	1.27e-003	5.9096e-008
498	0.58151	1.5179e-002	0.	9.0677e-007
499	0.59547	3.0419e-002	0.	8.7868e-007
500	0.58101	7.6131e-002	0.	1.3301e-006
501	0.567	6.0822e-002	0.	1.5245e-006
502	0.58101	6.0782e-002	1.27e-003	5.6955e-008
503	0.5953	6.0871e-002	0.	1.2465e-006
504	0.58113	0.10663	0.	1.1527e-006
505	0.56692	9.144e-002	0.	1.5265e-006
506	0.58101	9.1481e-002	1.27e-003	5.6599e-008
507	0.5953	9.146e-002	0.	1.2463e-006
508	0.56724	0.12183	0.	1.2116e-006
509	0.58126	0.12178	1.27e-003	5.9509e-008
510	0.59543	0.12185	0.	8.7947e-007
511	0.58146	0.13709	0.	9.0902e-007
512	0.5391	0.12184	0.	1.7412e-006
513	0.55302	0.10664	0.	1.5454e-006
514	0.55321	0.12188	1.27e-003	9.0833e-008
515	0.55348	0.13714	0.	1.395e-006
516	0.51092	0.12179	0.	2.4785e-006
517	0.52489	0.10658	0.	2.1543e-006
518	0.52499	0.12179	1.27e-003	1.3179e-007
519	0.5254	0.1371	0.	2.0648e-006
520	0.48297	0.1217	0.	3.4273e-006
521	0.49683	0.10652	0.	2.9843e-006
