Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1042	0.16271	0.	1.27e-003	1.4681e+005
1043	0.12081	0.	2.54e-003	3.2471e+006
1044	0.13478	0.	1.27e-003	1.3935e+005
1045	0.10685	0.	1.27e-003	5.4395e+005
1046	8.9789e-002	-4.4489e-032	2.54e-003	4.5983e+006
1047	0.10262	-5.0845e-032	1.27e-003	5.4495e+005
1048	6.4135e-002	-3.1778e-032	2.54e-003	7.5963e+006
1049	7.6962e-002	0.	1.27e-003	65518
1050	3.8481e-002	-1.9067e-032	2.54e-003	9.2702e+006
1051	5.1308e-002	0.	1.27e-003	3.489e+005
1052	1.2827e-002	-6.3556e-033	2.54e-003	6.9417e+006
1053	2.5654e-002	0.	1.27e-003	2.3328e+005
1054	0.	0.	1.27e-003	2.4533e+006
1055	1.2827e-002	0.1524	2.54e-003	7.0153e+006
1056	1.3323e-015	0.1524	1.27e-003	2.1803e+006
1057	3.8481e-002	0.1524	2.54e-003	9.2439e+006
1058	2.5654e-002	0.1524	1.27e-003	2.111e+005
1059	6.4135e-002	0.1524	2.54e-003	7.6105e+006
1060	5.1308e-002	0.1524	1.27e-003	2.7537e+005
1061	8.9789e-002	0.1524	2.54e-003	4.67e+006
1062	7.6962e-002	0.1524	1.27e-003	1.0777e+005
1063	0.10262	0.1524	1.27e-003	8.2465e+005
1064	6.4135e-002	0.1524	0.	7.6105e+006
1065	8.9789e-002	0.1524	0.	4.67e+006
1066	3.8481e-002	0.1524	0.	9.2439e+006
1067	1.2827e-002	0.1524	0.	7.0153e+006
1068	0.10262	0.14605	0.	3.4542e+006
1069	1.199e-015	0.13716	0.	5.7646e+006
1070	3.8481e-002	-1.9067e-032	0.	9.2702e+006
1071	1.2827e-002	-6.3556e-033	0.	6.9417e+006
1072	6.4135e-002	-3.1778e-032	0.	7.5963e+006
1073	8.9789e-002	-4.4489e-032	0.	4.5983e+006
1074	0.10262	6.35e-003	0.	4.2064e+006
1075	1.3323e-016	1.524e-002	0.	5.6613e+006
1076	0.14875	0.	0.	4.5932e+006
1077	0.12081	0.	0.	3.2471e+006
1078	0.17668	0.	0.	5.284e+006
1079	0.20461	0.	0.	5.0465e+006
1080	0.23254	0.	0.	4.4731e+006
1081	0.26047	0.	0.	3.8665e+006
1082	0.2884	0.	0.	3.2899e+006
1083	0.31633	0.	0.	2.7552e+006
1084	0.34426	0.	0.	2.2649e+006
1085	0.37219	0.	0.	1.8261e+006
1086	0.40012	0.	0.	1.4383e+006
1087	0.42805	0.	0.	1.0956e+006
1088	0.45598	0.	0.	8.0175e+005
1089	0.48391	0.	0.	5.5749e+005
1090	0.51184	0.	0.	3.6057e+005
1091	0.53977	0.	0.	2.1063e+005
1092	0.5677	0.	0.	1.0773e+005
1093	0.59563	0.	0.	48983
1094	0.10685	6.35e-003	0.	2.3278e+006
1095	0.6096	1.524e-002	0.	43081
1096	9.3259e-016	0.10668	0.	7.1043e+006
1097	6.6613e-016	7.62e-002	0.	7.2562e+006
1098	3.9968e-016	4.572e-002	0.	7.0297e+006
1099	0.6096	4.572e-002	0.	70909
1100	0.6096	7.62e-002	0.	85020
1101	0.6096	0.10668	0.	70954
1102	0.6096	0.13716	0.	43138
1103	0.59563	0.1524	0.	49062
1104	0.5677	0.1524	0.	1.077e+005
1105	0.53977	0.1524	0.	2.1102e+005
1106	0.51184	0.1524	0.	3.6126e+005
1107	0.48391	0.1524	0.	5.5846e+005
1108	0.45598	0.1524	0.	8.0321e+005
1109	0.42805	0.1524	0.	1.096e+006
1110	0.40012	0.1524	0.	1.4347e+006
1111	0.37219	0.1524	0.	1.8263e+006
1112	0.34426	0.1524	0.	2.2664e+006
1113	0.31633	0.1524	0.	2.7534e+006
1114	0.2884	0.1524	0.	3.2938e+006
1115	0.26047	0.1524	0.	3.9107e+006
1116	0.23254	0.1524	0.	4.5046e+006
1117	0.20461	0.1524	0.	5.1278e+006
1118	0.17668	0.1524	0.	5.4245e+006
1119	0.14875	0.1524	0.	4.5342e+006
1120	0.12081	0.1524	0.	3.0458e+006
1121	0.10685	0.14605	0.	1.8547e+006
1122	0.10262	3.175e-002	0.	1.2232e+007
1123	0.10262	4.445e-002	0.	1.8857e+007
1124	0.10262	1.905e-002	0.	9.081e+006
1125	0.10473	5.08e-002	0.	2.144e+007
1126	0.10685	1.905e-002	0.	5.128e+006
1127	0.10685	3.175e-002	0.	9.7269e+006
1128	0.10685	4.445e-002	0.	1.693e+007
1129	0.10262	0.12065	0.	9.4346e+006
1130	0.10262	0.10795	0.	2.4066e+007
1131	0.10262	0.13335	0.	5.5819e+006
1132	0.10473	0.1016	0.	2.7092e+007
1133	0.10685	0.13335	0.	3.327e+006
1134	0.10685	0.12065	0.	7.8277e+006
1135	0.10685	0.10795	0.	1.5863e+007
