Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
70	0.52478	9.1364e-002	0.	2.9207e+005
71	0.49681	9.126e-002	0.	4.6137e+005
72	0.4689	9.1131e-002	0.	6.8016e+005
73	0.4409	9.0971e-002	0.	9.4783e+005
74	0.41304	9.112e-002	0.	1.2626e+006
75	0.38523	9.1576e-002	0.	1.6233e+006
76	0.35726	9.2601e-002	0.	2.0327e+006
77	0.3298	9.2457e-002	0.	2.4795e+006
78	0.30192	9.3087e-002	0.	2.9765e+006
79	0.27302	9.2152e-002	0.	3.5297e+006
80	0.24363	9.1634e-002	0.	4.1134e+006
81	0.18547	8.8087e-002	0.	5.5522e+006
82	0.21353	9.1046e-002	0.	4.7833e+006
83	0.12439	0.12825	0.	3.4549e+006
84	8.0316e-002	2.9992e-002	0.	6.6766e+006
85	6.7555e-002	6.8505e-002	0.	9.3483e+006
86	2.6809e-002	2.9261e-002	0.	9.7912e+006
87	0.12502	2.5807e-002	0.	4.3786e+006
88	0.13266	3.7398e-002	0.	7.2147e+006
89	0.11634	6.4848e-002	0.	1.2859e+007
90	0.10723	9.3445e-002	0.	2.0004e+007
91	0.11704	9.1765e-002	0.	1.1476e+007
92	0.10148	9.3249e-002	0.	2.2895e+007
93	9.3863e-002	8.7432e-002	0.	1.6448e+007
94	0.13285	8.5837e-002	0.	1.0232e+007
95	0.10288	7.8964e-002	0.	1.5311e+007
96	0.16128	8.0615e-002	0.	6.2256e+006
97	0.10796	8.5863e-002	0.	1.6191e+007
98	0.10031	8.9195e-002	0.	1.8161e+007
99	0.11958	7.775e-002	0.	1.2217e+007
100	0.11596	8.5048e-002	0.	1.2889e+007
101	6.028e-002	0.10365	0.	9.5886e+006
102	6.028e-002	0.10365	2.54e-003	9.5886e+006
103	0.11596	8.5048e-002	2.54e-003	1.2889e+007
104	0.11958	7.775e-002	2.54e-003	1.2217e+007
105	0.10031	8.9195e-002	2.54e-003	1.8161e+007
106	0.10796	8.5863e-002	2.54e-003	1.6191e+007
107	0.16128	8.0615e-002	2.54e-003	6.2256e+006
108	0.10288	7.8964e-002	2.54e-003	1.5311e+007
109	0.13285	8.5837e-002	2.54e-003	1.0232e+007
110	9.3863e-002	8.7432e-002	2.54e-003	1.6448e+007
111	0.10148	9.3249e-002	2.54e-003	2.2895e+007
112	0.11704	9.1765e-002	2.54e-003	1.1476e+007
113	0.10723	9.3445e-002	2.54e-003	2.0004e+007
114	0.11634	6.4848e-002	2.54e-003	1.2859e+007
115	0.13266	3.7398e-002	2.54e-003	7.2147e+006
116	0.12502	2.5807e-002	2.54e-003	4.3786e+006
117	2.6809e-002	2.9261e-002	2.54e-003	9.7912e+006
118	6.7555e-002	6.8505e-002	2.54e-003	9.3483e+006
119	8.0316e-002	2.9992e-002	2.54e-003	6.6766e+006
120	0.12439	0.12825	2.54e-003	3.4549e+006
121	0.21353	9.1046e-002	2.54e-003	4.7833e+006
122	0.18547	8.8087e-002	2.54e-003	5.5522e+006
123	0.24363	9.1634e-002	2.54e-003	4.1134e+006
124	0.27302	9.2152e-002	2.54e-003	3.5297e+006
125	0.30192	9.3087e-002	2.54e-003	2.9765e+006
126	0.3298	9.2457e-002	2.54e-003	2.4795e+006
127	0.35726	9.2601e-002	2.54e-003	2.0327e+006
128	0.38523	9.1576e-002	2.54e-003	1.6233e+006
129	0.41304	9.112e-002	2.54e-003	1.2626e+006
130	0.4409	9.0971e-002	2.54e-003	9.4783e+005
131	0.4689	9.1131e-002	2.54e-003	6.8016e+005
132	0.49681	9.126e-002	2.54e-003	4.6137e+005
133	0.52478	9.1364e-002	2.54e-003	2.9207e+005
134	0.55283	9.1399e-002	2.54e-003	1.74e+005
135	0.55298	6.0862e-002	2.54e-003	1.7337e+005
136	0.52471	6.0802e-002	2.54e-003	2.9206e+005
137	0.49678	6.0805e-002	2.54e-003	4.6139e+005
138	0.46887	6.0649e-002	2.54e-003	6.7998e+005
139	0.44097	6.0505e-002	2.54e-003	9.4693e+005
140	0.41306	6.0428e-002	2.54e-003	1.2627e+006
141	0.38514	6.0928e-002	2.54e-003	1.6263e+006
142	0.35713	6.1437e-002	2.54e-003	2.0332e+006
143	0.32951	6.1607e-002	2.54e-003	2.4819e+006
144	0.30231	6.2339e-002	2.54e-003	2.9673e+006
145	0.27423	6.1895e-002	2.54e-003	3.5042e+006
146	0.24513	6.1339e-002	2.54e-003	4.1063e+006
147	0.21647	6.0351e-002	2.54e-003	4.6931e+006
148	0.18874	5.7406e-002	2.54e-003	5.41e+006
149	0.15468	0.13224	2.54e-003	5.2362e+006
150	0.17679	0.11889	2.54e-003	5.7395e+006
151	0.21317	0.12119	2.54e-003	4.921e+006
152	0.24395	0.12177	2.54e-003	4.1425e+006
153	0.27309	0.12253	2.54e-003	3.5585e+006
154	0.30171	0.12267	2.54e-003	2.9974e+006
155	0.3299	0.1228	2.54e-003	2.4879e+006
156	0.3581	0.12353	2.54e-003	2.0254e+006
157	0.38576	0.12199	2.54e-003	1.6173e+006
158	0.41339	0.12168	2.54e-003	1.2571e+006
159	0.44121	0.12151	2.54e-003	9.4234e+005
160	0.46907	0.12162	2.54e-003	6.7468e+005
161	0.49686	0.12179	2.54e-003	4.5444e+005
162	0.52499	0.12179	2.54e-003	2.8158e+005
163	0.55321	0.12188	2.54e-003	1.5751e+005
164	0.58126	0.12178	2.54e-003	84108
165	0.58101	9.1481e-002	2.54e-003	1.0723e+005
166	0.58101	6.0782e-002	2.54e-003	1.0732e+005
167	0.58134	3.0358e-002	2.54e-003	83793
168	0.55331	3.0272e-002	2.54e-003	1.5716e+005
169	0.5253	3.0254e-002	2.54e-003	2.7996e+005
170	0.49736	2.9958e-002	2.54e-003	4.5124e+005
171	0.46943	3.e-002	2.54e-003	6.7107e+005
172	0.44151	3.0023e-002	2.54e-003	9.3933e+005
173	0.41361	3.0009e-002	2.54e-003	1.2559e+006
174	0.38547	3.0384e-002	2.54e-003	1.6225e+006
175	0.35754	3.0783e-002	2.54e-003	2.0328e+006
176	0.32989	2.9947e-002	2.54e-003	2.4861e+006
177	0.30186	2.9822e-002	2.54e-003	2.9898e+006
178	0.27413	3.0749e-002	2.54e-003	3.531e+006
179	0.24586	3.0805e-002	2.54e-003	4.1185e+006
180	0.21743	3.023e-002	2.54e-003	4.7278e+006
181	0.18878	2.8726e-002	2.54e-003	5.3433e+006
182	0.15658	2.6333e-002	2.54e-003	5.3456e+006
183	5.1267e-002	2.4727e-002	2.54e-003	8.871e+006
184	2.9388e-002	0.12107	2.54e-003	9.8146e+006
185	3.4898e-002	8.8118e-002	2.54e-003	9.9706e+006
186	3.008e-002	5.7479e-002	2.54e-003	1.0519e+007
187	7.6061e-002	8.5574e-002	2.54e-003	1.0266e+007
188	0.16306	5.4422e-002	2.54e-003	6.0472e+006
189	5.2274e-002	0.12687	2.54e-003	8.5195e+006
190	0.14711	0.10193	2.54e-003	6.3278e+006
191	0.12925	0.13915	2.54e-003	4.8005e+006
192	8.9095e-002	0.10501	2.54e-003	1.2426e+007
193	8.0713e-002	0.11615	2.54e-003	8.4543e+006
194	7.6432e-002	0.13373	2.54e-003	7.0166e+006
195	0.13022	1.4819e-002	2.54e-003	5.2557e+006
196	6.3442e-002	5.0016e-002	2.54e-003	8.3106e+006
197	7.5725e-002	1.7591e-002	2.54e-003	6.5161e+006
198	0.13255	0.11811	2.54e-003	6.7227e+006
199	9.7341e-002	9.8667e-002	2.54e-003	2.0786e+007
200	9.67e-002	7.113e-002	2.54e-003	1.6461e+007
201	0.13699	5.2584e-002	2.54e-003	7.5388e+006
202	0.1375	6.9458e-002	2.54e-003	8.8762e+006
203	0.10685	0.1397	2.54e-003	1.4961e+006
204	0.10685	0.127	2.54e-003	5.5006e+006
205	0.10685	0.1143	2.54e-003	1.0204e+007
206	0.10685	0.1016	2.54e-003	2.2158e+007
207	0.10262	0.1016	2.54e-003	4.248e+007
208	0.10262	0.1143	2.54e-003	1.1985e+007
209	0.10262	0.127	2.54e-003	7.1662e+006
210	0.10262	0.1397	2.54e-003	4.1173e+006
211	0.10685	1.27e-002	2.54e-003	2.3431e+006
212	0.10685	2.54e-002	2.54e-003	8.1197e+006
213	0.10685	3.81e-002	2.54e-003	1.1455e+007
214	0.10685	5.08e-002	2.54e-003	2.3673e+007
215	0.10262	5.08e-002	2.54e-003	2.5944e+007
216	0.10262	3.81e-002	2.54e-003	1.2204e+007
217	0.10262	2.54e-002	2.54e-003	1.2694e+007
218	0.10262	1.27e-002	2.54e-003	5.5431e+006
219	0.10685	0.1524	2.54e-003	2.3909e+006
220	0.13478	0.1524	2.54e-003	3.7733e+006
221	0.16271	0.1524	2.54e-003	5.3617e+006
222	0.19064	0.1524	2.54e-003	5.4955e+006
223	0.21857	0.1524	2.54e-003	4.7735e+006
224	0.2465	0.1524	2.54e-003	4.2462e+006
225	0.27443	0.1524	2.54e-003	3.5767e+006
226	0.30236	0.1524	2.54e-003	3.0114e+006
227	0.33029	0.1524	2.54e-003	2.4959e+006
228	0.35822	0.1524	2.54e-003	2.0376e+006
229	0.38616	0.1524	2.54e-003	1.6154e+006
230	0.41409	0.1524	2.54e-003	1.2546e+006
231	0.44202	0.1524	2.54e-003	9.3803e+005
232	0.46995	0.1524	2.54e-003	6.6933e+005
233	0.49788	0.1524	2.54e-003	4.4887e+005
234	0.52581	0.1524	2.54e-003	2.7532e+005
235	0.55374	0.1524	2.54e-003	1.4905e+005
236	0.58167	0.1524	2.54e-003	69222
237	0.6096	0.1524	2.54e-003	31715
238	0.6096	0.12192	2.54e-003	57104
239	0.6096	9.144e-002	2.54e-003	85250
240	0.6096	6.096e-002	2.54e-003	85141
241	0.6096	3.048e-002	2.54e-003	57117
242	2.6645e-016	3.048e-002	2.54e-003	6.8258e+006
243	5.3291e-016	6.096e-002	2.54e-003	7.2474e+006
244	7.9936e-016	9.144e-002	2.54e-003	7.2656e+006
245	1.0658e-015	0.12192	2.54e-003	6.9508e+006
246	0.6096	0.	2.54e-003	31584
247	0.58167	0.	2.54e-003	69275
248	0.55374	0.	2.54e-003	1.4897e+005
249	0.52581	0.	2.54e-003	2.747e+005
250	0.49788	0.	2.54e-003	4.4812e+005
251	0.46995	0.	2.54e-003	6.6813e+005
252	0.44202	0.	2.54e-003	9.363e+005
253	0.41409	0.	2.54e-003	1.2557e+006
254	0.38616	0.	2.54e-003	1.6215e+006
255	0.35822	0.	2.54e-003	2.0314e+006
256	0.33029	0.	2.54e-003	2.4988e+006
257	0.30236	0.	2.54e-003	3.0121e+006
258	0.27443	0.	2.54e-003	3.5686e+006
259	0.2465	0.	2.54e-003	4.1653e+006
260	0.21857	0.	2.54e-003	4.7818e+006
261	0.19064	0.	2.54e-003	5.313e+006
262	0.16271	0.	2.54e-003	5.2828e+006
263	0.13478	0.	2.54e-003	3.9187e+006
264	0.10685	0.	2.54e-003	2.6974e+006
265	0.10262	0.	2.54e-003	3.2652e+006
266	7.6962e-002	-3.8133e-032	2.54e-003	6.0447e+006
267	5.1308e-002	-2.5422e-032	2.54e-003	9.1811e+006
268	2.5654e-002	-1.2711e-032	2.54e-003	9.4247e+006
269	0.	0.	2.54e-003	5.0132e+006
270	1.e-015	0.1524	2.54e-003	4.9774e+006
271	2.5654e-002	0.1524	2.54e-003	9.5204e+006
272	5.1308e-002	0.1524	2.54e-003	9.0411e+006
273	7.6962e-002	0.1524	2.54e-003	6.1889e+006
274	0.10262	0.1524	2.54e-003	3.3295e+006
275	7.6962e-002	0.1524	0.	6.1889e+006
276	5.1308e-002	0.1524	0.	9.0411e+006
277	2.5654e-002	0.1524	0.	9.5204e+006
278	0.10262	0.1524	0.	3.3295e+006
279	1.e-015	0.1524	0.	4.9774e+006
280	2.5654e-002	-1.2711e-032	0.	9.4247e+006
281	5.1308e-002	-2.5422e-032	0.	9.1811e+006
282	7.6962e-002	-3.8133e-032	0.	6.0447e+006
283	0.10262	0.	0.	3.2652e+006
284	0.	0.	0.	5.0132e+006
285	0.13478	0.	0.	3.9187e+006
286	0.16271	0.	0.	5.2828e+006
287	0.19064	0.	0.	5.313e+006
288	0.21857	0.	0.	4.7818e+006
289	0.2465	0.	0.	4.1653e+006
290	0.27443	0.	0.	3.5686e+006
291	0.30236	0.	0.	3.0121e+006
292	0.33029	0.	0.	2.4988e+006
293	0.35822	0.	0.	2.0314e+006
294	0.38616	0.	0.	1.6215e+006
295	0.41409	0.	0.	1.2557e+006
296	0.44202	0.	0.	9.363e+005
297	0.46995	0.	0.	6.6813e+005
298	0.49788	0.	0.	4.4812e+005
299	0.52581	0.	0.	2.747e+005
300	0.55374	0.	0.	1.4897e+005
301	0.58167	0.	0.	69275
302	0.10685	0.	0.	2.6974e+006
303	0.6096	0.	0.	31584
304	1.0658e-015	0.12192	0.	6.9508e+006
305	7.9936e-016	9.144e-002	0.	7.2656e+006
306	5.3291e-016	6.096e-002	0.	7.2474e+006
307	2.6645e-016	3.048e-002	0.	6.8258e+006
308	0.6096	3.048e-002	0.	57117
309	0.6096	6.096e-002	0.	85141
310	0.6096	9.144e-002	0.	85250
311	0.6096	0.12192	0.	57104
312	0.6096	0.1524	0.	31715
313	0.58167	0.1524	0.	69222
314	0.55374	0.1524	0.	1.4905e+005
315	0.52581	0.1524	0.	2.7532e+005
316	0.49788	0.1524	0.	4.4887e+005
317	0.46995	0.1524	0.	6.6933e+005
318	0.44202	0.1524	0.	9.3802e+005
319	0.41409	0.1524	0.	1.2546e+006
320	0.38616	0.1524	0.	1.6154e+006
321	0.35822	0.1524	0.	2.0376e+006
322	0.33029	0.1524	0.	2.4959e+006
323	0.30236	0.1524	0.	3.0114e+006
324	0.27443	0.1524	0.	3.5767e+006
325	0.2465	0.1524	0.	4.2462e+006
326	0.21857	0.1524	0.	4.7735e+006
327	0.19064	0.1524	0.	5.4955e+006
328	0.16271	0.1524	0.	5.3617e+006
329	0.13478	0.1524	0.	3.7733e+006
330	0.10685	0.1524	0.	2.3909e+006
331	0.10262	3.81e-002	0.	1.2204e+007
332	0.10262	2.54e-002	0.	1.2694e+007
333	0.10262	1.27e-002	0.	5.5431e+006
334	0.10262	5.08e-002	0.	2.5944e+007
335	0.10685	1.27e-002	0.	2.3431e+006
336	0.10685	2.54e-002	0.	8.1197e+006
337	0.10685	3.81e-002	0.	1.1455e+007
338	0.10685	5.08e-002	0.	2.3673e+007
339	0.10262	0.1143	0.	1.1985e+007
340	0.10262	0.127	0.	7.1662e+006
341	0.10262	0.1397	0.	4.1173e+006
342	0.10262	0.1016	0.	4.248e+007
343	0.10685	0.1397	0.	1.4961e+006
344	0.10685	0.127	0.	5.5006e+006
345	0.10685	0.1143	0.	1.0204e+007
346	0.10685	0.1016	0.	2.2158e+007
347	0.13724	6.1021e-002	0.	8.18e+006
348	0.12692	6.7153e-002	0.	1.0791e+007
349	0.13517	7.7647e-002	0.	9.5025e+006
350	0.14939	7.5037e-002	0.	7.5448e+006
351	0.1375	6.9458e-002	1.27e-003	5.7706e+005
352	0.15002	5.3503e-002	0.	6.7601e+006
353	0.13482	4.4991e-002	0.	7.3288e+006
354	0.13699	5.2584e-002	1.27e-003	4.4776e+005
355	0.12192	5.1692e-002	0.	1.5354e+007
356	8.638e-002	7.8352e-002	0.	1.3013e+007
357	0.10652	6.7989e-002	0.	1.44e+007
358	9.979e-002	7.5047e-002	0.	1.5831e+007
359	9.67e-002	7.113e-002	1.27e-003	6.7574e+005
360	9.9658e-002	6.0965e-002	0.	2.0852e+007
361	9.3218e-002	0.10184	0.	1.6542e+007
362	9.9408e-002	9.5958e-002	0.	2.1077e+007
363	9.5602e-002	9.305e-002	0.	1.8244e+007
364	9.7341e-002	9.8667e-002	1.27e-003	2.391e+006
365	9.9978e-002	0.10013	0.	3.0998e+007
366	0.13983	0.11002	0.	6.4479e+006
367	0.14361	0.12517	0.	5.9257e+006
368	0.12847	0.12318	0.	4.8791e+006
369	0.13255	0.11811	1.27e-003	8.8462e+005
370	0.1197	0.11621	0.	7.0287e+006
371	6.3496e-002	2.1159e-002	0.	7.6752e+006
372	7.802e-002	2.3792e-002	0.	6.5926e+006
373	7.5725e-002	1.7591e-002	1.27e-003	3.7586e+005
374	7.6343e-002	8.7957e-003	0.	6.2619e+006
375	8.917e-002	1.5146e-002	0.	5.6883e+006
376	4.6761e-002	5.3747e-002	0.	9.2828e+006
377	5.7355e-002	3.7371e-002	0.	8.5839e+006
378	7.1879e-002	4.0004e-002	0.	7.4694e+006
379	6.5499e-002	5.9261e-002	0.	8.7944e+006
380	6.3442e-002	5.0016e-002	1.27e-003	4.6733e+005
381	8.3029e-002	4.4058e-002	0.	9.9521e+006
382	0.1434	2.0576e-002	0.	5.1722e+006
383	0.12762	2.0313e-002	0.	4.8055e+006
384	0.13022	1.4819e-002	1.27e-003	5.1943e+005
385	0.1325	7.4097e-003	0.	4.5412e+006
386	0.11853	1.376e-002	0.	3.6097e+006
387	7.8573e-002	0.12494	0.	7.7241e+006
388	6.4353e-002	0.1303	0.	7.7073e+006
389	7.6432e-002	0.13373	1.27e-003	3.2299e+005
390	7.6697e-002	0.14307	0.	6.5743e+006
391	8.9524e-002	0.13672	0.	5.3952e+006
392	8.4904e-002	0.11058	0.	1.0433e+007
393	7.0497e-002	0.1099	0.	8.8073e+006
394	8.0713e-002	0.11615	1.27e-003	3.4567e+005
395	9.1664e-002	0.12158	0.	7.3581e+006
396	8.2578e-002	9.5292e-002	0.	1.0953e+007
397	8.9095e-002	0.10501	1.27e-003	1.0387e+006
398	9.5856e-002	0.10965	0.	1.1028e+007
399	0.14196	0.13569	0.	4.8546e+006
400	0.12682	0.1337	0.	4.0992e+006
401	0.12925	0.13915	1.27e-003	4.2948e+005
402	0.13202	0.14577	0.	4.2301e+006
403	0.11805	0.13942	0.	3.0613e+006
404	0.16195	0.11041	0.	6.0282e+006
405	0.13998	9.3882e-002	0.	8.266e+006
406	0.15419	9.1271e-002	0.	6.2709e+006
407	0.14711	0.10193	1.27e-003	3.9772e+005
408	0.12698	0.10176	0.	1.3103e+007
409	4.0831e-002	0.12397	0.	9.0952e+006
410	5.6277e-002	0.11526	0.	9.0426e+006
411	5.2274e-002	0.12687	1.27e-003	1.7518e+005
412	5.1791e-002	0.13963	0.	8.7738e+006
413	0.15982	4.0378e-002	0.	5.6822e+006
414	0.1759	5.5914e-002	0.	5.7278e+006
415	0.16217	6.7518e-002	0.	6.1346e+006
416	0.16306	5.4422e-002	1.27e-003	1.74e+005
417	7.1808e-002	7.704e-002	0.	9.725e+006
418	8.4962e-002	8.6503e-002	0.	1.3246e+007
419	6.8171e-002	9.461e-002	0.	9.9168e+006
420	7.6061e-002	8.5574e-002	1.27e-003	5.0282e+005
421	3.2489e-002	7.2798e-002	0.	1.023e+007
422	2.8444e-002	4.337e-002	0.	1.0135e+007
423	3.008e-002	5.7479e-002	1.27e-003	2.8155e+005
424	1.504e-002	5.922e-002	0.	8.743e+006
425	3.2143e-002	0.10459	0.	9.8656e+006
426	5.1227e-002	7.8312e-002	0.	9.5211e+006
427	4.7589e-002	9.5882e-002	0.	9.6828e+006
428	3.4898e-002	8.8118e-002	1.27e-003	2.3231e+005
429	1.7449e-002	8.9779e-002	0.	8.4589e+006
430	2.9388e-002	0.12107	1.27e-003	2.6163e+005
431	2.7521e-002	0.13673	0.	9.5883e+006
432	1.4694e-002	0.12149	0.	8.2577e+006
433	3.9038e-002	2.6994e-002	0.	9.2404e+006
434	5.1267e-002	2.4727e-002	1.27e-003	2.0607e+005
435	5.1288e-002	1.2363e-002	0.	9.0198e+006
436	0.17268	2.753e-002	0.	5.3361e+006
437	0.14462	3.1866e-002	0.	6.2446e+006
438	0.15658	2.6333e-002	1.27e-003	1.4642e+005
439	0.15965	1.3167e-002	0.	5.3023e+006
440	0.20311	2.9478e-002	0.	5.0353e+006
441	0.18876	4.3066e-002	0.	5.3756e+006
442	0.18878	2.8726e-002	1.27e-003	57915
443	0.18971	1.4363e-002	0.	5.3277e+006
444	0.23165	3.0517e-002	0.	4.423e+006
445	0.21695	4.529e-002	0.	4.7097e+006
446	0.21743	3.023e-002	1.27e-003	43311
447	0.218	1.5115e-002	0.	4.7535e+006
448	0.26	3.0777e-002	0.	3.8245e+006
449	0.2455	4.6072e-002	0.	4.1113e+006
450	0.24586	3.0805e-002	1.27e-003	51003
451	0.24618	1.5403e-002	0.	4.1401e+006
452	0.288	3.0286e-002	0.	3.2602e+006
453	0.27418	4.6322e-002	0.	3.516e+006
454	0.27413	3.0749e-002	1.27e-003	42515
455	0.27428	1.5375e-002	0.	3.5477e+006
456	0.31588	2.9884e-002	0.	2.7378e+006
457	0.30209	4.608e-002	0.	2.9766e+006
458	0.30186	2.9822e-002	1.27e-003	38880
459	0.30211	1.4911e-002	0.	2.9985e+006
460	0.34372	3.0365e-002	0.	2.2593e+006
461	0.3297	4.5777e-002	0.	2.4817e+006
462	0.32989	2.9947e-002	1.27e-003	37100
463	0.33009	1.4974e-002	0.	2.4901e+006
464	0.37151	3.0584e-002	0.	1.8276e+006
465	0.35734	4.611e-002	0.	2.0305e+006
466	0.35754	3.0783e-002	1.27e-003	35062
467	0.35788	1.5392e-002	0.	2.0299e+006
468	0.39954	3.0197e-002	0.	1.4391e+006
469	0.38531	4.5656e-002	0.	1.622e+006
470	0.38547	3.0384e-002	1.27e-003	30862
471	0.38581	1.5192e-002	0.	1.6196e+006
472	0.42756	3.0016e-002	0.	1.0975e+006
473	0.41333	4.5219e-002	0.	1.2568e+006
474	0.41361	3.0009e-002	1.27e-003	26802
475	0.41385	1.5005e-002	0.	1.2533e+006
476	0.45547	3.0012e-002	0.	8.0501e+005
477	0.44124	4.5264e-002	0.	9.4058e+005
478	0.44151	3.0023e-002	1.27e-003	23195
479	0.44177	1.5012e-002	0.	9.3536e+005
480	0.48339	2.9979e-002	0.	5.609e+005
481	0.46915	4.5324e-002	0.	6.7291e+005
482	0.46943	3.e-002	1.27e-003	18997
483	0.46969	1.5e-002	0.	6.6709e+005
484	0.51133	3.0106e-002	0.	3.652e+005
485	0.49707	4.5382e-002	0.	4.5371e+005
486	0.49736	2.9958e-002	1.27e-003	15236
487	0.49762	1.4979e-002	0.	4.4703e+005
488	0.5393	3.0263e-002	0.	2.1794e+005
489	0.525	4.5528e-002	0.	2.8339e+005
490	0.5253	3.0254e-002	1.27e-003	11702
491	0.52555	1.5127e-002	0.	2.7462e+005
492	0.56733	3.0315e-002	0.	1.1934e+005
493	0.55315	4.5567e-002	0.	1.6297e+005
494	0.55331	3.0272e-002	1.27e-003	8074.9
495	0.55352	1.5136e-002	0.	1.5016e+005
496	0.58118	4.557e-002	0.	94079
497	0.58134	3.0358e-002	1.27e-003	5302.6
498	0.58151	1.5179e-002	0.	73873
499	0.59547	3.0419e-002	0.	69446
500	0.58101	7.6131e-002	0.	1.0648e+005
501	0.567	6.0822e-002	0.	1.3877e+005
502	0.58101	6.0782e-002	1.27e-003	5110.5
503	0.5953	6.0871e-002	0.	95711
504	0.58113	0.10663	0.	94215
505	0.56692	9.144e-002	0.	1.3906e+005
506	0.58101	9.1481e-002	1.27e-003	5078.5
507	0.5953	9.146e-002	0.	95719
508	0.56724	0.12183	0.	1.1966e+005
509	0.58126	0.12178	1.27e-003	5339.7
510	0.59543	0.12185	0.	69624
511	0.58146	0.13709	0.	73989
512	0.5391	0.12184	0.	2.189e+005
513	0.55302	0.10664	0.	1.6345e+005
514	0.55321	0.12188	1.27e-003	8150.3
515	0.55348	0.13714	0.	1.5039e+005
516	0.51092	0.12179	0.	3.6762e+005
517	0.52489	0.10658	0.	2.8426e+005
518	0.52499	0.12179	1.27e-003	11825
519	0.5254	0.1371	0.	2.7565e+005
520	0.48297	0.1217	0.	5.6431e+005
521	0.49683	0.10652	0.	4.5533e+005
522	0.49686	0.12179	1.27e-003	15630
523	0.49737	0.13709	0.	4.4892e+005
524	0.45514	0.12156	0.	8.0832e+005
525	0.46899	0.10637	0.	6.7482e+005
526	0.46907	0.12162	1.27e-003	19347
527	0.46951	0.13701	0.	6.6936e+005
528	0.4273	0.1216	0.	1.0996e+006
529	0.44106	0.10624	0.	9.4251e+005
530	0.44121	0.12151	1.27e-003	22733
