Node Number	X Location (m)	Y Location (m)	Z Location (m)	Maximum Principal Stress (Pa)
417	7.1808e-002	7.704e-002	0.	-2.8204e+005
418	8.4962e-002	8.6503e-002	0.	5.1049e+005
419	6.8171e-002	9.461e-002	0.	1.0583e+005
420	7.6061e-002	8.5574e-002	1.27e-003	2.903e+005
421	3.2489e-002	7.2798e-002	0.	2.116e+006
422	2.8444e-002	4.337e-002	0.	2.1195e+006
423	3.008e-002	5.7479e-002	1.27e-003	1.6255e+005
424	1.504e-002	5.922e-002	0.	-2.4271e+006
425	3.2143e-002	0.10459	0.	2.0276e+006
426	5.1227e-002	7.8312e-002	0.	5.976e+005
427	4.7589e-002	9.5882e-002	0.	9.8107e+005
428	3.4898e-002	8.8118e-002	1.27e-003	1.3412e+005
429	1.7449e-002	8.9779e-002	0.	-2.5495e+006
430	2.9388e-002	0.12107	1.27e-003	1.5105e+005
431	2.7521e-002	0.13673	0.	1.6928e+006
432	1.4694e-002	0.12149	0.	-2.3719e+006
433	3.9038e-002	2.6994e-002	0.	9.1942e+005
434	5.1267e-002	2.4727e-002	1.27e-003	1.1897e+005
435	5.1288e-002	1.2363e-002	0.	-1.1578e+005
436	0.17268	2.753e-002	0.	91611
437	0.14462	3.1866e-002	0.	5.4334e+005
438	0.15658	2.6333e-002	1.27e-003	84535
439	0.15965	1.3167e-002	0.	77711
440	0.20311	2.9478e-002	0.	39795
441	0.18876	4.3066e-002	0.	59699
442	0.18878	2.8726e-002	1.27e-003	33437
443	0.18971	1.4363e-002	0.	90978
444	0.23165	3.0517e-002	0.	-5933.
445	0.21695	4.529e-002	0.	-19789
446	0.21743	3.023e-002	1.27e-003	25006
447	0.218	1.5115e-002	0.	-22244
448	0.26	3.0777e-002	0.	-3953.4
449	0.2455	4.6072e-002	0.	9299.1
450	0.24586	3.0805e-002	1.27e-003	29447
451	0.24618	1.5403e-002	0.	-4555.8
452	0.288	3.0286e-002	0.	-625.98
453	0.27418	4.6322e-002	0.	-5535.6
454	0.27413	3.0749e-002	1.27e-003	24546
455	0.27428	1.5375e-002	0.	754.24
456	0.31588	2.9884e-002	0.	22641
457	0.30209	4.608e-002	0.	10093
458	0.30186	2.9822e-002	1.27e-003	22447
459	0.30211	1.4911e-002	0.	27758
460	0.34372	3.0365e-002	0.	38083
461	0.3297	4.5777e-002	0.	30905
462	0.32989	2.9947e-002	1.27e-003	21420
463	0.33009	1.4974e-002	0.	39643
464	0.37151	3.0584e-002	0.	48413
465	0.35734	4.611e-002	0.	45349
466	0.35754	3.0783e-002	1.27e-003	20243
467	0.35788	1.5392e-002	0.	53208
468	0.39954	3.0197e-002	0.	53546
469	0.38531	4.5656e-002	0.	53257
470	0.38547	3.0384e-002	1.27e-003	17818
471	0.38581	1.5192e-002	0.	61012
472	0.42756	3.0016e-002	0.	57029
473	0.41333	4.5219e-002	0.	58064
474	0.41361	3.0009e-002	1.27e-003	15474
475	0.41385	1.5005e-002	0.	62819
476	0.45547	3.0012e-002	0.	59232
477	0.44124	4.5264e-002	0.	61641
478	0.44151	3.0023e-002	1.27e-003	13391
479	0.44177	1.5012e-002	0.	64734
480	0.48339	2.9979e-002	0.	59895
481	0.46915	4.5324e-002	0.	63530
482	0.46943	3.e-002	1.27e-003	10968
483	0.46969	1.5e-002	0.	65747
484	0.51133	3.0106e-002	0.	59645
485	0.49707	4.5382e-002	0.	64303
486	0.49736	2.9958e-002	1.27e-003	8796.8
487	0.49762	1.4979e-002	0.	65021
488	0.5393	3.0263e-002	0.	58173
489	0.525	4.5528e-002	0.	64708
490	0.5253	3.0254e-002	1.27e-003	6756.2
491	0.52555	1.5127e-002	0.	63377
492	0.56733	3.0315e-002	0.	54917
493	0.55315	4.5567e-002	0.	64129
494	0.55331	3.0272e-002	1.27e-003	4662.1
495	0.55352	1.5136e-002	0.	58971
496	0.58118	4.557e-002	0.	62562
497	0.58134	3.0358e-002	1.27e-003	3061.4
498	0.58151	1.5179e-002	0.	51210
499	0.59547	3.0419e-002	0.	49787
500	0.58101	7.6131e-002	0.	73309
501	0.567	6.0822e-002	0.	73849
502	0.58101	6.0782e-002	1.27e-003	2950.6
503	0.5953	6.0871e-002	0.	71773
504	0.58113	0.10663	0.	62604
505	0.56692	9.144e-002	0.	73802
506	0.58101	9.1481e-002	1.27e-003	2932.1
507	0.5953	9.146e-002	0.	71737
508	0.56724	0.12183	0.	54883
509	0.58126	0.12178	1.27e-003	3082.9
510	0.59543	0.12185	0.	49737
511	0.58146	0.13709	0.	51373
512	0.5391	0.12184	0.	57530
513	0.55302	0.10664	0.	64013
514	0.55321	0.12188	1.27e-003	4705.6
515	0.55348	0.13714	0.	58850
516	0.51092	0.12179	0.	58542
517	0.52489	0.10658	0.	64463
518	0.52499	0.12179	1.27e-003	6827.3
519	0.5254	0.1371	0.	63452
520	0.48297	0.1217	0.	58608
521	0.49683	0.10652	0.	64296
522	0.49686	0.12179	1.27e-003	9024.2
523	0.49737	0.13709	0.	65940
524	0.45514	0.12156	0.	58158
525	0.46899	0.10637	0.	63260
526	0.46907	0.12162	1.27e-003	11170
527	0.46951	0.13701	0.	66316
528	0.4273	0.1216	0.	56840
529	0.44106	0.10624	0.	61628
530	0.44121	0.12151	1.27e-003	13125
531	0.44162	0.13696	0.	65896
532	0.39958	0.12183	0.	54218
533	0.41322	0.1064	0.	58794
534	0.41339	0.12168	1.27e-003	15049
535	0.41374	0.13704	0.	64351
536	0.37193	0.12276	0.	48109
537	0.3855	0.10678	0.	53643
538	0.38576	0.12199	1.27e-003	17690
539	0.38596	0.13719	0.	58094
540	0.344	0.12317	0.	38244
541	0.35768	0.10807	0.	44460
542	0.3581	0.12353	1.27e-003	19264
543	0.35816	0.13797	0.	50396
544	0.31581	0.12274	0.	21520
545	0.32985	0.10763	0.	31309
546	0.3299	0.1228	1.27e-003	22332
547	0.3301	0.1376	0.	42262
548	0.2874	0.1226	0.	800.76
549	0.30182	0.10788	0.	5491.9
550	0.30171	0.12267	1.27e-003	24228
551	0.30204	0.13754	0.	25767
552	0.25852	0.12215	0.	-21216
553	0.27305	0.10734	0.	82.163
554	0.27309	0.12253	1.27e-003	26658
555	0.27376	0.13747	0.	8185.2
556	0.22856	0.12148	0.	-4702.3
557	0.24379	0.1067	0.	-25457
558	0.24395	0.12177	1.27e-003	12319
559	0.24523	0.13709	0.	-20909
560	0.19498	0.12004	0.	30220
561	0.21335	0.10612	0.	5615.7
562	0.21317	0.12119	1.27e-003	31263
563	0.21587	0.13679	0.	-5082.8
564	0.16574	0.12556	0.	1.1122e+005
565	0.18113	0.10349	0.	69115
566	0.17679	0.11889	1.27e-003	33312
567	0.18372	0.13565	0.	53335
568	0.15468	0.13224	1.27e-003	1.1793e+005
569	0.15869	0.14232	0.	1.022e+005
570	0.20261	5.8879e-002	0.	1293.1
571	0.18711	7.2747e-002	0.	70176
572	0.18874	5.7406e-002	1.27e-003	45296
573	0.2308	6.0845e-002	0.	-4801.5
574	0.215	7.5699e-002	0.	-24206
575	0.21647	6.0351e-002	1.27e-003	26374
576	0.25968	6.1617e-002	0.	7464.9
577	0.24438	7.6487e-002	0.	4955.5
578	0.24513	6.1339e-002	1.27e-003	36227
579	0.28827	6.2117e-002	0.	-3206.6
580	0.27362	7.7023e-002	0.	-1915.6
581	0.27423	6.1895e-002	1.27e-003	27372
582	0.31591	6.1973e-002	0.	20999
583	0.30212	7.7713e-002	0.	4427.4
584	0.30231	6.2339e-002	1.27e-003	22257
585	0.34332	6.1522e-002	0.	41258
586	0.32966	7.7032e-002	0.	31818
587	0.32951	6.1607e-002	1.27e-003	21042
588	0.37114	6.1183e-002	0.	53348
589	0.3572	7.7019e-002	0.	47045
590	0.35713	6.1437e-002	1.27e-003	19663
591	0.3991	6.0678e-002	0.	60885
592	0.38519	7.6252e-002	0.	56439
593	0.38514	6.0928e-002	1.27e-003	18180
594	0.42702	6.0467e-002	0.	65870
595	0.41305	7.5774e-002	0.	62840
596	0.41306	6.0428e-002	1.27e-003	15760
597	0.45492	6.0577e-002	0.	69160
598	0.44094	7.5738e-002	0.	66786
599	0.44097	6.0505e-002	1.27e-003	13408
600	0.48283	6.0727e-002	0.	71111
601	0.46889	7.589e-002	0.	69298
602	0.46887	6.0649e-002	1.27e-003	11180
603	0.51074	6.0804e-002	0.	72423
604	0.49679	7.6033e-002	0.	70996
605	0.49678	6.0805e-002	1.27e-003	8940.2
606	0.53884	6.0832e-002	0.	73426
607	0.52474	7.6083e-002	0.	72015
608	0.52471	6.0802e-002	1.27e-003	6864.6
609	0.55291	7.613e-002	0.	72947
610	0.55298	6.0862e-002	1.27e-003	4655.5
611	0.53881	9.1381e-002	0.	73665
612	0.55283	9.1399e-002	1.27e-003	4686.7
613	0.5108	9.1312e-002	0.	73209
614	0.52478	9.1364e-002	1.27e-003	6852.1
615	0.48286	9.1195e-002	0.	72082
616	0.49681	9.126e-002	1.27e-003	8976.4
617	0.4549	9.1051e-002	0.	69942
618	0.4689	9.1131e-002	1.27e-003	11282
619	0.42697	9.1045e-002	0.	66822
620	0.4409	9.0971e-002	1.27e-003	13389
621	0.39914	9.1348e-002	0.	61452
622	0.41304	9.112e-002	1.27e-003	15741
623	0.37125	9.2088e-002	0.	53094
624	0.38523	9.1576e-002	1.27e-003	17432
625	0.34353	9.2529e-002	0.	40374
626	0.35726	9.2601e-002	1.27e-003	18884
627	0.31586	9.2772e-002	0.	17702
628	0.3298	9.2457e-002	1.27e-003	21899
629	0.28747	9.262e-002	0.	-3293.9
630	0.30192	9.3087e-002	1.27e-003	23640
631	0.25832	9.1893e-002	0.	-4395.3
632	0.27302	9.2152e-002	1.27e-003	29528
633	0.22858	9.134e-002	0.	-14929
634	0.24363	9.1634e-002	1.27e-003	18548
635	0.1995	8.9567e-002	0.	44647
636	0.17337	8.4351e-002	0.	8224.1
637	0.18547	8.8087e-002	1.27e-003	91747
638	0.21353	9.1046e-002	1.27e-003	27927
639	0.12439	0.12825	1.27e-003	1.8895e+005
640	0.11562	0.12763	0.	1.1759e+006
641	8.0316e-002	2.9992e-002	1.27e-003	1.0766e+005
642	9.1466e-002	2.7696e-002	0.	7.6196e+005
643	6.7555e-002	6.8505e-002	1.27e-003	1.5555e+005
644	8.5086e-002	5.9653e-002	0.	-2.5992e+006
645	2.6809e-002	2.9261e-002	1.27e-003	1.3088e+005
646	2.6231e-002	1.463e-002	0.	1.6002e+006
647	1.3404e-002	2.987e-002	0.	-2.326e+006
648	0.12884	3.1602e-002	0.	9.3386e+005
649	0.12502	2.5807e-002	1.27e-003	30936
650	0.11593	2.5604e-002	0.	1.1685e+006
651	0.13266	3.7398e-002	1.27e-003	4.8014e+005
652	0.11975	3.7749e-002	0.	1.23e+006
653	0.11796	7.1299e-002	0.	1.6452e+006
654	0.11634	6.4848e-002	1.27e-003	76943
655	0.11159	5.7824e-002	0.	2.2909e+005
656	0.11214	9.2605e-002	0.	2.3784e+006
657	0.10435	9.3347e-002	0.	1.7379e+006
658	0.1076	8.9654e-002	0.	2.535e+006
659	0.10723	9.3445e-002	1.27e-003	1.8559e+006
660	0.10492	9.7523e-002	0.	1.7564e+006
661	0.12494	8.8801e-002	0.	1.2197e+006
662	0.1165	8.8407e-002	0.	1.2757e+006
663	0.11704	9.1765e-002	1.27e-003	1.2599e+006
664	0.11195	9.6683e-002	0.	-1.2797e+006
665	0.1009	9.1222e-002	0.	2.3324e+006
666	0.10148	9.3249e-002	1.27e-003	1.7079e+006
667	9.8371e-002	8.3198e-002	0.	1.8041e+006
668	9.7089e-002	8.8313e-002	0.	2.5081e+006
669	9.3863e-002	8.7432e-002	1.27e-003	2.3953e+005
670	0.12621	8.1793e-002	0.	4.7109e+005
671	0.13285	8.5837e-002	1.27e-003	6.7449e+005
672	0.10542	8.2413e-002	0.	1.9981e+006
673	0.11123	7.8357e-002	0.	1.3136e+006
674	0.10288	7.8964e-002	1.27e-003	5.5674e+005
675	0.16128	8.0615e-002	1.27e-003	96928
676	0.10414	8.7529e-002	0.	2.4812e+006
677	0.11196	8.5456e-002	0.	1.2965e+006
678	0.10796	8.5863e-002	1.27e-003	6.7526e+005
679	0.10031	8.9195e-002	1.27e-003	95918
680	0.11777	8.1399e-002	0.	6.6613e+005
681	0.11958	7.775e-002	1.27e-003	3.3062e+005
682	0.11596	8.5048e-002	1.27e-003	3.7064e+005
683	6.028e-002	0.10365	1.27e-003	1.1622e+005
684	4.7589e-002	9.5882e-002	2.54e-003	9.823e+006
685	6.8171e-002	9.461e-002	2.54e-003	1.0603e+007
686	5.6277e-002	0.11526	2.54e-003	9.6893e+006
687	7.0497e-002	0.1099	2.54e-003	9.0362e+006
688	0.11777	8.1399e-002	2.54e-003	1.2265e+007
689	0.11196	8.5456e-002	2.54e-003	1.3862e+007
690	0.1165	8.8407e-002	2.54e-003	1.1437e+007
691	0.11123	7.8357e-002	2.54e-003	1.3022e+007
692	0.12621	8.1793e-002	2.54e-003	1.1091e+007
693	0.11796	7.1299e-002	2.54e-003	1.1212e+007
694	0.10414	8.7529e-002	2.54e-003	1.5368e+007
695	9.7089e-002	8.8313e-002	2.54e-003	1.5687e+007
696	0.1009	9.1222e-002	2.54e-003	1.8919e+007
697	0.10542	8.2413e-002	2.54e-003	1.4571e+007
698	0.1076	8.9654e-002	2.54e-003	1.6707e+007
699	0.17337	8.4351e-002	2.54e-003	6.1431e+006
700	0.16217	6.7518e-002	2.54e-003	6.4238e+006
701	0.15419	9.1271e-002	2.54e-003	6.7222e+006
702	0.14939	7.5037e-002	2.54e-003	8.0863e+006
703	9.8371e-002	8.3198e-002	2.54e-003	1.4702e+007
704	9.979e-002	7.5047e-002	2.54e-003	1.4441e+007
705	0.12494	8.8801e-002	2.54e-003	1.0245e+007
706	0.13998	9.3882e-002	2.54e-003	8.721e+006
707	0.13517	7.7647e-002	2.54e-003	1.0057e+007
708	8.4962e-002	8.6503e-002	2.54e-003	1.2977e+007
709	9.5602e-002	9.305e-002	2.54e-003	1.6863e+007
710	0.10435	9.3347e-002	2.54e-003	1.9705e+007
711	9.9408e-002	9.5958e-002	2.54e-003	1.9969e+007
712	0.11214	9.2605e-002	2.54e-003	1.4346e+007
713	0.11195	9.6683e-002	2.54e-003	1.7887e+007
714	0.10492	9.7523e-002	2.54e-003	2.9887e+007
715	0.10652	6.7989e-002	2.54e-003	1.2614e+007
716	0.12692	6.7153e-002	2.54e-003	1.0323e+007
717	0.11159	5.7824e-002	2.54e-003	1.828e+007
718	0.12884	3.1602e-002	2.54e-003	5.0959e+006
719	0.14462	3.1866e-002	2.54e-003	5.9675e+006
720	0.13482	4.4991e-002	2.54e-003	7.45e+006
721	0.11975	3.7749e-002	2.54e-003	7.6829e+006
722	0.12762	2.0313e-002	2.54e-003	4.2285e+006
723	0.11593	2.5604e-002	2.54e-003	5.3547e+006
724	3.9038e-002	2.6994e-002	2.54e-003	9.1165e+006
725	2.8444e-002	4.337e-002	2.54e-003	9.3725e+006
726	1.3404e-002	2.987e-002	2.54e-003	1.1231e+007
727	2.6231e-002	1.463e-002	2.54e-003	8.9264e+006
728	5.1227e-002	7.8312e-002	2.54e-003	9.942e+006
729	7.1808e-002	7.704e-002	2.54e-003	1.068e+007
730	6.5499e-002	5.9261e-002	2.54e-003	9.6911e+006
731	8.5086e-002	5.9653e-002	2.54e-003	2.0136e+007
732	7.1879e-002	4.0004e-002	2.54e-003	7.6706e+006
733	7.802e-002	2.3792e-002	2.54e-003	6.3685e+006
734	9.1466e-002	2.7696e-002	2.54e-003	8.8897e+006
735	0.12682	0.1337	2.54e-003	3.4988e+006
736	0.12847	0.12318	2.54e-003	4.1844e+006
737	0.11562	0.12763	2.54e-003	3.6767e+006
738	0.1995	8.9567e-002	2.54e-003	5.3083e+006
739	0.22858	9.134e-002	2.54e-003	4.5517e+006
740	0.215	7.5699e-002	2.54e-003	4.8671e+006
741	0.21335	0.10612	2.54e-003	4.9791e+006
742	0.18711	7.2747e-002	2.54e-003	5.6344e+006
743	0.18113	0.10349	2.54e-003	5.7832e+006
744	0.25832	9.1893e-002	2.54e-003	3.8637e+006
745	0.24438	7.6487e-002	2.54e-003	4.1629e+006
746	0.24379	0.1067	2.54e-003	4.1884e+006
747	0.28747	9.262e-002	2.54e-003	3.264e+006
748	0.27362	7.7023e-002	2.54e-003	3.5371e+006
749	0.27305	0.10734	2.54e-003	3.5556e+006
750	0.31586	9.2772e-002	2.54e-003	2.7218e+006
751	0.30212	7.7713e-002	2.54e-003	2.9707e+006
752	0.30182	0.10788	2.54e-003	2.986e+006
753	0.34353	9.2529e-002	2.54e-003	2.2385e+006
754	0.32966	7.7032e-002	2.54e-003	2.4658e+006
755	0.32985	0.10763	2.54e-003	2.4679e+006
756	0.37125	9.2088e-002	2.54e-003	1.8047e+006
757	0.3572	7.7019e-002	2.54e-003	2.0105e+006
758	0.35768	0.10807	2.54e-003	2.007e+006
759	0.39914	9.1348e-002	2.54e-003	1.415e+006
760	0.38519	7.6252e-002	2.54e-003	1.5971e+006
761	0.3855	0.10678	2.54e-003	1.5931e+006
762	0.42697	9.1045e-002	2.54e-003	1.0739e+006
763	0.41305	7.5774e-002	2.54e-003	1.2315e+006
764	0.41322	0.1064	2.54e-003	1.2295e+006
765	0.4549	9.1051e-002	2.54e-003	7.8031e+005
766	0.44094	7.5738e-002	2.54e-003	9.1356e+005
767	0.44106	0.10624	2.54e-003	9.1287e+005
768	0.48286	9.1195e-002	2.54e-003	5.3443e+005
769	0.46889	7.589e-002	2.54e-003	6.4389e+005
770	0.46899	0.10637	2.54e-003	6.4347e+005
771	0.5108	9.1312e-002	2.54e-003	3.3722e+005
772	0.49679	7.6033e-002	2.54e-003	4.2259e+005
773	0.49683	0.10652	2.54e-003	4.2213e+005
774	0.53881	9.1381e-002	2.54e-003	1.8839e+005
775	0.52474	7.6083e-002	2.54e-003	2.4979e+005
776	0.52489	0.10658	2.54e-003	2.4841e+005
777	0.55291	7.613e-002	2.54e-003	1.2471e+005
778	0.55302	0.10664	2.54e-003	1.2277e+005
779	0.56692	9.144e-002	2.54e-003	86755
780	0.53884	6.0832e-002	2.54e-003	1.8819e+005
781	0.567	6.0822e-002	2.54e-003	86370
782	0.55315	4.5567e-002	2.54e-003	1.2213e+005
783	0.51074	6.0804e-002	2.54e-003	3.3773e+005
784	0.525	4.5528e-002	2.54e-003	2.4738e+005
785	0.48283	6.0727e-002	2.54e-003	5.349e+005
786	0.49707	4.5382e-002	2.54e-003	4.2047e+005
787	0.45492	6.0577e-002	2.54e-003	7.8011e+005
788	0.46915	4.5324e-002	2.54e-003	6.4144e+005
789	0.42702	6.0467e-002	2.54e-003	1.0741e+006
790	0.44124	4.5264e-002	2.54e-003	9.1091e+005
791	0.3991	6.0678e-002	2.54e-003	1.4166e+006
792	0.41333	4.5219e-002	2.54e-003	1.2296e+006
793	0.37114	6.1183e-002	2.54e-003	1.8058e+006
794	0.38531	4.5656e-002	2.54e-003	1.5972e+006
795	0.34332	6.1522e-002	2.54e-003	2.2406e+006
796	0.35734	4.611e-002	2.54e-003	2.0101e+006
797	0.31591	6.1973e-002	2.54e-003	2.717e+006
798	0.3297	4.5777e-002	2.54e-003	2.4694e+006
799	0.28827	6.2117e-002	2.54e-003	3.2455e+006
800	0.30209	4.608e-002	2.54e-003	2.9738e+006
801	0.25968	6.1617e-002	2.54e-003	3.8374e+006
802	0.27418	4.6322e-002	2.54e-003	3.534e+006
803	0.2308	6.0845e-002	2.54e-003	4.4795e+006
804	0.2455	4.6072e-002	2.54e-003	4.1474e+006
805	0.20261	5.8879e-002	2.54e-003	5.1929e+006
806	0.21695	4.529e-002	2.54e-003	4.806e+006
807	0.18876	4.3066e-002	2.54e-003	5.4733e+006
808	0.1759	5.5914e-002	2.54e-003	5.9152e+006
809	0.16574	0.12556	2.54e-003	5.5993e+006
810	0.14196	0.13569	2.54e-003	4.6912e+006
811	0.14361	0.12517	2.54e-003	5.5697e+006
812	0.15869	0.14232	2.54e-003	5.2944e+006
813	0.19498	0.12004	2.54e-003	5.4541e+006
814	0.16195	0.11041	2.54e-003	6.3649e+006
815	0.18372	0.13565	2.54e-003	5.6171e+006
816	0.22856	0.12148	2.54e-003	4.6157e+006
817	0.21587	0.13679	2.54e-003	4.9568e+006
818	0.25852	0.12215	2.54e-003	3.8817e+006
819	0.24523	0.13709	2.54e-003	4.22e+006
820	0.2874	0.1226	2.54e-003	3.2797e+006
821	0.27376	0.13747	2.54e-003	3.564e+006
822	0.31581	0.12274	2.54e-003	2.7346e+006
823	0.30204	0.13754	2.54e-003	2.9913e+006
824	0.344	0.12317	2.54e-003	2.2393e+006
825	0.3301	0.1376	2.54e-003	2.4704e+006
826	0.37193	0.12276	2.54e-003	1.7985e+006
827	0.35816	0.13797	2.54e-003	2.0042e+006
828	0.39958	0.12183	2.54e-003	1.4109e+006
829	0.38596	0.13719	2.54e-003	1.5846e+006
830	0.4273	0.1216	2.54e-003	1.0716e+006
831	0.41374	0.13704	2.54e-003	1.2201e+006
832	0.45514	0.12156	2.54e-003	7.7921e+005
833	0.44162	0.13696	2.54e-003	9.0298e+005
834	0.48297	0.1217	2.54e-003	5.3427e+005
835	0.46951	0.13701	2.54e-003	6.3386e+005
836	0.51092	0.12179	2.54e-003	3.3627e+005
837	0.49737	0.13709	2.54e-003	4.1245e+005
838	0.5391	0.12184	2.54e-003	1.8547e+005
839	0.5254	0.1371	2.54e-003	2.385e+005
840	0.56724	0.12183	2.54e-003	82800
841	0.55348	0.13714	2.54e-003	1.122e+005
842	0.58113	0.10663	2.54e-003	44779
843	0.58146	0.13709	2.54e-003	33302
844	0.59543	0.12185	2.54e-003	28923
845	0.58101	7.6131e-002	2.54e-003	47097
846	0.5953	9.146e-002	2.54e-003	34138
847	0.58118	4.557e-002	2.54e-003	44644
848	0.5953	6.0871e-002	2.54e-003	34076
