Node Number	X Location (m)	Y Location (m)	Z Location (m)	Minimum Principal Stress (Pa)
1048	6.4135e-002	-3.1778e-032	2.54e-003	-1.7908e+005
1049	7.6962e-002	0.	1.27e-003	-37827
1050	3.8481e-002	-1.9067e-032	2.54e-003	-5.5651e+005
1051	5.1308e-002	0.	1.27e-003	-2.0144e+005
1052	1.2827e-002	-6.3556e-033	2.54e-003	1.4373e+006
1053	2.5654e-002	0.	1.27e-003	-1.3469e+005
1054	0.	0.	1.27e-003	-1.4164e+006
1055	1.2827e-002	0.1524	2.54e-003	1.4556e+006
1056	1.3323e-015	0.1524	1.27e-003	-1.2588e+006
1057	3.8481e-002	0.1524	2.54e-003	-6.2358e+005
1058	2.5654e-002	0.1524	1.27e-003	-1.2188e+005
1059	6.4135e-002	0.1524	2.54e-003	-1.0145e+005
1060	5.1308e-002	0.1524	1.27e-003	-1.5898e+005
1061	8.9789e-002	0.1524	2.54e-003	3.153e+005
1062	7.6962e-002	0.1524	1.27e-003	-62221
1063	0.10262	0.1524	1.27e-003	-4.7611e+005
1064	6.4135e-002	0.1524	0.	-7.5878e+006
1065	8.9789e-002	0.1524	0.	-5.1752e+006
1066	3.8481e-002	0.1524	0.	-8.9962e+006
1067	1.2827e-002	0.1524	0.	-8.8522e+006
1068	0.10262	0.14605	0.	-4.671e+006
1069	1.199e-015	0.13716	0.	-1.1343e+007
1070	3.8481e-002	-1.9067e-032	0.	-9.0991e+006
1071	1.2827e-002	-6.3556e-033	0.	-8.7784e+006
1072	6.4135e-002	-3.1778e-032	0.	-7.4882e+006
1073	8.9789e-002	-4.4489e-032	0.	-5.0484e+006
1074	0.10262	6.35e-003	0.	-5.4123e+006
1075	1.3323e-016	1.524e-002	0.	-1.1091e+007
1076	0.14875	0.	0.	-4.5688e+006
1077	0.12081	0.	0.	-3.6167e+006
1078	0.17668	0.	0.	-5.1756e+006
1079	0.20461	0.	0.	-5.0605e+006
1080	0.23254	0.	0.	-4.5015e+006
1081	0.26047	0.	0.	-3.8693e+006
1082	0.2884	0.	0.	-3.2766e+006
1083	0.31633	0.	0.	-2.7312e+006
1084	0.34426	0.	0.	-2.2347e+006
1085	0.37219	0.	0.	-1.7901e+006
1086	0.40012	0.	0.	-1.3994e+006
1087	0.42805	0.	0.	-1.056e+006
1088	0.45598	0.	0.	-7.6098e+005
1089	0.48391	0.	0.	-5.1577e+005
1090	0.51184	0.	0.	-3.1831e+005
1091	0.53977	0.	0.	-1.6823e+005
1092	0.5677	0.	0.	-65833
1093	0.59563	0.	0.	-10236
1094	0.10685	6.35e-003	0.	-3.0737e+006
1095	0.6096	1.524e-002	0.	-3992.
1096	9.3259e-016	0.10668	0.	-1.4075e+007
1097	6.6613e-016	7.62e-002	0.	-1.4365e+007
1098	3.9968e-016	4.572e-002	0.	-1.3923e+007
1099	0.6096	4.572e-002	0.	-17522
1100	0.6096	7.62e-002	0.	-20709
1101	0.6096	0.10668	0.	-17751
1102	0.6096	0.13716	0.	-4210.1
1103	0.59563	0.1524	0.	-10149
1104	0.5677	0.1524	0.	-65736
1105	0.53977	0.1524	0.	-1.6816e+005
1106	0.51184	0.1524	0.	-3.176e+005
1107	0.48391	0.1524	0.	-5.15e+005
1108	0.45598	0.1524	0.	-7.6064e+005
1109	0.42805	0.1524	0.	-1.0545e+006
1110	0.40012	0.1524	0.	-1.3967e+006
1111	0.37219	0.1524	0.	-1.7932e+006
1112	0.34426	0.1524	0.	-2.2379e+006
1113	0.31633	0.1524	0.	-2.7295e+006
1114	0.2884	0.1524	0.	-3.2782e+006
1115	0.26047	0.1524	0.	-3.9044e+006
1116	0.23254	0.1524	0.	-4.5584e+006
1117	0.20461	0.1524	0.	-5.1193e+006
1118	0.17668	0.1524	0.	-5.3123e+006
1119	0.14875	0.1524	0.	-4.6511e+006
1120	0.12081	0.1524	0.	-3.4379e+006
1121	0.10685	0.14605	0.	-2.4844e+006
1122	0.10262	3.175e-002	0.	-1.2218e+007
1123	0.10262	4.445e-002	0.	-2.125e+007
1124	0.10262	1.905e-002	0.	-9.3116e+006
1125	0.10473	5.08e-002	0.	-2.5749e+007
1126	0.10685	1.905e-002	0.	-5.2669e+006
1127	0.10685	3.175e-002	0.	-8.6481e+006
1128	0.10685	4.445e-002	0.	-1.7609e+007
1129	0.10262	0.12065	0.	-9.0719e+006
1130	0.10262	0.10795	0.	-2.4804e+007
1131	0.10262	0.13335	0.	-6.4679e+006
1132	0.10473	0.1016	0.	-3.1228e+007
1133	0.10685	0.13335	0.	-3.5344e+006
1134	0.10685	0.12065	0.	-6.3542e+006
1135	0.10685	0.10795	0.	-1.7149e+007
