Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Stress (Pa)
101	6.028e-002	0.10365	0.	-1.4723e+006
102	6.028e-002	0.10365	2.54e-003	1.4723e+006
103	0.11596	8.5048e-002	2.54e-003	2.3032e+005
104	0.11958	7.775e-002	2.54e-003	59747
105	0.10031	8.9195e-002	2.54e-003	-3.302e+005
106	0.10796	8.5863e-002	2.54e-003	1.5424e+005
107	0.16128	8.0615e-002	2.54e-003	6.8394e+005
108	0.10288	7.8964e-002	2.54e-003	84840
109	0.13285	8.5837e-002	2.54e-003	1.1473e+006
110	9.3863e-002	8.7432e-002	2.54e-003	-7.3875e+005
111	0.10148	9.3249e-002	2.54e-003	4.909e+005
112	0.11704	9.1765e-002	2.54e-003	1.069e+005
113	0.10723	9.3445e-002	2.54e-003	3.3536e+005
114	0.11634	6.4848e-002	2.54e-003	-9.9634e+005
115	0.13266	3.7398e-002	2.54e-003	44088
116	0.12502	2.5807e-002	2.54e-003	-2.2199e+005
117	2.6809e-002	2.9261e-002	2.54e-003	1.3779e+006
118	6.7555e-002	6.8505e-002	2.54e-003	1.5626e+006
119	8.0316e-002	2.9992e-002	2.54e-003	-1.0756e+005
120	0.12439	0.12825	2.54e-003	-92087
121	0.21353	9.1046e-002	2.54e-003	2.7308e+005
122	0.18547	8.8087e-002	2.54e-003	4.3626e+005
123	0.24363	9.1634e-002	2.54e-003	1.2357e+005
124	0.27302	9.2152e-002	2.54e-003	39425
125	0.30192	9.3087e-002	2.54e-003	7438.
126	0.3298	9.2457e-002	2.54e-003	3875.
127	0.35726	9.2601e-002	2.54e-003	8002.5
128	0.38523	9.1576e-002	2.54e-003	8227.9
129	0.41304	9.112e-002	2.54e-003	7935.4
130	0.4409	9.0971e-002	2.54e-003	8604.1
131	0.4689	9.1131e-002	2.54e-003	8315.3
132	0.49681	9.126e-002	2.54e-003	8371.2
133	0.52478	9.1364e-002	2.54e-003	8407.3
134	0.55283	9.1399e-002	2.54e-003	8134.4
135	0.55298	6.0862e-002	2.54e-003	7747.8
136	0.52471	6.0802e-002	2.54e-003	8477.7
137	0.49678	6.0805e-002	2.54e-003	8206.5
138	0.46887	6.0649e-002	2.54e-003	8233.1
139	0.44097	6.0505e-002	2.54e-003	8166.2
140	0.41306	6.0428e-002	2.54e-003	8427.2
141	0.38514	6.0928e-002	2.54e-003	6915.5
142	0.35713	6.1437e-002	2.54e-003	7337.8
143	0.32951	6.1607e-002	2.54e-003	9198.1
144	0.30231	6.2339e-002	2.54e-003	3303.2
145	0.27423	6.1895e-002	2.54e-003	40833
146	0.24513	6.1339e-002	2.54e-003	1.063e+005
147	0.21647	6.0351e-002	2.54e-003	2.1284e+005
148	0.18874	5.7406e-002	2.54e-003	3.8416e+005
149	0.15468	0.13224	2.54e-003	4.5439e+005
150	0.17679	0.11889	2.54e-003	3.1457e+005
151	0.21317	0.12119	2.54e-003	2.7216e+005
152	0.24395	0.12177	2.54e-003	73839
153	0.27309	0.12253	2.54e-003	11369
154	0.30171	0.12267	2.54e-003	7218.4
155	0.3299	0.1228	2.54e-003	4796.
156	0.3581	0.12353	2.54e-003	3869.2
157	0.38576	0.12199	2.54e-003	3723.8
158	0.41339	0.12168	2.54e-003	3489.6
159	0.44121	0.12151	2.54e-003	3397.8
160	0.46907	0.12162	2.54e-003	3514.2
161	0.49686	0.12179	2.54e-003	3892.
162	0.52499	0.12179	2.54e-003	3720.3
163	0.55321	0.12188	2.54e-003	3749.3
164	0.58126	0.12178	2.54e-003	3965.6
165	0.58101	9.1481e-002	2.54e-003	8456.3
166	0.58101	6.0782e-002	2.54e-003	8513.5
167	0.58134	3.0358e-002	2.54e-003	4005.6
168	0.55331	3.0272e-002	2.54e-003	3762.4
169	0.5253	3.0254e-002	2.54e-003	3768.6
170	0.49736	2.9958e-002	2.54e-003	3931.9
171	0.46943	3.e-002	2.54e-003	3796.7
172	0.44151	3.0023e-002	2.54e-003	3730.7
173	0.41361	3.0009e-002	2.54e-003	3781.4
174	0.38547	3.0384e-002	2.54e-003	3338.1
175	0.35754	3.0783e-002	2.54e-003	3856.9
176	0.32989	2.9947e-002	2.54e-003	4265.8
177	0.30186	2.9822e-002	2.54e-003	5934.3
178	0.27413	3.0749e-002	2.54e-003	18534
179	0.24586	3.0805e-002	2.54e-003	58486
180	0.21743	3.023e-002	2.54e-003	1.4005e+005
181	0.18878	2.8726e-002	2.54e-003	1.5767e+005
182	0.15658	2.6333e-002	2.54e-003	2.8476e+005
183	5.1267e-002	2.4727e-002	2.54e-003	5.3465e+005
184	2.9388e-002	0.12107	2.54e-003	1.2358e+006
185	3.4898e-002	8.8118e-002	2.54e-003	2.3605e+006
186	3.008e-002	5.7479e-002	2.54e-003	2.0195e+006
187	7.6061e-002	8.5574e-002	2.54e-003	2.0043e+006
188	0.16306	5.4422e-002	2.54e-003	3.9899e+005
189	5.2274e-002	0.12687	2.54e-003	8.4105e+005
190	0.14711	0.10193	2.54e-003	8.9157e+005
191	0.12925	0.13915	2.54e-003	-2.626e+005
192	8.9095e-002	0.10501	2.54e-003	98152
193	8.0713e-002	0.11615	2.54e-003	37703
194	7.6432e-002	0.13373	2.54e-003	-1.1319e+005
195	0.13022	1.4819e-002	2.54e-003	-1.6374e+005
196	6.3442e-002	5.0016e-002	2.54e-003	9.6365e+005
197	7.5725e-002	1.7591e-002	2.54e-003	1.1047e+005
198	0.13255	0.11811	2.54e-003	-2.9722e+005
199	9.7341e-002	9.8667e-002	2.54e-003	8.8951e+005
200	9.67e-002	7.113e-002	2.54e-003	-1.0155e+005
201	0.13699	5.2584e-002	2.54e-003	1.4374e+006
202	0.1375	6.9458e-002	2.54e-003	1.3575e+006
203	0.10685	0.1397	2.54e-003	1.1654e+006
204	0.10685	0.127	2.54e-003	1.0604e+006
205	0.10685	0.1143	2.54e-003	3.2497e+005
206	0.10685	0.1016	2.54e-003	6.8087e+006
207	0.10262	0.1016	2.54e-003	5.1416e+006
208	0.10262	0.1143	2.54e-003	1.4814e+006
209	0.10262	0.127	2.54e-003	6.0152e+005
210	0.10262	0.1397	2.54e-003	1.5663e+006
211	0.10685	1.27e-002	2.54e-003	1.2817e+006
212	0.10685	2.54e-002	2.54e-003	7.6195e+005
213	0.10685	3.81e-002	2.54e-003	2.2222e+005
214	0.10685	5.08e-002	2.54e-003	2.9701e+006
215	0.10262	5.08e-002	2.54e-003	4.4909e+006
216	0.10262	3.81e-002	2.54e-003	1.2217e+006
217	0.10262	2.54e-002	2.54e-003	3.59e+005
218	0.10262	1.27e-002	2.54e-003	1.3861e+006
219	0.10685	0.1524	2.54e-003	8.3654e+005
220	0.13478	0.1524	2.54e-003	3.8457e+005
221	0.16271	0.1524	2.54e-003	5015.
222	0.19064	0.1524	2.54e-003	-61492
223	0.21857	0.1524	2.54e-003	1.7787e+005
224	0.2465	0.1524	2.54e-003	2770.
225	0.27443	0.1524	2.54e-003	10391
226	0.30236	0.1524	2.54e-003	511.
227	0.33029	0.1524	2.54e-003	3102.4
228	0.35822	0.1524	2.54e-003	-645.95
229	0.38616	0.1524	2.54e-003	-2133.2
230	0.41409	0.1524	2.54e-003	-2594.5
231	0.44202	0.1524	2.54e-003	-2956.6
232	0.46995	0.1524	2.54e-003	-2904.9
233	0.49788	0.1524	2.54e-003	-3125.9
234	0.52581	0.1524	2.54e-003	-3056.6
235	0.55374	0.1524	2.54e-003	-2287.5
236	0.58167	0.1524	2.54e-003	-2301.1
237	0.6096	0.1524	2.54e-003	-5772.4
238	0.6096	0.12192	2.54e-003	3918.8
239	0.6096	9.144e-002	2.54e-003	8798.5
240	0.6096	6.096e-002	2.54e-003	8737.4
241	0.6096	3.048e-002	2.54e-003	3843.4
242	2.6645e-016	3.048e-002	2.54e-003	6.7209e+006
243	5.3291e-016	6.096e-002	2.54e-003	7.1384e+006
244	7.9936e-016	9.144e-002	2.54e-003	7.1521e+006
245	1.0658e-015	0.12192	2.54e-003	6.853e+006
246	0.6096	0.	2.54e-003	-5913.4
247	0.58167	0.	2.54e-003	-2389.9
248	0.55374	0.	2.54e-003	-2244.5
249	0.52581	0.	2.54e-003	-2993.4
250	0.49788	0.	2.54e-003	-3111.3
251	0.46995	0.	2.54e-003	-2769.2
252	0.44202	0.	2.54e-003	-2502.7
253	0.41409	0.	2.54e-003	-2123.5
254	0.38616	0.	2.54e-003	-1670.1
255	0.35822	0.	2.54e-003	-1497.3
256	0.33029	0.	2.54e-003	-2119.5
257	0.30236	0.	2.54e-003	2444.8
258	0.27443	0.	2.54e-003	9269.2
259	0.2465	0.	2.54e-003	15862
260	0.21857	0.	2.54e-003	58696
261	0.19064	0.	2.54e-003	57237
262	0.16271	0.	2.54e-003	3408.4
263	0.13478	0.	2.54e-003	3.0375e+005
264	0.10685	0.	2.54e-003	1.0556e+006
265	0.10262	0.	2.54e-003	1.7028e+006
266	7.6962e-002	-3.8133e-032	2.54e-003	-1.6348e+005
267	5.1308e-002	-2.5422e-032	2.54e-003	2.391e+005
268	2.5654e-002	-1.2711e-032	2.54e-003	3.3149e+005
269	0.	0.	2.54e-003	4.2316e+006
270	1.e-015	0.1524	2.54e-003	4.3739e+006
271	2.5654e-002	0.1524	2.54e-003	1.2681e+005
272	5.1308e-002	0.1524	2.54e-003	2.5129e+005
273	7.6962e-002	0.1524	2.54e-003	5967.
274	0.10262	0.1524	2.54e-003	1.7173e+006
275	7.6962e-002	0.1524	0.	-5967.
276	5.1308e-002	0.1524	0.	-2.5129e+005
277	2.5654e-002	0.1524	0.	-1.2681e+005
278	0.10262	0.1524	0.	-1.7173e+006
279	1.e-015	0.1524	0.	-4.3739e+006
280	2.5654e-002	-1.2711e-032	0.	-3.3149e+005
281	5.1308e-002	-2.5422e-032	0.	-2.391e+005
282	7.6962e-002	-3.8133e-032	0.	1.6348e+005
283	0.10262	0.	0.	-1.7028e+006
284	0.	0.	0.	-4.2316e+006
285	0.13478	0.	0.	-3.0375e+005
286	0.16271	0.	0.	-3408.4
287	0.19064	0.	0.	-57237
288	0.21857	0.	0.	-58696
289	0.2465	0.	0.	-15862
290	0.27443	0.	0.	-9269.2
291	0.30236	0.	0.	-2444.8
292	0.33029	0.	0.	2119.5
293	0.35822	0.	0.	1497.3
294	0.38616	0.	0.	1670.1
295	0.41409	0.	0.	2123.5
296	0.44202	0.	0.	2502.7
297	0.46995	0.	0.	2769.2
298	0.49788	0.	0.	3111.3
299	0.52581	0.	0.	2993.4
300	0.55374	0.	0.	2244.5
301	0.58167	0.	0.	2389.9
302	0.10685	0.	0.	-1.0556e+006
303	0.6096	0.	0.	5913.5
304	1.0658e-015	0.12192	0.	-6.853e+006
305	7.9936e-016	9.144e-002	0.	-7.1521e+006
306	5.3291e-016	6.096e-002	0.	-7.1384e+006
307	2.6645e-016	3.048e-002	0.	-6.7209e+006
308	0.6096	3.048e-002	0.	-3843.4
309	0.6096	6.096e-002	0.	-8737.4
310	0.6096	9.144e-002	0.	-8798.5
311	0.6096	0.12192	0.	-3918.8
312	0.6096	0.1524	0.	5772.5
313	0.58167	0.1524	0.	2301.1
314	0.55374	0.1524	0.	2287.5
315	0.52581	0.1524	0.	3056.6
316	0.49788	0.1524	0.	3125.9
317	0.46995	0.1524	0.	2904.9
318	0.44202	0.1524	0.	2956.6
319	0.41409	0.1524	0.	2594.5
320	0.38616	0.1524	0.	2133.2
321	0.35822	0.1524	0.	645.95
322	0.33029	0.1524	0.	-3102.4
323	0.30236	0.1524	0.	-511.
324	0.27443	0.1524	0.	-10391
325	0.2465	0.1524	0.	-2770.
326	0.21857	0.1524	0.	-1.7787e+005
327	0.19064	0.1524	0.	61492
328	0.16271	0.1524	0.	-5015.
329	0.13478	0.1524	0.	-3.8457e+005
330	0.10685	0.1524	0.	-8.3654e+005
331	0.10262	3.81e-002	0.	-1.2217e+006
332	0.10262	2.54e-002	0.	-3.59e+005
333	0.10262	1.27e-002	0.	-1.3861e+006
334	0.10262	5.08e-002	0.	-4.4909e+006
335	0.10685	1.27e-002	0.	-1.2817e+006
336	0.10685	2.54e-002	0.	-7.6195e+005
337	0.10685	3.81e-002	0.	-2.2222e+005
338	0.10685	5.08e-002	0.	-2.9701e+006
339	0.10262	0.1143	0.	-1.4814e+006
340	0.10262	0.127	0.	-6.0152e+005
341	0.10262	0.1397	0.	-1.5663e+006
342	0.10262	0.1016	0.	-5.1416e+006
343	0.10685	0.1397	0.	-1.1654e+006
344	0.10685	0.127	0.	-1.0604e+006
345	0.10685	0.1143	0.	-3.2497e+005
346	0.10685	0.1016	0.	-6.8087e+006
347	0.13724	6.1021e-002	0.	-1.3269e+006
348	0.12692	6.7153e-002	0.	3.0433e+005
349	0.13517	7.7647e-002	0.	-1.2636e+006
350	0.14939	7.5037e-002	0.	-1.0162e+006
351	0.1375	6.9458e-002	1.27e-003	-4.8415e-003
352	0.15002	5.3503e-002	0.	-9.3591e+005
353	0.13482	4.4991e-002	0.	-5.1008e+005
354	0.13699	5.2584e-002	1.27e-003	-5.4048e-004
355	0.12192	5.1692e-002	0.	-1.7149e+006
356	8.638e-002	7.8352e-002	0.	42193
357	0.10652	6.7989e-002	0.	5.605e+005
358	9.979e-002	7.5047e-002	0.	65141
359	9.67e-002	7.113e-002	1.27e-003	0.11872
360	9.9658e-002	6.0965e-002	0.	-2.1851e+006
361	9.3218e-002	0.10184	0.	-5.0668e+005
362	9.9408e-002	9.5958e-002	0.	4.3585e+005
363	9.5602e-002	9.305e-002	0.	-37988
364	9.7341e-002	9.8667e-002	1.27e-003	-2.9282e-010
365	9.9978e-002	0.10013	0.	-1.9466e+006
366	0.13983	0.11002	0.	-32030
367	0.14361	0.12517	0.	1.8023e+005
368	0.12847	0.12318	0.	2.2766e+005
369	0.13255	0.11811	1.27e-003	5.1456e-003
370	0.1197	0.11621	0.	25469
371	6.3496e-002	2.1159e-002	0.	-1.4687e+005
372	7.802e-002	2.3792e-002	0.	4214.3
373	7.5725e-002	1.7591e-002	1.27e-003	-4.603e-011
374	7.6343e-002	8.7957e-003	0.	26459
375	8.917e-002	1.5146e-002	0.	-6.9781e+005
376	4.6761e-002	5.3747e-002	0.	-1.4865e+006
377	5.7355e-002	3.7371e-002	0.	-7.3946e+005
378	7.1879e-002	4.0004e-002	0.	-3.0245e+005
379	6.5499e-002	5.9261e-002	0.	-1.2809e+006
380	6.3442e-002	5.0016e-002	1.27e-003	3.2726e-002
381	8.3029e-002	4.4058e-002	0.	-1.2606e+006
382	0.1434	2.0576e-002	0.	1.2086e+005
383	0.12762	2.0313e-002	0.	1.9006e+005
384	0.13022	1.4819e-002	1.27e-003	-6.3612e-011
385	0.1325	7.4097e-003	0.	-72008
386	0.11853	1.376e-002	0.	-3.084e+005
387	7.8573e-002	0.12494	0.	42156
388	6.4353e-002	0.1303	0.	-2.1934e+005
389	7.6432e-002	0.13373	1.27e-003	-3.9555e-011
390	7.6697e-002	0.14307	0.	66114
391	8.9524e-002	0.13672	0.	-6.3558e+005
392	8.4904e-002	0.11058	0.	-63730
393	7.0497e-002	0.1099	0.	-4.5519e+005
394	8.0713e-002	0.11615	1.27e-003	3.811e-002
395	9.1664e-002	0.12158	0.	-2.951e+005
396	8.2578e-002	9.5292e-002	0.	-3.5526e+005
397	8.9095e-002	0.10501	1.27e-003	2.1491e-002
398	9.5856e-002	0.10965	0.	-7.6521e+005
399	0.14196	0.13569	0.	84367
400	0.12682	0.1337	0.	1.8533e+005
401	0.12925	0.13915	1.27e-003	-5.2596e-011
402	0.13202	0.14577	0.	-54477
403	0.11805	0.13942	0.	-1.9682e+005
404	0.16195	0.11041	0.	-6.0017e+005
405	0.13998	9.3882e-002	0.	-1.002e+006
406	0.15419	9.1271e-002	0.	-7.8782e+005
407	0.14711	0.10193	1.27e-003	2.9133e-003
408	0.12698	0.10176	0.	-3.7156e+006
409	4.0831e-002	0.12397	0.	-1.0398e+006
410	5.6277e-002	0.11526	0.	-1.1591e+006
411	5.2274e-002	0.12687	1.27e-003	-2.9033e-003
412	5.1791e-002	0.13963	0.	-5.3396e+005
413	0.15982	4.0378e-002	0.	-3.4855e+005
414	0.1759	5.5914e-002	0.	-3.8531e+005
415	0.16217	6.7518e-002	0.	-5.322e+005
416	0.16306	5.4422e-002	1.27e-003	5.3119e-002
417	7.1808e-002	7.704e-002	0.	-1.8094e+006
418	8.4962e-002	8.6503e-002	0.	13638
419	6.8171e-002	9.461e-002	0.	-1.7374e+006
420	7.6061e-002	8.5574e-002	1.27e-003	-1.5602e-002
421	3.2489e-002	7.2798e-002	0.	-2.202e+006
422	2.8444e-002	4.337e-002	0.	-1.7126e+006
423	3.008e-002	5.7479e-002	1.27e-003	-2.8816e-003
424	1.504e-002	5.922e-002	0.	-4.5737e+006
425	3.2143e-002	0.10459	0.	-1.8125e+006
426	5.1227e-002	7.8312e-002	0.	-1.9632e+006
427	4.7589e-002	9.5882e-002	0.	-1.9288e+006
428	3.4898e-002	8.8118e-002	1.27e-003	1.6687e-003
429	1.7449e-002	8.9779e-002	0.	-4.7488e+006
430	2.9388e-002	0.12107	1.27e-003	2.9614e-003
431	2.7521e-002	0.13673	0.	-7.1629e+005
432	1.4694e-002	0.12149	0.	-4.0742e+006
433	3.9038e-002	2.6994e-002	0.	-9.6079e+005
434	5.1267e-002	2.4727e-002	1.27e-003	1.0589e-002
435	5.1288e-002	1.2363e-002	0.	-3.7538e+005
436	0.17268	2.753e-002	0.	-2.2581e+005
437	0.14462	3.1866e-002	0.	-28406
438	0.15658	2.6333e-002	1.27e-003	1.422e-002
439	0.15965	1.3167e-002	0.	29172
440	0.20311	2.9478e-002	0.	-1.4888e+005
441	0.18876	4.3066e-002	0.	-2.7028e+005
442	0.18878	2.8726e-002	1.27e-003	-7.5652e-004
443	0.18971	1.4363e-002	0.	-1.0733e+005
444	0.23165	3.0517e-002	0.	-99348
445	0.21695	4.529e-002	0.	-1.7669e+005
446	0.21743	3.023e-002	1.27e-003	1.3019e-003
447	0.218	1.5115e-002	0.	-1.001e+005
448	0.26	3.0777e-002	0.	-38253
449	0.2455	4.6072e-002	0.	-83010
450	0.24586	3.0805e-002	1.27e-003	8.7367e-003
451	0.24618	1.5403e-002	0.	-36756
452	0.288	3.0286e-002	0.	-8030.5
453	0.27418	4.6322e-002	0.	-30486
454	0.27413	3.0749e-002	1.27e-003	3.8879e-003
455	0.27428	1.5375e-002	0.	-9307.2
456	0.31588	2.9884e-002	0.	-5069.6
457	0.30209	4.608e-002	0.	-4638.8
458	0.30186	2.9822e-002	1.27e-003	7.5295e-003
459	0.30211	1.4911e-002	0.	-4198.4
460	0.34372	3.0365e-002	0.	-4060.1
461	0.3297	4.5777e-002	0.	-6730.8
462	0.32989	2.9947e-002	1.27e-003	7.7988e-003
463	0.33009	1.4974e-002	0.	-1078.8
464	0.37151	3.0584e-002	0.	-3597.5
465	0.35734	4.611e-002	0.	-5578.3
466	0.35754	3.0783e-002	1.27e-003	8.6417e-003
467	0.35788	1.5392e-002	0.	-1163.2
468	0.39954	3.0197e-002	0.	-3559.8
469	0.38531	4.5656e-002	0.	-5108.9
470	0.38547	3.0384e-002	1.27e-003	1.1256e-002
471	0.38581	1.5192e-002	0.	-830.22
472	0.42756	3.0016e-002	0.	-3756.3
473	0.41333	4.5219e-002	0.	-6087.7
474	0.41361	3.0009e-002	1.27e-003	1.2323e-002
475	0.41385	1.5005e-002	0.	-815.76
476	0.45547	3.0012e-002	0.	-3763.9
477	0.44124	4.5264e-002	0.	-5927.2
478	0.44151	3.0023e-002	1.27e-003	1.2975e-002
479	0.44177	1.5012e-002	0.	-592.55
480	0.48339	2.9979e-002	0.	-3864.8
481	0.46915	4.5324e-002	0.	-5996.9
482	0.46943	3.e-002	1.27e-003	1.3963e-002
483	0.46969	1.5e-002	0.	-493.42
484	0.51133	3.0106e-002	0.	-3851.4
485	0.49707	4.5382e-002	0.	-6052.3
486	0.49736	2.9958e-002	1.27e-003	1.7533e-002
487	0.49762	1.4979e-002	0.	-387.12
488	0.5393	3.0263e-002	0.	-3767.2
489	0.525	4.5528e-002	0.	-6105.2
490	0.5253	3.0254e-002	1.27e-003	1.9016e-002
491	0.52555	1.5127e-002	0.	-368.28
492	0.56733	3.0315e-002	0.	-3890.8
493	0.55315	4.5567e-002	0.	-5736.7
494	0.55331	3.0272e-002	1.27e-003	2.0961e-002
495	0.55352	1.5136e-002	0.	-746.22
496	0.58118	4.557e-002	0.	-6239.6
497	0.58134	3.0358e-002	1.27e-003	2.2792e-002
498	0.58151	1.5179e-002	0.	-792.74
499	0.59547	3.0419e-002	0.	-3966.8
500	0.58101	7.6131e-002	0.	-8464.2
501	0.567	6.0822e-002	0.	-8146.9
502	0.58101	6.0782e-002	1.27e-003	1.9227e-002
503	0.5953	6.0871e-002	0.	-8677.8
504	0.58113	0.10663	0.	-6191.1
505	0.56692	9.144e-002	0.	-8310.8
506	0.58101	9.1481e-002	1.27e-003	1.9814e-002
507	0.5953	9.146e-002	0.	-8680.7
508	0.56724	0.12183	0.	-3864.8
509	0.58126	0.12178	1.27e-003	2.1297e-002
510	0.59543	0.12185	0.	-3981.6
511	0.58146	0.13709	0.	-814.71
512	0.5391	0.12184	0.	-3736.4
513	0.55302	0.10664	0.	-5923.8
514	0.55321	0.12188	1.27e-003	2.0835e-002
515	0.55348	0.13714	0.	-716.37
516	0.51092	0.12179	0.	-3806.9
517	0.52489	0.10658	0.	-6042.6
518	0.52499	0.12179	1.27e-003	1.8786e-002
519	0.5254	0.1371	0.	-322.92
520	0.48297	0.1217	0.	-3703.7
521	0.49683	0.10652	0.	-6107.4
522	0.49686	0.12179	1.27e-003	1.7444e-002
523	0.49737	0.13709	0.	-381.66
524	0.45514	0.12156	0.	-3456.4
525	0.46899	0.10637	0.	-5893.6
526	0.46907	0.12162	1.27e-003	1.6952e-002
527	0.46951	0.13701	0.	-303.45
528	0.4273	0.1216	0.	-3444.
529	0.44106	0.10624	0.	-5981.5
530	0.44121	0.12151	1.27e-003	1.2853e-002
531	0.44162	0.13696	0.	-212.26
532	0.39958	0.12183	0.	-3606.7
533	0.41322	0.1064	0.	-5691.3
534	0.41339	0.12168	1.27e-003	1.1094e-002
535	0.41374	0.13704	0.	-435.57
536	0.37193	0.12276	0.	-3796.2
537	0.3855	0.10678	0.	-5955.6
538	0.38576	0.12199	1.27e-003	9.9952e-003
539	0.38596	0.13719	0.	-750.88
540	0.344	0.12317	0.	-4323.9
541	0.35768	0.10807	0.	-5908.5
542	0.3581	0.12353	1.27e-003	9.726e-003
543	0.35816	0.13797	0.	-1567.4
544	0.31581	0.12274	0.	-6000.6
545	0.32985	0.10763	0.	-4283.6
546	0.3299	0.1228	1.27e-003	9.4054e-003
547	0.3301	0.1376	0.	-3956.
548	0.2874	0.1226	0.	-4794.2
549	0.30182	0.10788	0.	-7331.5
