Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Stress (Pa)
1063	0.10262	0.1524	1.27e-003	-1.0099e-010
1064	6.4135e-002	0.1524	0.	-58538
1065	8.9789e-002	0.1524	0.	-7.2151e+005
1066	3.8481e-002	0.1524	0.	-1.8074e+005
1067	1.2827e-002	0.1524	0.	-2.2936e+006
1068	0.10262	0.14605	0.	-1.8147e+006
1069	1.199e-015	0.13716	0.	-5.6368e+006
1070	3.8481e-002	-1.9067e-032	0.	-2.697e+005
1071	1.2827e-002	-6.3556e-033	0.	-2.3206e+006
1072	6.4135e-002	-3.1778e-032	0.	35118
1073	8.9789e-002	-4.4489e-032	0.	-6.1363e+005
1074	0.10262	6.35e-003	0.	-1.6322e+006
1075	1.3323e-016	1.524e-002	0.	-5.4741e+006
1076	0.14875	0.	0.	-1.53e+005
1077	0.12081	0.	0.	-5.473e+005
1078	0.17668	0.	0.	42626
1079	0.20461	0.	0.	-58294
1080	0.23254	0.	0.	-36270
1081	0.26047	0.	0.	-10161
1082	0.2884	0.	0.	-5856.5
1083	0.31633	0.	0.	-158.16
1084	0.34426	0.	0.	1808.6
1085	0.37219	0.	0.	1585.5
1086	0.40012	0.	0.	1897.1
1087	0.42805	0.	0.	2312.6
1088	0.45598	0.	0.	2635.4
1089	0.48391	0.	0.	2938.9
1090	0.51184	0.	0.	3050.6
1091	0.53977	0.	0.	2614.4
1092	0.5677	0.	0.	2288.
1093	0.59563	0.	0.	2569.8
1094	0.10685	6.35e-003	0.	-1.3026e+006
1095	0.6096	1.524e-002	0.	-426.73
1096	9.3259e-016	0.10668	0.	-7.0002e+006
1097	6.6613e-016	7.62e-002	0.	-7.1261e+006
1098	3.9968e-016	4.572e-002	0.	-6.9125e+006
1099	0.6096	4.572e-002	0.	-6278.2
1100	0.6096	7.62e-002	0.	-8756.4
1101	0.6096	0.10668	0.	-6346.5
1102	0.6096	0.13716	0.	-489.88
1103	0.59563	0.1524	0.	2531.4
1104	0.5677	0.1524	0.	2264.6
1105	0.53977	0.1524	0.	2666.6
1106	0.51184	0.1524	0.	3088.9
1107	0.48391	0.1524	0.	3013.3
1108	0.45598	0.1524	0.	2929.2
1109	0.42805	0.1524	0.	2775.
1110	0.40012	0.1524	0.	2369.4
1111	0.37219	0.1524	0.	1392.6
1112	0.34426	0.1524	0.	-1224.9
1113	0.31633	0.1524	0.	-1786.4
1114	0.2884	0.1524	0.	-5442.3
1115	0.26047	0.1524	0.	-6374.9
1116	0.23254	0.1524	0.	-86590
1117	0.20461	0.1524	0.	-22164
1118	0.17668	0.1524	0.	31102
1119	0.14875	0.1524	0.	-1.8878e+005
1120	0.12081	0.1524	0.	-5.3943e+005
1121	0.10685	0.14605	0.	-1.0539e+006
1122	0.10262	3.175e-002	0.	-1.5594e+005
1123	0.10262	4.445e-002	0.	-2.6564e+006
1124	0.10262	1.905e-002	0.	-6.7271e+005
1125	0.10473	5.08e-002	0.	-5.0665e+006
1126	0.10685	1.905e-002	0.	-7.6797e+005
1127	0.10685	3.175e-002	0.	-4.0801e+005
1128	0.10685	4.445e-002	0.	-1.5937e+006
1129	0.10262	0.12065	0.	-1.0141e+006
1130	0.10262	0.10795	0.	-3.2082e+006
1131	0.10262	0.13335	0.	-1.0416e+006
1132	0.10473	0.1016	0.	-7.8078e+006
1133	0.10685	0.13335	0.	-8.7452e+005
1134	0.10685	0.12065	0.	-6.601e+005
1135	0.10685	0.10795	0.	-3.5572e+006
